"PROFIT_CENTER_GROUP_CODE","PROFIT_CENTER_GROUP_NAME","PROFIT_CENTER_KEY","PROFIT_CENTER_ID","PROFIT_CENTER_NAME","PC_LEVEL1_SORT","PC_LEVEL1_CATEGORY","PC_LEVEL2_SORT","PC_LEVEL2_CATEGORY","PC_LEVEL3_SORT","PC_LEVEL3_CATEGORY","PC_LEVEL4_SORT","PC_LEVEL4_CATEGORY","PC_LEVEL5_SORT","PC_LEVEL5_CATEGORY","PC_LEVEL6_SORT","PC_LEVEL6_CATEGORY","PC_LEVEL7_SORT","PC_LEVEL7_CATEGORY","PC_LEVEL8_SORT","PC_LEVEL8_CATEGORY","DLC_KEY","DLC_NAME","WAREHOUSE_LOAD_DATE"
"P00_MIT","P. C. Standard Hierarchy","P401823-001","P401823","Office Of Innovation",2,"MIT Corporation",3,"President Node",4,"Provost Node",18,"Engineering Node",65,"Office of Innovation",,"",,"",,"","D_MITOI","MIT OFFICE OF INNOVATION",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P401823-001","P401823","Office Of Innovation",2,"Instruction & Departmental Research",3,"I&DR--Instruction (IPEDS)",3,"I&DR--Instruction (IPEDS)",,"",,"",,"",,"",,"","D_MITOI","MIT OFFICE OF INNOVATION",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P402450-001","P402450","D_Cctr Center For Clinical And Translati",2,"Provost",109,"VP for Research",139,"D_CCTR Center for Clinical and Translati",,"",,"",,"",,"",,"","D_CCTR","Center for Clinical & Translational Research",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P402450-001","P402450","D_Cctr Center For Clinical And Translati",2,"Provost",109,"VP for Research",139,"D_CCTR Center for Clinical and Translati",,"",,"",,"",,"",,"","D_CCTR","Center for Clinical & Translational Research",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P402450-001","P402450","D_Cctr Center For Clinical And Translati",2,"MIT Corporation",3,"President Node",4,"Provost Node",333,"VP for Research Node",375,"D_CCTR Center for Clinical and Translati",,"",,"",,"","D_CCTR","Center for Clinical & Translational Research",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P402450-001","P402450","D_Cctr Center For Clinical And Translati",2,"Instruction & Departmental Research",3,"I&DR--Instruction (IPEDS)",3,"I&DR--Instruction (IPEDS)",,"",,"",,"",,"",,"","D_CCTR","Center for Clinical & Translational Research",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P404523-001","P404523","Campus Services & Stewardship",252,"Executive Vice President & Treasurer",253,"Exec VP & Treas Office",261,"CAMPUS SERVICES & STEWARDSHIP",,"",,"",,"",,"",,"","D_CSS","Campus Servies and Stewardship",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P404523-001","P404523","Campus Services & Stewardship",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_CSS","Campus Servies and Stewardship",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P404523-001","P404523","Campus Services & Stewardship",242,"Executive Vice President & Treasurer",243,"Exec VP & Treas Office",251,"CAMPUS SERVICES & STEWARDSHIP",,"",,"",,"",,"",,"","D_CSS","Campus Servies and Stewardship",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P404523-001","P404523","Campus Services & Stewardship",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",618,"Executive VP & Treasurer's Office",643,"CAMPUS SERVICES & STEWARDSHIP",,"",,"",,"","D_CSS","Campus Servies and Stewardship",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P065014-001","P065014","Mit-Amazon Science Hub",2,"Provost",233,"Schwarzman College of Computing",247,"MIT-Amazon Science Hub",,"",,"",,"",,"",,"","D_MITAMAZON","MIT-Amazon Science Hub",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P065014-001","P065014","Mit-Amazon Science Hub",2,"Provost",223,"Schwarzman College of Computing",237,"MIT-Amazon Science Hub",,"",,"",,"",,"",,"","D_MITAMAZON","MIT-Amazon Science Hub",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P065014-001","P065014","Mit-Amazon Science Hub",2,"MIT Corporation",3,"President Node",4,"Provost Node",579,"Schwarzman College of Computing",606,"MIT-Amazon Science Hub",,"",,"",,"","D_MITAMAZON","MIT-Amazon Science Hub",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P065014-001","P065014","Mit-Amazon Science Hub",2,"Instruction & Departmental Research",3,"I&DR--Instruction (IPEDS)",3,"I&DR--Instruction (IPEDS)",,"",,"",,"",,"",,"","D_MITAMAZON","MIT-Amazon Science Hub",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P061250-001","P061250","Graduate Program In Engineering Leadersh",2,"Provost",16,"Engineering",54,"Graduate Program in Engineering Leadersh",,"",,"",,"",,"",,"","D_GRADEL","Graduate Program in Engineering Leadership",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P061250-001","P061250","Graduate Program In Engineering Leadersh",2,"Provost",16,"Engineering",54,"Graduate Program in Engineering Leadersh",,"",,"",,"",,"",,"","D_GRADEL","Graduate Program in Engineering Leadership",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P061250-001","P061250","Graduate Program In Engineering Leadersh",2,"MIT Corporation",3,"President Node",4,"Provost Node",18,"Engineering Node",48,"Graduate Program in Engineering Leadersh",,"",,"",,"","D_GRADEL","Graduate Program in Engineering Leadership",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P061250-001","P061250","Graduate Program In Engineering Leadersh",2,"Instruction & Departmental Research",3,"I&DR--Instruction (IPEDS)",3,"I&DR--Instruction (IPEDS)",,"",,"",,"",,"",,"","D_GRADEL","Graduate Program in Engineering Leadership",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P060901-001","P060901","Mit Climate&Sustainability Consortium",2,"Provost",16,"Engineering",43,"MCSC",,"",,"",,"",,"",,"","D_MCSC","MIT Climate & Sustainability Consortium",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P060901-001","P060901","Mit Climate&Sustainability Consortium",2,"Provost",16,"Engineering",43,"MCSC",,"",,"",,"",,"",,"","D_MCSC","MIT Climate & Sustainability Consortium",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P060901-001","P060901","Mit Climate&Sustainability Consortium",2,"MIT Corporation",3,"President Node",4,"Provost Node",18,"Engineering Node",64,"MCSC",,"",,"",,"","D_MCSC","MIT Climate & Sustainability Consortium",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P060901-001","P060901","Mit Climate&Sustainability Consortium",2,"Instruction & Departmental Research",3,"I&DR--Instruction (IPEDS)",3,"I&DR--Instruction (IPEDS)",,"",,"",,"",,"",,"","D_MCSC","MIT Climate & Sustainability Consortium",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P401828-001","P401828","Indonesia",5,"General & Administrative",6,"G&A--Academic Support (IPEDS)",6,"G&A--Academic Support (IPEDS)",,"",,"",,"",,"",,"","D_INDONESIA","INDONESIA",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P401828-001","P401828","Indonesia",2,"Provost",149,"Office of Provost",190,"Dept of INDONESIA",,"",,"",,"",,"",,"","D_INDONESIA","INDONESIA",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P401828-001","P401828","Indonesia",2,"Provost",149,"Office of Provost",188,"Dept of INDONESIA",,"",,"",,"",,"",,"","D_INDONESIA","INDONESIA",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P401828-001","P401828","Indonesia",2,"MIT Corporation",3,"President Node",4,"Provost Node",385,"Office of Provost Node",396,"Dept of INDONESIA",,"",,"",,"","D_INDONESIA","INDONESIA",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P391020-001","P391020","Research Support",2,"Provost",109,"VP for Research",137,"MIT Research Administration",,"",,"",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P391020-001","P391020","Research Support",2,"Provost",109,"VP for Research",137,"MIT Research Administration",,"",,"",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P391020-001","P391020","Research Support",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P391020-001","P391020","Research Support",2,"MIT Corporation",3,"President Node",4,"Provost Node",333,"VP for Research Node",370,"MIT Research Administration",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P391010-001","P391010","Research Systems",2,"Provost",109,"VP for Research",137,"MIT Research Administration",,"",,"",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P391010-001","P391010","Research Systems",2,"Provost",109,"VP for Research",137,"MIT Research Administration",,"",,"",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P391010-001","P391010","Research Systems",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P391010-001","P391010","Research Systems",2,"MIT Corporation",3,"President Node",4,"Provost Node",333,"VP for Research Node",370,"MIT Research Administration",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P391000-001","P391000","Research Administration Services",2,"Provost",109,"VP for Research",137,"MIT Research Administration",,"",,"",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P391000-001","P391000","Research Administration Services",2,"Provost",109,"VP for Research",137,"MIT Research Administration",,"",,"",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P391000-001","P391000","Research Administration Services",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P391000-001","P391000","Research Administration Services",2,"MIT Corporation",3,"President Node",4,"Provost Node",333,"VP for Research Node",370,"MIT Research Administration",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P391030-001","P391030","Research Development",2,"Provost",109,"VP for Research",137,"MIT Research Administration",,"",,"",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P391030-001","P391030","Research Development",2,"Provost",109,"VP for Research",137,"MIT Research Administration",,"",,"",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P391030-001","P391030","Research Development",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P391030-001","P391030","Research Development",2,"MIT Corporation",3,"President Node",4,"Provost Node",333,"VP for Research Node",370,"MIT Research Administration",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P391001-001","P391001","Mit Research Administration",2,"Provost",109,"VP for Research",137,"MIT Research Administration",,"",,"",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P391001-001","P391001","Mit Research Administration",2,"Provost",109,"VP for Research",137,"MIT Research Administration",,"",,"",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P391001-001","P391001","Mit Research Administration",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P391001-001","P391001","Mit Research Administration",2,"MIT Corporation",3,"President Node",4,"Provost Node",333,"VP for Research Node",370,"MIT Research Administration",,"",,"",,"","D_RAS","Research Administration Services",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P060700-001","P060700","School Of Engineering-Mites",2,"Provost",16,"Engineering",22,"SOE Special Programs",,"",,"",,"",,"",,"","D_MITES","Minority Intro to Engineering & Science Program",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P060700-001","P060700","School Of Engineering-Mites",2,"Provost",16,"Engineering",22,"SOE Special Programs",,"",,"",,"",,"",,"","D_MITES","Minority Intro to Engineering & Science Program",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P060700-001","P060700","School Of Engineering-Mites",2,"MIT Corporation",3,"President Node",4,"Provost Node",18,"Engineering Node",57,"SOE Special Programs",,"",,"",,"","D_MITES","Minority Intro to Engineering & Science Program",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P060700-001","P060700","School Of Engineering-Mites",2,"Instruction & Departmental Research",3,"I&DR--Instruction (IPEDS)",3,"I&DR--Instruction (IPEDS)",,"",,"",,"",,"",,"","D_MITES","Minority Intro to Engineering & Science Program",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P060400-001","P060400","School Of Eng.- Eip",2,"Provost",16,"Engineering",22,"SOE Special Programs",,"",,"",,"",,"",,"","D_EIP","Engineering Internship Program",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P060400-001","P060400","School Of Eng.- Eip",2,"Provost",16,"Engineering",22,"SOE Special Programs",,"",,"",,"",,"",,"","D_EIP","Engineering Internship Program",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P060400-001","P060400","School Of Eng.- Eip",2,"MIT Corporation",3,"President Node",4,"Provost Node",18,"Engineering Node",57,"SOE Special Programs",,"",,"",,"","D_EIP","Engineering Internship Program",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P060400-001","P060400","School Of Eng.- Eip",2,"Instruction & Departmental Research",3,"I&DR--Instruction (IPEDS)",3,"I&DR--Instruction (IPEDS)",,"",,"",,"",,"",,"","D_EIP","Engineering Internship Program",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P060200-001","P060200","Ecsel-School Of Engineering",2,"Provost",16,"Engineering",21,"ECSEL SOE",,"",,"",,"",,"",,"","D_ECSEL","ECSEL",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P060200-001","P060200","Ecsel-School Of Engineering",2,"Provost",16,"Engineering",21,"ECSEL SOE",,"",,"",,"",,"",,"","D_ECSEL","ECSEL",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P060200-001","P060200","Ecsel-School Of Engineering",2,"MIT Corporation",3,"President Node",4,"Provost Node",18,"Engineering Node",60,"ECSEL SOE",,"",,"",,"","D_ECSEL","ECSEL",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P060200-001","P060200","Ecsel-School Of Engineering",2,"Instruction & Departmental Research",3,"I&DR--Instruction (IPEDS)",3,"I&DR--Instruction (IPEDS)",,"",,"",,"",,"",,"","D_ECSEL","ECSEL",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P060100-001","P060100","Faculty Admin Appointments-Engineering",2,"Provost",16,"Engineering",20,"PCDepartment Heads Engineering",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P060100-001","P060100","Faculty Admin Appointments-Engineering",2,"Provost",16,"Engineering",20,"PCDepartment Heads Engineering",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P060100-001","P060100","Faculty Admin Appointments-Engineering",2,"Instruction & Departmental Research",4,"I&DR--Academic Support (IPEDS)",4,"I&DR--Academic Support (IPEDS)",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P060100-001","P060100","Faculty Admin Appointments-Engineering",2,"MIT Corporation",3,"President Node",4,"Provost Node",18,"Engineering Node",59,"PCDepartment Heads Engineering",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P060010-001","P060010","Mit Accenture Convergence Initiative",2,"Provost",16,"Engineering",18,"Dean/School of Engineering",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P060010-001","P060010","Mit Accenture Convergence Initiative",2,"Provost",16,"Engineering",18,"Dean/School of Engineering",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P060010-001","P060010","Mit Accenture Convergence Initiative",2,"MIT Corporation",3,"President Node",4,"Provost Node",18,"Engineering Node",20,"Dean/School of Engineering",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P060010-001","P060010","Mit Accenture Convergence Initiative",2,"Instruction & Departmental Research",3,"I&DR--Instruction (IPEDS)",3,"I&DR--Instruction (IPEDS)",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P060004-001","P060004","Institute For Medical Eng'G And Sci Prof",2,"Provost",16,"Engineering",18,"Dean/School of Engineering",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P060004-001","P060004","Institute For Medical Eng'G And Sci Prof",2,"Provost",16,"Engineering",18,"Dean/School of Engineering",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P060004-001","P060004","Institute For Medical Eng'G And Sci Prof",2,"MIT Corporation",3,"President Node",4,"Provost Node",18,"Engineering Node",20,"Dean/School of Engineering",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P060004-001","P060004","Institute For Medical Eng'G And Sci Prof",2,"Instruction & Departmental Research",3,"I&DR--Instruction (IPEDS)",3,"I&DR--Instruction (IPEDS)",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P060003-001","P060003","School Of Engineering Prof.",2,"Provost",16,"Engineering",18,"Dean/School of Engineering",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P060003-001","P060003","School Of Engineering Prof.",2,"Provost",16,"Engineering",18,"Dean/School of Engineering",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P060003-001","P060003","School Of Engineering Prof.",2,"MIT Corporation",3,"President Node",4,"Provost Node",18,"Engineering Node",20,"Dean/School of Engineering",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P060003-001","P060003","School Of Engineering Prof.",2,"Instruction & Departmental Research",3,"I&DR--Instruction (IPEDS)",3,"I&DR--Instruction (IPEDS)",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P060035-001","P060035","$100k Entrepreneurship Competition",2,"Provost",16,"Engineering",18,"Dean/School of Engineering",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P060035-001","P060035","$100k Entrepreneurship Competition",2,"Provost",16,"Engineering",18,"Dean/School of Engineering",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P060035-001","P060035","$100k Entrepreneurship Competition",2,"MIT Corporation",3,"President Node",4,"Provost Node",18,"Engineering Node",20,"Dean/School of Engineering",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P060035-001","P060035","$100k Entrepreneurship Competition",2,"Instruction & Departmental Research",3,"I&DR--Instruction (IPEDS)",3,"I&DR--Instruction (IPEDS)",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P060000-001","P060000","School Of Engineering",2,"Provost",16,"Engineering",18,"Dean/School of Engineering",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P060000-001","P060000","School Of Engineering",2,"Provost",16,"Engineering",18,"Dean/School of Engineering",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P060000-001","P060000","School Of Engineering",2,"MIT Corporation",3,"President Node",4,"Provost Node",18,"Engineering Node",20,"Dean/School of Engineering",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P060000-001","P060000","School Of Engineering",2,"Instruction & Departmental Research",3,"I&DR--Instruction (IPEDS)",3,"I&DR--Instruction (IPEDS)",,"",,"",,"",,"",,"","D_DOE","Dean of Engineering",28-OCT-24
