"FCLT_BUILDING_ADDRESS_KEY","FCLT_BUILDING_KEY","FISCAL_PERIOD","FCLT_BUILDING_ADDRESS_HIST_KEY","BUILDING_NUMBER","ADDRESS_PURPOSE","ADDRESS_CITY_ID","IS_E911_ADDRESS","STREET_NUMBER","STREET_NUMBER_SUFFIX","PRE_DIRECTIONAL","STREET_NAME","STREET_SUFFIX","POST_DIRECTIONAL","CITY","STATE","POSTAL_CODE","WAREHOUSE_LOAD_DATE"
"W85F-PARCL1","W85F","201505","W85F-PARCL1-201505","W85F","PARCL1","","","MEM545R","","","","","","","","02139",01-DEC-14
"W85F-STREET","W85F","201505","W85F-STREET-201505","W85F","STREET","28625","","286","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85FG-E911_1","W85FG","201505","W85FG-E911_1-201505","W85FG","E911_1","590","","284","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85FG-E911_2","W85FG","201505","W85FG-E911_2-201505","W85FG","E911_2","28625","","286","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85FG-STREET","W85FG","201505","W85FG-STREET-201505","W85FG","STREET","","","286-284","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85G-E911_1","W85G","201505","W85G-E911_1-201505","W85G","E911_1","590","","284","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85G-PARCL1","W85G","201505","W85G-PARCL1-201505","W85G","PARCL1","","","MEM545R","","","","","","","","02139",01-DEC-14
"W85G-STREET","W85G","201505","W85G-STREET-201505","W85G","STREET","590","","284","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85H-E911_1","W85H","201505","W85H-E911_1-201505","W85H","E911_1","","","282","R","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85H-PARCL1","W85H","201505","W85H-PARCL1-201505","W85H","PARCL1","","","MEM545R","","","","","","","","02139",01-DEC-14
"W85H-STREET","W85H","201505","W85H-STREET-201505","W85H","STREET","","","282","","","VASSAR","ST","(Rear)","CAMBRIDGE","MA","02139",01-DEC-14
"W85HJK-E911_1","W85HJK","201505","W85HJK-E911_1-201505","W85HJK","E911_1","592","","278","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85HJK-E911_2","W85HJK","201505","W85HJK-E911_2-201505","W85HJK","E911_2","28605","","280","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85HJK-E911_3","W85HJK","201505","W85HJK-E911_3-201505","W85HJK","E911_3","28610","","282","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85HJK-STREET","W85HJK","201505","W85HJK-STREET-201505","W85HJK","STREET","","","282-280-278","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85J-E911_1","W85J","201505","W85J-E911_1-201505","W85J","E911_1","","","280","R","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85J-STREET","W85J","201505","W85J-STREET-201505","W85J","STREET","","","280","","","VASSAR","ST","(Rear)","CAMBRIDGE","MA","02139",01-DEC-14
"W85K-E911_1","W85K","201505","W85K-E911_1-201505","W85K","E911_1","","","278","R","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85K-PARCL1","W85K","201505","W85K-PARCL1-201505","W85K","PARCL1","","","MEM545R","","","","","","","","02139",01-DEC-14
"W85K-STREET","W85K","201505","W85K-STREET-201505","W85K","STREET","","","278","","","VASSAR","ST","(Rear)","CAMBRIDGE","MA","02139",01-DEC-14
"W89-E911_1","W89","201505","W89-E911_1-201505","W89","E911_1","6323","","301","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W89-MAIL","W89","201505","W89-MAIL-201505","W89","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W89-STREET","W89","201505","W89-STREET-201505","W89","STREET","6323","","301","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W91-E911_1","W91","201505","W91-E911_1-201505","W91","E911_1","587","","565","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W91-E911_2","W91","201505","W91-E911_2-201505","W91","E911_2","29751","","570","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W91-MAIL","W91","201505","W91-MAIL-201505","W91","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W91-PARCL1","W91","201505","W91-PARCL1-201505","W91","PARCL1","","","MEM565","","","","","","","","02139",01-DEC-14
"W91-STREET","W91","201505","W91-STREET-201505","W91","STREET","","","565-570","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W92-E911_1","W92","201505","W92-E911_1-201505","W92","E911_1","6289","","304","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W92-MAIL","W92","201505","W92-MAIL-201505","W92","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W92-STREET","W92","201505","W92-STREET-201505","W92","STREET","6289","","304","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W98-E911_1","W98","201505","W98-E911_1-201505","W98","E911_1","9269","","600","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W98-MAIL","W98","201505","W98-MAIL-201505","W98","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W98-STREET","W98","201505","W98-STREET-201505","W98","STREET","9269","","600","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"WW15-E911_1","WW15","201505","WW15-E911_1-201505","WW15","E911_1","25455","","350","","","BROOKLINE","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"WW15-MAIL","WW15","201505","WW15-MAIL-201505","WW15","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"WW15-PARCL1","WW15","201505","WW15-PARCL1-201505","WW15","PARCL1","","","BRO350","","","","","","","","02139",01-DEC-14
"WW15-STREET","WW15","201505","WW15-STREET-201505","WW15","STREET","25455","","350","","","BROOKLINE","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"WW25-E911_1","WW25","201505","WW25-E911_1-201505","WW25","E911_1","31908","","142","","","WAVERLY","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"WW25-E911_2","WW25","201505","WW25-E911_2-201505","WW25","E911_2","","","631","","","PUTNAM","","","CAMBRIDGE","MA","02139",01-DEC-14
"WW25-E911_3","WW25","201505","WW25-E911_3-201505","WW25","E911_3","","","9","","","CHESTNUT","","","CAMBRIDGE","MA","02139",01-DEC-14
"WW25-MAIL","WW25","201505","WW25-MAIL-201505","WW25","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"WW25-STREET","WW25","201505","WW25-STREET-201505","WW25","STREET","31908","","142","","","WAVERLY","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"64G-E911_1","64G","201506","64G-E911_1-201506","64G","E911_1","24630","","3","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"64G-STREET","64G","201506","64G-STREET-201506","64G","STREET","24630","","3","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"64W-E911_1","64W","201506","64W-E911_1-201506","64W","E911_1","24630","","3","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"64W-STREET","64W","201506","64W-STREET-201506","64W","STREET","24630","","3","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"66-E911_1","66","201506","66-E911_1-201506","66","E911_1","25344","","25","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"66-MAIL","66","201506","66-MAIL-201506","66","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"66-PARCL1","66","201506","66-PARCL1-201506","66","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-JAN-15
"66-STREET","66","201506","66-STREET-201506","66","STREET","25344","","25","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"68-E911_1","68","201506","68-E911_1-201506","68","E911_1","25345","","31","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"68-MAIL","68","201506","68-MAIL-201506","68","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"68-PARCL1","68","201506","68-PARCL1-201506","68","PARCL1","","","AME31","","","","","","","","02142",01-JAN-15
"68-STREET","68","201506","68-STREET-201506","68","STREET","25345","","31","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"76-E911_1","76","201506","76-E911_1-201506","76","E911_1","31707","","500","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"76-MAIL","76","201506","76-MAIL-201506","76","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"76-STREET","76","201506","76-STREET-201506","76","STREET","31707","","500","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E1-E911_1","E1","201506","E1-E911_1-201506","E1","E911_1","24118","","111","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-JAN-15
"E1-MAIL","E1","201506","E1-MAIL-201506","E1","MAIL","24118","","111","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-JAN-15
"E1-PARCL1","E1","201506","E1-PARCL1-201506","E1","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-JAN-15
"E1-STREET","E1","201506","E1-STREET-201506","E1","STREET","24118","","111","","","MEMORIAL","DR","","CAMBRIDGE","MA","02142",01-JAN-15
"E2-E911_1","E2","201506","E2-E911_1-201506","E2","E911_1","29136","","4","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E2-E911_2","E2","201506","E2-E911_2-201506","E2","E911_2","","","70","","","AMHERST","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E2-MAIL","E2","201506","E2-MAIL-201506","E2","MAIL","","","70","","","AMHERST","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E2-PARCL1","E2","201506","E2-PARCL1-201506","E2","PARCL1","","","MEM106","","","","","","CAMBRIDGE","MA","02142",01-JAN-15
"E2-STREET","E2","201506","E2-STREET-201506","E2","STREET","29136","","4","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E14-E911_1","E14","201506","E14-E911_1-201506","E14","E911_1","31393","","75","","","AMHERST","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E14-MAIL","E14","201506","E14-MAIL-201506","E14","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E14-STREET","E14","201506","E14-STREET-201506","E14","STREET","31393","","75","","","AMHERST","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E15-E911_1","E15","201506","E15-E911_1-201506","E15","E911_1","25342","","20","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E15-MAIL","E15","201506","E15-MAIL-201506","E15","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E15-PARCL1","E15","201506","E15-PARCL1-201506","E15","PARCL1","","","MAI364","","","","","","","","02142",01-JAN-15
"E15-PARCL2","E15","201506","E15-PARCL2-201506","E15","PARCL2","","","AME12","","","","","","","","02142",01-JAN-15
"E15-STREET","E15","201506","E15-STREET-201506","E15","STREET","25342","","20","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E17-E911_1","E17","201506","E17-E911_1-201506","E17","E911_1","29173","","40","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E17-MAIL","E17","201506","E17-MAIL-201506","E17","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E17-PARCL1","E17","201506","E17-PARCL1-201506","E17","PARCL1","","","MAI364","","","","","","","","02142",01-JAN-15
"E17-STREET","E17","201506","E17-STREET-201506","E17","STREET","29173","","40","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E18-E911_1","E18","201506","E18-E911_1-201506","E18","E911_1","29507","","50","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E18-MAIL","E18","201506","E18-MAIL-201506","E18","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E18-PARCL1","E18","201506","E18-PARCL1-201506","E18","PARCL1","","","MAI364","","","","","","","","02142",01-JAN-15
"E18-STREET","E18","201506","E18-STREET-201506","E18","STREET","29507","","50","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E19-E911_1","E19","201506","E19-E911_1-201506","E19","E911_1","25938","","400","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E19-MAIL","E19","201506","E19-MAIL-201506","E19","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E19-PARCL1","E19","201506","E19-PARCL1-201506","E19","PARCL1","","","MAI364","","","","","","","","02142",01-JAN-15
"E19-STREET","E19","201506","E19-STREET-201506","E19","STREET","25938","","400","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E23-E911_1","E23","201506","E23-E911_1-201506","E23","E911_1","25550","","25","","","CARLETON","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E23-MAIL","E23","201506","E23-MAIL-201506","E23","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E23-PARCL1","E23","201506","E23-PARCL1-201506","E23","PARCL1","","","CAR1","","","","","","","","02142",01-JAN-15
"E23-PARCL2","E23","201506","E23-PARCL2-201506","E23","PARCL2","","","CAR45","","","","","","","","02142",01-JAN-15
"E23-STREET","E23","201506","E23-STREET-201506","E23","STREET","25550","","25","","","CARLETON","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E25-E911_1","E25","201506","E25-E911_1-201506","E25","E911_1","733","","45","","","CARLETON","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E25-MAIL","E25","201506","E25-MAIL-201506","E25","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E25-PARCL1","E25","201506","E25-PARCL1-201506","E25","PARCL1","","","DEA18","","","","","","","","02142",01-JAN-15
"E25-PARCL2","E25","201506","E25-PARCL2-201506","E25","PARCL2","","","CAR45","","","","","","","","02142",01-JAN-15
"E25-PARCL3","E25","201506","E25-PARCL3-201506","E25","PARCL3","","","MAI364","","","","","","","","02142",01-JAN-15
"E25-STREET","E25","201506","E25-STREET-201506","E25","STREET","733","","45","","","CARLETON","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E33-E911_1","E33","201506","E33-E911_1-201506","E33","E911_1","738","","34","","","CARLETON","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E33-MAIL","E33","201506","E33-MAIL-201506","E33","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E33-PARCL1","E33","201506","E33-PARCL1-201506","E33","PARCL1","","","HAY1","","","","","","","","02142",01-JAN-15
"E33-STREET","E33","201506","E33-STREET-201506","E33","STREET","738","","34","","","CARLETON","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E34-E911_1","E34","201506","E34-E911_1-201506","E34","E911_1","14130","","42","","","CARLETON","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E34-E911_2","E34","201506","E34-E911_2-201506","E34","E911_2","31043","","44","","","CARLETON","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E34-MAIL","E34","201506","E34-MAIL-201506","E34","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E34-PARCL1","E34","201506","E34-PARCL1-201506","E34","PARCL1","","","HAY1","","","","","","","","02142",01-JAN-15
"E34-STREET","E34","201506","E34-STREET-201506","E34","STREET","","","42-44","","","CARLETON","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E38-E911_1","E38","201506","E38-E911_1-201506","E38","E911_1","742","","292","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E38-MAIL","E38","201506","E38-MAIL-201506","E38","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E38-PARCL1","E38","201506","E38-PARCL1-201506","E38","PARCL1","","","MAI292","","","","","","","","02142",01-JAN-15
"E38-STREET","E38","201506","E38-STREET-201506","E38","STREET","742","","292","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E39-E911_1","E39","201506","E39-E911_1-201506","E39","E911_1","29","","264","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E39-E911_2","E39","201506","E39-E911_2-201506","E39","E911_2","","","290","","","MAIN","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E39-E911_3","E39","201506","E39-E911_3-201506","E39","E911_3","","","55","","","HAYWARD","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"E39-MAIL","E39","201506","E39-MAIL-201506","E39","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"E39-PARCL1","E39","201506","E39-PARCL1-201506","E39","PARCL1","","","MAI264","","","","","","","","02142",01-JAN-15
"64B-E911_1","64B","201506","64B-E911_1-201506","64B","E911_1","24630","","3","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"64B-STREET","64B","201506","64B-STREET-201506","64B","STREET","24630","","3","","","AMES","ST","","CAMBRIDGE","MA","02142",01-JAN-15
"OC23-MAIL","OC23","201506","OC23-MAIL-201506","OC23","MAIL","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-JAN-15
"OC23-STREET","OC23","201506","OC23-STREET-201506","OC23","STREET","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-JAN-15
"OC24-E911_1","OC24","201506","OC24-E911_1-201506","OC24","E911_1","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-JAN-15
"OC24-MAIL","OC24","201506","OC24-MAIL-201506","OC24","MAIL","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-JAN-15
"OC24-STREET","OC24","201506","OC24-STREET-201506","OC24","STREET","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-JAN-15
"OC25-E911_1","OC25","201506","OC25-E911_1-201506","OC25","E911_1","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-JAN-15
"OC25-MAIL","OC25","201506","OC25-MAIL-201506","OC25","MAIL","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-JAN-15
"OC25-STREET","OC25","201506","OC25-STREET-201506","OC25","STREET","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-JAN-15
"OC26-E911_1","OC26","201506","OC26-E911_1-201506","OC26","E911_1","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-JAN-15
"OC26-MAIL","OC26","201506","OC26-MAIL-201506","OC26","MAIL","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-JAN-15
"OC26-STREET","OC26","201506","OC26-STREET-201506","OC26","STREET","","","50","","","GROTON","RD","","WESTFORD","MA","01886",01-JAN-15
"OC31-E911_1","OC31","201506","OC31-E911_1-201506","OC31","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC31-STREET","OC31","201506","OC31-STREET-201506","OC31","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC31A-E911_1","OC31A","201506","OC31A-E911_1-201506","OC31A","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC31A-STREET","OC31A","201506","OC31A-STREET-201506","OC31A","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC32-E911_1","OC32","201506","OC32-E911_1-201506","OC32","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC32-STREET","OC32","201506","OC32-STREET-201506","OC32","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC32A-E911_1","OC32A","201506","OC32A-E911_1-201506","OC32A","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC32A-STREET","OC32A","201506","OC32A-STREET-201506","OC32A","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC32B-E911_1","OC32B","201506","OC32B-E911_1-201506","OC32B","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC32B-STREET","OC32B","201506","OC32B-STREET-201506","OC32B","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC33-E911_1","OC33","201506","OC33-E911_1-201506","OC33","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC33-STREET","OC33","201506","OC33-STREET-201506","OC33","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC35-E911_1","OC35","201506","OC35-E911_1-201506","OC35","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC35-STREET","OC35","201506","OC35-STREET-201506","OC35","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC36-E911_1","OC36","201506","OC36-E911_1-201506","OC36","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC36-STREET","OC36","201506","OC36-STREET-201506","OC36","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC36A-E911_1","OC36A","201506","OC36A-E911_1-201506","OC36A","E911_1","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC36A-STREET","OC36A","201506","OC36A-STREET-201506","OC36A","STREET","","","244","","","WOOD","ST","","LEXINGTON","MA","02421",01-JAN-15
"OC40-E911_1","OC40","201506","OC40-E911_1-201506","OC40","E911_1","","","100","","","BIGELOW","ST","","HOLYOKE","MA","01040",01-JAN-15
"OC40-STREET","OC40","201506","OC40-STREET-201506","OC40","STREET","","","100","","","BIGELOW","ST","","HOLYOKE","MA","01040",01-JAN-15
"W1-E911_1","W1","201506","W1-E911_1-201506","W1","E911_1","677","","305","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-JAN-15
"W1-MAIL","W1","201506","W1-MAIL-201506","W1","MAIL","677","","305","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-JAN-15
"W1-PARCL1","W1","201506","W1-PARCL1-201506","W1","PARCL1","","","MEM300","","","","","","","","02139",01-JAN-15
"W1-STREET","W1","201506","W1-STREET-201506","W1","STREET","677","","305","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-JAN-15
"W2-E911_1","W2","201506","W2-E911_1-201506","W2","E911_1","14137","","311","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-JAN-15
"W2-MAIL","W2","201506","W2-MAIL-201506","W2","MAIL","14137","","311","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-JAN-15
"W2-PARCL1","W2","201506","W2-PARCL1-201506","W2","PARCL1","","","MEM311","","","","","","","","02139",01-JAN-15
"W2-STREET","W2","201506","W2-STREET-201506","W2","STREET","14137","","311","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-JAN-15
"W4-E911_1","W4","201506","W4-E911_1-201506","W4","E911_1","675","","320","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-JAN-15
"W4-MAIL","W4","201506","W4-MAIL-201506","W4","MAIL","675","","320","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-JAN-15
"W4-PARCL1","W4","201506","W4-PARCL1-201506","W4","PARCL1","","","MEM319","","","","","","","","02139",01-JAN-15
"W4-PARCL2","W4","201506","W4-PARCL2-201506","W4","PARCL2","","","MEM318","","","","","","","","02139",01-JAN-15
"W4-PARCL3","W4","201506","W4-PARCL3-201506","W4","PARCL3","","","MEM317","","","","","","","","02139",01-JAN-15
"W4-PARCL4","W4","201506","W4-PARCL4-201506","W4","PARCL4","","","MEM315","","","","","","","","02139",01-JAN-15
"W4-STREET","W4","201506","W4-STREET-201506","W4","STREET","675","","320","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-JAN-15
"W5-E911_1","W5","201506","W5-E911_1-201506","W5","E911_1","673","","350","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-JAN-15
"W5-MAIL","W5","201506","W5-MAIL-201506","W5","MAIL","673","","350","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-JAN-15
"W5-PARCL1","W5","201506","W5-PARCL1-201506","W5","PARCL1","","","MEM341","","","","","","","","02139",01-JAN-15
"W5-STREET","W5","201506","W5-STREET-201506","W5","STREET","673","","350","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-JAN-15
"W7-E911_1","W7","201506","W7-E911_1-201506","W7","E911_1","7236","","362","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-JAN-15
"W7-MAIL","W7","201506","W7-MAIL-201506","W7","MAIL","7236","","362","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-JAN-15
"W7-PARCL1","W7","201506","W7-PARCL1-201506","W7","PARCL1","","","VAS106","","","","","","","","02139",01-JAN-15
"W7-STREET","W7","201506","W7-STREET-201506","W7","STREET","7236","","362","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-JAN-15
"W8-E911_1","W8","201506","W8-E911_1-201506","W8","E911_1","671","","409","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-JAN-15
"W8-MAIL","W8","201506","W8-MAIL-201506","W8","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"W8-PARCL1","W8","201506","W8-PARCL1-201506","W8","PARCL1","","","MEM409L","","","","","","","","02139",01-JAN-15
"W8-STREET","W8","201506","W8-STREET-201506","W8","STREET","671","","409","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-JAN-15
"W11-E911_1","W11","201506","W11-E911_1-201506","W11","E911_1","46","","40","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"W11-MAIL","W11","201506","W11-MAIL-201506","W11","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"W11-PARCL1","W11","201506","W11-PARCL1-201506","W11","PARCL1","","","MAS32","","","","","","","","02139",01-JAN-15
"W11-STREET","W11","201506","W11-STREET-201506","W11","STREET","46","","40","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"W13-E911_1","W13","201506","W13-E911_1-201506","W13","E911_1","678","","46","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"W13-E911_2","W13","201506","W13-E911_2-201506","W13","E911_2","674","","48","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"W13-E911_3","W13","201506","W13-E911_3-201506","W13","E911_3","14135","","50","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"W13-E911_4","W13","201506","W13-E911_4-201506","W13","E911_4","14136","","52","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
"W13-MAIL","W13","201506","W13-MAIL-201506","W13","MAIL","","","46-52","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-JAN-15
