"FCLT_ORGANIZATION_HIST_KEY","FISCAL_PERIOD","FCLT_ORGANIZATION_KEY","ORGANIZATION_ID","ORGANIZATION","ORGANIZATION_NAME","FCLT_ORG_PARENT_KEY","ORG_PARENT","FCLT_MAJOR_ORG_KEY","MAJOR_ORG","ORGANIZATION_LEVEL","ORGANIZATION_NUMBER","ORGANIZATION_SORT","ASSIGNABLE","COURSE","DESCRIPTION","WAREHOUSE_LOAD_DATE","DLC_KEY","DLC_NAME","HR_DEPARTMENT_CODE_OLD","HR_ORG_UNIT_ID","HR_DEPARTMENT_NAME"
"236-201505","201505","236","236","RESIDE","CAMPUS RESIDENCE","238","RLSLAD","129","CHNCLR","6","861000","0101030318","1","","",01-DEC-14,"D_HOUSING","Housing","861000","10000894","Housing"
"237-201505","201505","237","237","RLE","RES LAB OF ELEC","266","VP-RES","230","PROVST","5","267000","0101060234","1","","",01-DEC-14,"D_RLE","Research Lab Of Electronics","267000","10000578","Research Laboratory of Electronics"
"238-201505","201505","238","238","RLSLAD","RLSLP ADMIN","151","DSL","129","CHNCLR","5","441300","0101030315","1","","",01-DEC-14,"D_SLP","Student Life Programs","441300","10000730","Student Life Programs"
"240-201505","201505","240","240","ROTC-A","ROTC-AEROSPACE","152","DUE","129","CHNCLR","5","187100","0101030418","1","","",01-DEC-14,"D_ROTC","ROTC area","187100","10000556","Aerospace Studies"
"241-201505","201505","241","241","ROTC-M","ROTC-MILITARY SC","152","DUE","129","CHNCLR","5","187500","0101030421","1","","",01-DEC-14,"D_ROTC","ROTC area","187500","10000557","Military Science"
"242-201505","201505","242","242","ROTC-N","ROTC-NAVAL SC","152","DUE","129","CHNCLR","5","187800","0101030424","1","","",01-DEC-14,"D_ROTC","ROTC area","187800","10000558","Naval Science"
"243-201505","201505","243","243","S ENG","SCH OF ENGINEER","230","PROVST","230","PROVST","4","060000","0101060051","1","","",01-DEC-14,"D_DOE","Dean of Engineering","060000","10000284","School of Engineering"
"244-201505","201505","244","244","S H&SS","SCH OF HUM & S S","230","PROVST","230","PROVST","4","090000","0101060135","1","","",01-DEC-14,"D_DHSS","Dean of Humanities & Social Sciences","090000","10000357","School of Humanities, Arts, & Social Sci"
"245-201505","201505","245","245","S MGMT","SCH OF MANAGEMNT","230","PROVST","230","PROVST","4","000031","0101060156","1","","",01-DEC-14,"D_SLOAN","Sloan School of Management","","",""
"246-201505","201505","246","246","S SCI","SCH OF SCIENCE","230","PROVST","230","PROVST","4","150000","0101060162","1","","",01-DEC-14,"D_DEANSCI","Dean Of Science","150000","10000426","School of Science"
"247-201505","201505","247","247","SAP","SCH OF ARCH & PL","230","PROVST","230","PROVST","4","030000","0101060033","1","","",01-DEC-14,"D_DEANARCH","Dean of Architecture","030000","10000267","School of Architecture & Planning"
"248-201505","201505","248","248","SEAGRT","SEA GRANT","199","MECH","230","PROVST","6","266300","0101060123","1","","",01-DEC-14,"D_MECHE","Mechanical Engineering","266300","10000577","MIT Sea Grant College Program"
"249-201505","201505","249","249","SINGAP","SINGAPORE/MIT","243","S ENG","230","PROVST","5","068200","0101060132","1","","",01-DEC-14,"D_SMA","Singapore/MIT Alliance","068200","10000334","Singapore/MIT Alliance"
"250-201505","201505","250","250","SPEC L","SPECTROSCOPY LAB","246","S SCI","230","PROVST","5","159500","0101060198","1","","",01-DEC-14,"D_SPEC","Spectroscopy Laboratory","159500","10000543","Spectroscopy Laboratory"
"251-201505","201505","251","251","SSRCTR","SOCIOTECH SYS RSCH CTR","243","S ENG","230","PROVST","5","069400","0101060072","1","","MIT Socio-technical Systems Research Center",01-DEC-14,"D_SSRC","Sociotechnical Systems Research Center","069400","10000349","Sociotechnical Systems Research Center"
"252-201505","201505","252","252","SSSV","STUDENT SUPP SV","152","DUE","129","CHNCLR","5","441200","0101030426","1","","",01-DEC-14,"D_SSS","Student Support Services","441200","10000729","Student Support Services"
"253-201505","201505","253","253","ST&S","SCI TECH&SOCIETY","244","S H&SS","230","PROVST","5","097000","0101060153","1","STS","",01-DEC-14,"D_STS","Program In Science, Technology & Society","097000","10000370","Prog in Science, Technology, & Society"
"254-201505","201505","254","254","STUACT","STU ACTIVITIES","151","DSL","129","CHNCLR","5","441600","0101030330","1","","",01-DEC-14,"D_SLP","Student Life Programs","441600","10002535","Student Activities"
"255-201505","201505","255","255","STUFIN","STU FINANCE SVCS","152","DUE","129","CHNCLR","5","449000","0101030430","1","","",01-DEC-14,"D_SFS","Student Financial Services","449000","10000768","Student Financial Services"
"256-201505","201505","256","256","STUSVC","STU SERVICES CTR","152","DUE","129","CHNCLR","5","447000","0101030433","1","","",01-DEC-14,"D_SFS","Student Financial Services","","",""
"257-201505","201505","257","257","T&LL","TEACH & LRN LAB","152","DUE","129","CHNCLR","5","441700","0101030435","1","","",01-DEC-14,"D_TLL","Teaching and Learning Lab","441700","10000743","Teaching & Learning Laboratory"
"258-201505","201505","258","258","TCHREV","TECHNOLOGY REVIEW","271","ZORG","271","ZORG","4","876000","0101120010","1","","",01-DEC-14,"D_TECHREVIEW","Technology Review","876000","10000920","Technology Review"
"259-201505","201505","259","259","TERRAS","TERRASCOPE","152","DUE","129","CHNCLR","5","060085","0101030437","1","","",01-DEC-14,"D_ISP","Integrated Studies Program","060085","10000289","Terrascope"
"260-201505","201505","260","260","TPP","TECH & POLICY PRGM","243","S ENG","230","PROVST","5","069900","0101060133","1","","",01-DEC-14,"D_TPP","Technology & Policy Program","069900","10000356","Technology and Policy Program"
"261-201505","201505","261","261","UA&AP","UND ADV&ACAD PR","152","DUE","129","CHNCLR","5","444000","0101030439","1","","",01-DEC-14,"D_UAAP","Undergraduate Advising and Academic Programs","444000","10002634","Undergraduate Advising and Academic Prog"
"262-201505","201505","262","262","US&P","URBAN ST & PLAN","247","SAP","230","PROVST","5","035000","0101060048","1","11","",01-DEC-14,"D_DUSP","Urban Studies & Planning","035000","10000273","Urban Studies & Planning"
"263-201505","201505","263","263","VP-DEV","VP-RESOURCE DEV","163","EXECVP","163","EXECVP","4","410000","0101030675","1","","",01-DEC-14,"D_RESDEV","Vice President for Resource Development","410000","10000658","Vice Pres for Resource Development"
"264-201505","201505","264","264","VP-FIN","VP-FINANCE","163","EXECVP","163","EXECVP","4","422200","0101030657","1","","",01-DEC-14,"D_VPFINANCE","Vice President for Finance","","",""
"265-201505","201505","265","265","VP-HUM","VP-HUMAN RES","163","EXECVP","163","EXECVP","4","409100","0101030660","1","","",01-DEC-14,"D_HR","Human Resources Department","409100","10000655","Vice President for Human Resources"
"266-201505","201505","266","266","VP-RES","VP-RSCH","230","PROVST","230","PROVST","4","401860","0101060204","1","","",01-DEC-14,"D_VPRESOFF","Office of the Vice President of Research","401860","10000935","VP & Dean for Research"
"267-201505","201505","267","267","VP-SCP","VP &SCTY OF CORP","224","PRES","267","VP-SCP","4","402500","0101090003","1","","",01-DEC-14,"D_VP_SEC_CORP","VP and Secretary of the Corporation","402500","10000615","Secretary of the Corporation"
"268-201505","201505","268","268","W&G ST","WOMEN & GENDER STUDIES","244","S H&SS","230","PROVST","5","090010","0101060154","1","21","",01-DEC-14,"D_CMS","Comparative Media Studies/Writing","090010","10004384","MIT Program in Women's & Gender Studies"
"269-201505","201505","269","269","WALLAC","WALLACE ASTRO OB","266","VP-RES","230","PROVST","5","150200","0101060242","1","","",01-DEC-14,"D_WALLACE","Wallace Observatory","","",""
"271-201505","201505","271","271","ZORG","ZORG ICR ONLY","224","PRES","271","ZORG","3","","0101120000","1","","",01-DEC-14,"D_UNDEF","Undefined - no DLC","","",""
"272-201505","201505","272","272","OCR","OFFICE OF CORPORATE RELATIONS","109","APROV","230","PROVST","5","413000","0101060005","1","","Office Of Corporate Relations",01-DEC-14,"D_RESDEV","Vice President for Resource Development","413000","10000671","Corporate Relations/Indust Liaison Prog"
"223-201507","201507","223","223","POLSCI","POLITICAL SCI","244","S H&SS","230","PROVST","5","095500","0101060150","1","17","",01-FEB-15,"D_POLSCI","Political Science","095500","10000368","Political Science"
"224-201507","201507","224","224","PRES","PRESIDENT","105","ALL","224","PRES","2","","0101000000","1","","",01-FEB-15,"D_PRESIDENT","Office of President / Chairman","","",""
"225-201507","201507","225","225","PRESS","MIT PRESS","148","DIRLIB","230","PROVST","5","875000","0101060021","1","","",01-FEB-15,"D_PRESS","MIT Press","875000","10000919","MIT Press"
"226-201507","201507","226","226","PRHSE","PRESIDENTS HOUSE","163","EXECVP","163","EXECVP","4","497400","0101030645","1","","",01-FEB-15,"D_GRAY","Gray House","497400","10000803","Gray House"
"227-201507","201507","227","227","PROCUR","PROCUREMENT","264","VP-FIN","163","EXECVP","5","426000","0101030616","1","","",01-FEB-15,"D_PROCURE","Procurement Office","","",""
"228-201507","201507","228","228","PROPTY","PROPERTY OFFICE","264","VP-FIN","163","EXECVP","5","406800","0101030616","1","","",01-FEB-15,"D_PROPERTY","Property Office","406800","10000651","Property Office"
"229-201507","201507","229","229","PRORES","PROVOST RESERVE","216","OTHMIT","216","OTHMIT","4","010100","0101031203","1","","",01-FEB-15,"D_PROVOST","Provost's Office","","",""
"230-201507","201507","230","230","PROVST","PROVOST","224","PRES","230","PROVST","3","","0101060000","1","","",01-FEB-15,"D_PROVOST","Provost's Office","","",""
"231-201507","201507","231","231","PSFC","PLASMA SCI FSN CTR","266","VP-RES","230","PROVST","5","243000","0101060231","1","","",01-FEB-15,"D_PSFC","Plasma Sciences & Fusion Center","243000","10000569","Plasma Science and Fusion Center"
"232-201507","201507","232","232","PUBSVC","PUBLIC REL SVCS","267","VP-SCP","267","VP-SCP","4","490000","0101090006","1","","",01-FEB-15,"D_VP_SEC_CORP","VP and Secretary of the Corporation","490000","10000789","Office of the VP for Institute Affairs"
"233-201507","201507","233","233","REGIST","REGISTRAR","152","DUE","129","CHNCLR","5","446700","0101030417","1","","",01-FEB-15,"D_REG","Registrar","446700","10000760","Registrar's Office"
"234-201507","201507","234","234","RESDEV","RESOURCE DEVLMNT","263","VP-DEV","163","EXECVP","5","411000","0101030681","1","","",01-FEB-15,"D_RESDEV","Vice President for Resource Development","","",""
"235-201507","201507","235","235","RESDOF","RESIDENCE DOF","238","RLSLAD","129","CHNCLR","6","861400","0101030324","0","","",01-FEB-15,"D_DOF_RESIDENCE","Facilities Residences","","",""
"236-201507","201507","236","236","RESIDE","CAMPUS RESIDENCE","238","RLSLAD","129","CHNCLR","6","861000","0101030318","1","","",01-FEB-15,"D_HOUSING","Housing","861000","10000894","Housing"
"237-201507","201507","237","237","RLE","RES LAB OF ELEC","266","VP-RES","230","PROVST","5","267000","0101060234","1","","",01-FEB-15,"D_RLE","Research Lab Of Electronics","267000","10000578","Research Laboratory of Electronics"
"238-201507","201507","238","238","RLSLAD","RLSLP ADMIN","151","DSL","129","CHNCLR","5","441300","0101030315","1","","",01-FEB-15,"D_SLP","Student Life Programs","441300","10000730","Student Life Programs"
"240-201507","201507","240","240","ROTC-A","ROTC-AEROSPACE","152","DUE","129","CHNCLR","5","187100","0101030418","1","","",01-FEB-15,"D_ROTC","ROTC area","187100","10000556","Aerospace Studies"
"241-201507","201507","241","241","ROTC-M","ROTC-MILITARY SC","152","DUE","129","CHNCLR","5","187500","0101030421","1","","",01-FEB-15,"D_ROTC","ROTC area","187500","10000557","Military Science"
"242-201507","201507","242","242","ROTC-N","ROTC-NAVAL SC","152","DUE","129","CHNCLR","5","187800","0101030424","1","","",01-FEB-15,"D_ROTC","ROTC area","187800","10000558","Naval Science"
"243-201507","201507","243","243","S ENG","SCH OF ENGINEER","230","PROVST","230","PROVST","4","060000","0101060051","1","","",01-FEB-15,"D_DOE","Dean of Engineering","060000","10000284","School of Engineering"
"244-201507","201507","244","244","S H&SS","SCH OF HUM & S S","230","PROVST","230","PROVST","4","090000","0101060135","1","","",01-FEB-15,"D_DHSS","Dean of Humanities & Social Sciences","090000","10000357","School of Humanities, Arts, & Social Sci"
"245-201507","201507","245","245","S MGMT","SCH OF MANAGEMNT","230","PROVST","230","PROVST","4","000031","0101060156","1","","",01-FEB-15,"D_SLOAN","Sloan School of Management","","",""
"246-201507","201507","246","246","S SCI","SCH OF SCIENCE","230","PROVST","230","PROVST","4","150000","0101060162","1","","",01-FEB-15,"D_DEANSCI","Dean Of Science","150000","10000426","School of Science"
"247-201507","201507","247","247","SAP","SCH OF ARCH & PL","230","PROVST","230","PROVST","4","030000","0101060033","1","","",01-FEB-15,"D_DEANARCH","Dean of Architecture","030000","10000267","School of Architecture & Planning"
"248-201507","201507","248","248","SEAGRT","SEA GRANT","199","MECH","230","PROVST","6","266300","0101060123","1","","",01-FEB-15,"D_MECHE","Mechanical Engineering","266300","10000577","MIT Sea Grant College Program"
"249-201507","201507","249","249","SINGAP","SINGAPORE/MIT","243","S ENG","230","PROVST","5","068200","0101060132","1","","",01-FEB-15,"D_SMA","Singapore/MIT Alliance","068200","10000334","Singapore/MIT Alliance"
"250-201507","201507","250","250","SPEC L","SPECTROSCOPY LAB","246","S SCI","230","PROVST","5","159500","0101060198","1","","",01-FEB-15,"D_SPEC","Spectroscopy Laboratory","159500","10000543","Spectroscopy Laboratory"
"251-201507","201507","251","251","SSRCTR","SOCIOTECH SYS RSCH CTR","243","S ENG","230","PROVST","5","069400","0101060072","1","","MIT Socio-technical Systems Research Center",01-FEB-15,"D_SSRC","Sociotechnical Systems Research Center","069400","10000349","Sociotechnical Systems Research Center"
"252-201507","201507","252","252","SSSV","STUDENT SUPP SV","152","DUE","129","CHNCLR","5","441200","0101030426","1","","",01-FEB-15,"D_SSS","Student Support Services","441200","10000729","Student Support Services"
"253-201507","201507","253","253","ST&S","SCI TECH&SOCIETY","244","S H&SS","230","PROVST","5","097000","0101060153","1","STS","",01-FEB-15,"D_STS","Program In Science, Technology & Society","097000","10000370","Prog in Science, Technology, & Society"
"254-201507","201507","254","254","STUACT","STU ACTIVITIES","151","DSL","129","CHNCLR","5","441600","0101030330","1","","",01-FEB-15,"D_SLP","Student Life Programs","441600","10002535","Student Activities"
"255-201507","201507","255","255","STUFIN","STU FINANCE SVCS","152","DUE","129","CHNCLR","5","449000","0101030430","1","","",01-FEB-15,"D_SFS","Student Financial Services","449000","10000768","Student Financial Services"
"256-201507","201507","256","256","STUSVC","STU SERVICES CTR","152","DUE","129","CHNCLR","5","447000","0101030433","1","","",01-FEB-15,"D_SFS","Student Financial Services","","",""
"257-201507","201507","257","257","T&LL","TEACH & LRN LAB","152","DUE","129","CHNCLR","5","441700","0101030435","1","","",01-FEB-15,"D_TLL","Teaching and Learning Lab","441700","10000743","Teaching & Learning Laboratory"
"258-201507","201507","258","258","TCHREV","TECHNOLOGY REVIEW","271","ZORG","271","ZORG","4","876000","0101120010","1","","",01-FEB-15,"D_TECHREVIEW","Technology Review","876000","10000920","Technology Review"
"259-201507","201507","259","259","TERRAS","TERRASCOPE","152","DUE","129","CHNCLR","5","060085","0101030437","1","","",01-FEB-15,"D_ISP","Integrated Studies Program","060085","10000289","Terrascope"
"260-201507","201507","260","260","TPP","TECH & POLICY PRGM","243","S ENG","230","PROVST","5","069900","0101060133","1","","",01-FEB-15,"D_TPP","Technology & Policy Program","069900","10000356","Technology and Policy Program"
"261-201507","201507","261","261","UA&AP","UND ADV&ACAD PR","152","DUE","129","CHNCLR","5","444000","0101030439","1","","",01-FEB-15,"D_UAAP","Undergraduate Advising and Academic Programs","444000","10002634","Undergraduate Advising and Academic Prog"
"262-201507","201507","262","262","US&P","URBAN ST & PLAN","247","SAP","230","PROVST","5","035000","0101060048","1","11","",01-FEB-15,"D_DUSP","Urban Studies & Planning","035000","10000273","Urban Studies & Planning"
"263-201507","201507","263","263","VP-DEV","VP-RESOURCE DEV","163","EXECVP","163","EXECVP","4","410000","0101030675","1","","",01-FEB-15,"D_RESDEV","Vice President for Resource Development","410000","10000658","Vice Pres for Resource Development"
"264-201507","201507","264","264","VP-FIN","VP-FINANCE","163","EXECVP","163","EXECVP","4","422200","0101030657","1","","",01-FEB-15,"D_VPFINANCE","Vice President for Finance","","",""
"265-201507","201507","265","265","VP-HUM","VP-HUMAN RES","163","EXECVP","163","EXECVP","4","409100","0101030660","1","","",01-FEB-15,"D_HR","Human Resources Department","409100","10000655","Vice President for Human Resources"
