"DEGREE_CODE","DEGREE_DESC","DEGREE_DESC_SHORT","DEGREE_TYPE","DEGREE_TYPE_DESC","DEGREE_WEIGHT","FROM_TERM","THRU_TERM","DEPARTMENT","DEPT_NAME_IN_COMMENCEMENT_BK","SCHOOL_NAME_IN_COMMENCEMENT_BK","COURSE","COURSE_LEVEL","IS_DOUBLE_MAJOR","COMMENCEMENT_BK_COURSE_ROMAN","COMMENCEMENT_BK_SEE_ALSO","DEGREE_LAST_ACTIVITY_DATE","COURSE_LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE"
"PHDW","Doctor of Philosophy Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Doctor of Philosophy Jointly by MIT-WHOI","PHD","Doctor of Philosophy",8,"000000","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 W","G","N","W.H.O.I.","Ph.D., W.H.O.I.",27-APR-94,28-JUN-94,28-OCT-24
"PHDW","Doctor of Philosophy Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Doctor of Philosophy Jointly by MIT-WHOI","PHD","Doctor of Philosophy",8,"000000","999999","6","Department of Electrical Engineering and Computer Science","School of Engineering","6 W","G","N","W.H.O.I.","Ph.D., W.H.O.I.",27-APR-94,28-JUN-94,28-OCT-24
"PHDW","Doctor of Philosophy Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Doctor of Philosophy Jointly by MIT-WHOI","PHD","Doctor of Philosophy",8,"000000","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1 W","G","N","W.H.O.I.","Ph.D., W.H.O.I.",27-APR-94,28-JUN-94,28-OCT-24
"PHDW","Doctor of Philosophy Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Doctor of Philosophy Jointly by MIT-WHOI","PHD","Doctor of Philosophy",8,"000000","999999","13","Department of Ocean Engineering","School of Engineering","13 W","G","N","W.H.O.I.","Ph.D., W.H.O.I.",27-APR-94,28-JUN-94,28-OCT-24
"PHDW","Doctor of Philosophy Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Doctor of Philosophy Jointly by MIT-WHOI","PHD","Doctor of Philosophy",8,"000000","999999","7","Department of Biology","School of Science","7 W","G","N","W.H.O.I.","Ph.D., W.H.O.I.",27-APR-94,28-JUN-94,28-OCT-24
"PHDW","Doctor of Philosophy Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Doctor of Philosophy Jointly by MIT-WHOI","PHD","Doctor of Philosophy",8,"000000","999999","2","Department of Mechanical Engineering","School of Engineering","2 W","G","N","W.H.O.I.","Ph.D., W.H.O.I.",27-APR-94,28-JUN-94,28-OCT-24
"PHDW","Doctor of Philosophy Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Doctor of Philosophy Jointly by MIT-WHOI","PHD","Doctor of Philosophy",8,"000000","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 EWD","G","N","W.H.O.I.","Ph.D., W.H.O.I.",27-APR-94,25-FEB-03,28-OCT-24
"PHDW","Doctor of Philosophy Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Doctor of Philosophy Jointly by MIT-WHOI","PHD","Doctor of Philosophy",8,"000000","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 BWD","G","N","W.H.O.I.","Ph.D., W.H.O.I.",27-APR-94,25-FEB-03,28-OCT-24
"PHDW","Doctor of Philosophy Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Doctor of Philosophy Jointly by MIT-WHOI","PHD","Doctor of Philosophy",8,"000000","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 GWD","G","N","W.H.O.I.","Ph.D., W.H.O.I.",27-APR-94,25-FEB-03,28-OCT-24
"PHDW","Doctor of Philosophy Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Doctor of Philosophy Jointly by MIT-WHOI","PHD","Doctor of Philosophy",8,"000000","999999","13","Department of Ocean Engineering","School of Engineering","13 WD","G","N","W.H.O.I.","Ph.D., W.H.O.I.",27-APR-94,23-NOV-93,28-OCT-24
"PHDW","Doctor of Philosophy Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Doctor of Philosophy Jointly by MIT-WHOI","PHD","Doctor of Philosophy",8,"000000","999999","7","Department of Biology","School of Science","7 WD","G","N","W.H.O.I.","Ph.D., W.H.O.I.",27-APR-94,23-NOV-93,28-OCT-24
"PHDW","Doctor of Philosophy Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Doctor of Philosophy Jointly by MIT-WHOI","PHD","Doctor of Philosophy",8,"000000","999999","2","Department of Mechanical Engineering","School of Engineering","2 WD","G","N","W.H.O.I.","Ph.D., W.H.O.I.",27-APR-94,23-NOV-93,28-OCT-24
"PHDW","Doctor of Philosophy Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Doctor of Philosophy Jointly by MIT-WHOI","PHD","Doctor of Philosophy",8,"000000","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1 WD","G","N","W.H.O.I.","Ph.D., W.H.O.I.",27-APR-94,23-NOV-93,28-OCT-24
"PHDW","Doctor of Philosophy Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Doctor of Philosophy Jointly by MIT-WHOI","PHD","Doctor of Philosophy",8,"000000","999999","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 WD","G","N","W.H.O.I.","Ph.D., W.H.O.I.",27-APR-94,07-DEC-93,28-OCT-24
"PHDW","Doctor of Philosophy Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Doctor of Philosophy Jointly by MIT-WHOI","PHD","Doctor of Philosophy",8,"000000","999999","6","Department of Electrical Engineering and Computer Science","School of Engineering","6 WD","G","N","W.H.O.I.","Ph.D., W.H.O.I.",27-APR-94,07-DEC-93,28-OCT-24
"PHDW","Doctor of Philosophy Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Doctor of Philosophy Jointly by MIT-WHOI","PHD","Doctor of Philosophy",8,"000000","999999","19","Department of Meteorology","School of Science","19 W","G","N","Course XIX","Ph.D., Course XIX",27-APR-94,28-JUN-94,28-OCT-24
"EN2N","Naval Engineer","Naval Engineer","ENG","Engineer Degree",6,"2006FA","999999","2","Department of Mechanical Engineering","School of Engineering","2 MN","G","N","Course II","Naval E., Course II",16-JUN-06,01-SEP-05,28-OCT-24
"EN6W","Engineer in Electrical and Oceanographic Engineering Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Engineer in Electrical and Oceano Eng Jointly by MIT-WHOI","ENG","Engineer Degree",6,"2005FA","999999","6","Department of Electrical Engineering and Computer Science","School of Engineering","6 W","G","N","Course VI","E.E., W.H.O.I.",29-MAR-11,28-JUN-94,28-OCT-24
"EN6W","Engineer in Electrical and Oceanographic Engineering Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Engineer in Electrical and Oceano Eng Jointly by MIT-WHOI","ENG","Engineer Degree",6,"2005FA","999999","6","Department of Electrical Engineering and Computer Science","School of Engineering","6 WM","G","N","Course VI","E.E., W.H.O.I.",29-MAR-11,23-NOV-93,28-OCT-24
"EN2W","Engineer in Mechanical and Ocean Engineering Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Engineer in Mechanical and Ocean Engineering Jointly by MIT-WHOI","ENG","Engineer Degree",6,"2005FA","999999","2","Department of Mechanical Engineering","School of Engineering","2 W","G","N","Course II","Mech. E., W.H.O.I.",15-MAR-10,28-JUN-94,28-OCT-24
"EN2W","Engineer in Mechanical and Ocean Engineering Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Engineer in Mechanical and Ocean Engineering Jointly by MIT-WHOI","ENG","Engineer Degree",6,"2005FA","999999","2","Department of Mechanical Engineering","School of Engineering","2 WM","G","N","Course II","Mech. E., W.H.O.I.",15-MAR-10,23-NOV-93,28-OCT-24
"EN1W","Engineer in Civil and Environmental and Ocean Engineering Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Engineer in Civi and Environ and Ocean Eng Jointly by MIT-WHOI","ENG","Engineer Degree",6,"2005FA","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1 W","G","N","Course I","Civil E., W.H.O.I.",12-NOV-04,28-JUN-94,28-OCT-24
"EN1W","Engineer in Civil and Environmental and Ocean Engineering Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Engineer in Civi and Environ and Ocean Eng Jointly by MIT-WHOI","ENG","Engineer Degree",6,"2005FA","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1 WM","G","N","Course I","Civil E., W.H.O.I.",12-NOV-04,23-NOV-93,28-OCT-24
"EN13","Ocean Engineer","Ocean Engineer","ENG","Engineer Degree",6,"000000","999999","13","Department of Ocean Engineering","School of Engineering","13","G","N","Course XIII","Ocean E., Course XIII",22-NOV-93,28-JUN-94,28-OCT-24
"EN13","Ocean Engineer","Ocean Engineer","ENG","Engineer Degree",6,"000000","999999","13","Department of Ocean Engineering","School of Engineering","13 A","G","N","Course XIII","Ocean E., Course XIII",22-NOV-93,28-JUN-94,28-OCT-24
"EN13","Ocean Engineer","Ocean Engineer","ENG","Engineer Degree",6,"000000","999999","13","Department of Ocean Engineering","School of Engineering","13 M","G","N","Course XIII","Ocean E., Course XIII",22-NOV-93,23-NOV-93,28-OCT-24
"EN63W","Engineer in Electrical and Oceanographic Engineering Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Engineer in Electrical and Oceano Engineering Jointly by MIT-WHOI","ENG","Engineer Degree",6,"1994FA","2011FA","6","Department of Electrical Engineering and Computer Science","School of Engineering","6 W","G","N","Course VI","Eng., Course VI",29-MAR-11,28-JUN-94,28-OCT-24
"EN63W","Engineer in Electrical and Oceanographic Engineering Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Engineer in Electrical and Oceano Engineering Jointly by MIT-WHOI","ENG","Engineer Degree",6,"1994FA","2011FA","6","Department of Electrical Engineering and Computer Science","School of Engineering","6 WM","G","N","Course VI","Eng., Course VI",29-MAR-11,28-JUN-94,28-OCT-24
"EN13NA","Naval Architect","Naval Architect","ENG","Engineer Degree",6,"000000","1976SP","13","Department of Ocean Engineering","School of Engineering","13","G","N","Course XIII","Eng., Course XIII",22-APR-94,28-JUN-94,28-OCT-24
"EN13MM","Marine Mechanical Engineer","Marine Mechanical Engineer","ENG","Engineer Degree",6,"1969FA","1972SU","13","Department of Ocean Engineering","School of Engineering","13","G","N","Course XIII","Eng., Course XIII",26-OCT-94,28-JUN-94,28-OCT-24
"ENSE","Sanitary Engineer","Sanitary Engineer","ENG","Engineer Degree",6,"000000","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1","G","N","Course I","Eng., Course I",22-APR-94,28-JUN-94,28-OCT-24
"ENSE","Sanitary Engineer","Sanitary Engineer","ENG","Engineer Degree",6,"000000","999999","11","Department of Urban Studies and Planning","School of Architecture and Planning","11","G","N","Course XI","Eng., Course XI",22-APR-94,28-JUN-94,28-OCT-24
"EN1BE","Building Engineer","Building Engineer","ENG","Engineer Degree",6,"000000","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1","G","N","Course I","Eng., Course I",22-APR-94,28-JUN-94,28-OCT-24
"EN6W","Electrical Engineer Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Electrical Engineer Jointly by MIT-WHOI","ENG","Engineer Degree",6,"000000","2004SU","6","Department of Electrical Engineering and Computer Science","School of Engineering","6 W","G","N","Course VI","E.E., W.H.O.I.",12-NOV-04,28-JUN-94,28-OCT-24
"EN6W","Electrical Engineer Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Electrical Engineer Jointly by MIT-WHOI","ENG","Engineer Degree",6,"000000","2004SU","6","Department of Electrical Engineering and Computer Science","School of Engineering","6 WM","G","N","Course VI","E.E., W.H.O.I.",12-NOV-04,23-NOV-93,28-OCT-24
"EN3","Metallurgical Engineer","Metallurgical Engineer","ENG","Engineer Degree",6,"000000","2011SP","3","Department of Materials Science and Engineering","School of Engineering","3","G","N","Course III","Met. E., Course III",11-JUL-11,28-JUN-94,28-OCT-24
"EN3","Metallurgical Engineer","Metallurgical Engineer","ENG","Engineer Degree",6,"000000","2011SP","3","Department of Materials Science and Engineering","School of Engineering","3 M","G","N","Course III","Met. E., Course III",11-JUL-11,23-NOV-93,28-OCT-24
"EN1W","Civil Engineer Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Civil Engineer Jointly by MIT-WHOI","ENG","Engineer Degree",6,"000000","2004SU","1","Department of Civil and Environmental Engineering","School of Engineering","1 W","G","N","Course I","Civil E., W.H.O.I.",12-NOV-04,28-JUN-94,28-OCT-24
"EN1W","Civil Engineer Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Civil Engineer Jointly by MIT-WHOI","ENG","Engineer Degree",6,"000000","2004SU","1","Department of Civil and Environmental Engineering","School of Engineering","1 WM","G","N","Course I","Civil E., W.H.O.I.",12-NOV-04,23-NOV-93,28-OCT-24
"EN","Engineer (course unknown)","Engineer (course unknown)","ENG","Engineer Degree",6,"000000","999999","NONE","","","NONE PROJ","G","N","Course FIRST YEAR","Eng., Course FIRST YEAR",22-APR-94,28-JUN-94,28-OCT-24
"EN10","Chemical Engineer","Chemical Engineer","ENG","Engineer Degree",6,"000000","1998SU","10","Department of Chemical Engineering","School of Engineering","10","G","N","Course X","Chem. E., Course X",07-JUL-99,28-JUN-94,28-OCT-24
"EN10","Chemical Engineer","Chemical Engineer","ENG","Engineer Degree",6,"000000","1998SU","10","Department of Chemical Engineering","School of Engineering","10 M","G","N","Course X","Chem. E., Course X",07-JUL-99,23-NOV-93,28-OCT-24
"EN6","Electrical Engineer","Electrical Engineer","ENG","Engineer Degree",6,"000000","999999","6","Department of Electrical Engineering and Computer Science","School of Engineering","6","G","N","Course VI","E.E., Course VI",22-NOV-93,28-JUN-94,28-OCT-24
"EN6","Electrical Engineer","Electrical Engineer","ENG","Engineer Degree",6,"000000","999999","6","Department of Electrical Engineering and Computer Science","School of Engineering","6 M","G","N","Course VI","E.E., Course VI",22-NOV-93,23-NOV-93,28-OCT-24
"EN6","Electrical Engineer","Electrical Engineer","ENG","Engineer Degree",6,"000000","999999","6","Department of Electrical Engineering and Computer Science","School of Engineering","6 A","G","N","Course VI","E.E., Course VI",22-NOV-93,05-NOV-94,28-OCT-24
"EN6","Electrical Engineer","Electrical Engineer","ENG","Engineer Degree",6,"000000","999999","6","Department of Electrical Engineering and Computer Science","School of Engineering","6 D","G","N","Course VI","E.E., Course VI",22-NOV-93,03-NOV-94,28-OCT-24
"EN2W","Mechanical Engineer Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Mechanical Engineer Jointly by MIT-WHOI","ENG","Engineer Degree",6,"000000","2004SU","2","Department of Mechanical Engineering","School of Engineering","2 W","G","N","Course II","Mech. E., W.H.O.I.",12-NOV-04,28-JUN-94,28-OCT-24
"EN2W","Mechanical Engineer Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Mechanical Engineer Jointly by MIT-WHOI","ENG","Engineer Degree",6,"000000","2004SU","2","Department of Mechanical Engineering","School of Engineering","2 WM","G","N","Course II","Mech. E., W.H.O.I.",12-NOV-04,23-NOV-93,28-OCT-24
"EN2","Mechanical Engineer","Mechanical Engineer","ENG","Engineer Degree",6,"000000","999999","2","Department of Mechanical Engineering","School of Engineering","2 D","G","N","Course II","Mech. E., Course II",22-NOV-93,03-MAY-05,28-OCT-24
"EN2","Mechanical Engineer","Mechanical Engineer","ENG","Engineer Degree",6,"000000","999999","2","Department of Mechanical Engineering","School of Engineering","2","G","N","Course II","Mech. E., Course II",22-NOV-93,28-JUN-94,28-OCT-24
"EN2","Mechanical Engineer","Mechanical Engineer","ENG","Engineer Degree",6,"000000","999999","2","Department of Mechanical Engineering","School of Engineering","2 M","G","N","Course II","Mech. E., Course II",22-NOV-93,23-NOV-93,28-OCT-24
"EN1","Civil Engineer","Civil Engineer","ENG","Engineer Degree",6,"000000","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1","G","N","Course I","Civil E., Course I",22-APR-94,28-JUN-94,28-OCT-24
"EN1","Civil Engineer","Civil Engineer","ENG","Engineer Degree",6,"000000","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1 M","G","N","Course I","Civil E., Course I",22-APR-94,23-APR-94,28-OCT-24
"ENMAT","Materials Engineer","Materials Engineer","ENG","Engineer Degree",6,"000000","999999","3","Department of Materials Science and Engineering","School of Engineering","3","G","N","Course III","Mat. Eng., Course III",22-NOV-93,28-JUN-94,28-OCT-24
"ENMAT","Materials Engineer","Materials Engineer","ENG","Engineer Degree",6,"000000","999999","3","Department of Materials Science and Engineering","School of Engineering","3 M","G","N","Course III","Mat. Eng., Course III",22-NOV-93,23-NOV-93,28-OCT-24
"ENENV","Environmental Engineer","Environmental Engineer","ENG","Engineer Degree",6,"000000","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1","G","N","Course I","Env. Eng., Course I",22-NOV-93,28-JUN-94,28-OCT-24
