"ACADEMIC_YEAR","SUBJECT_ID","SUBJECT_CODE","SUBJECT_NUMBER","SOURCE_SUBJECT_ID","PRINT_SUBJECT_ID","IS_PRINTED_IN_BULLETIN","DEPARTMENT_CODE","DEPARTMENT_NAME","EFFECTIVE_TERM_CODE","SUBJECT_SHORT_TITLE","SUBJECT_TITLE","IS_VARIABLE_UNITS","LECTURE_UNITS","LAB_UNITS","PREPARATION_UNITS","TOTAL_UNITS","DESIGN_UNITS","GRADE_TYPE","GRADE_TYPE_DESC","GRADE_RULE","GRADE_RULE_DESC","HGN_CODE","HGN_DESC","HGN_EXCEPT","GIR_ATTRIBUTE","GIR_ATTRIBUTE_DESC","COMM_REQ_ATTRIBUTE","COMM_REQ_ATTRIBUTE_DESC","TUITION_ATTRIBUTE","TUITION_ATTRIBUTE_DESC","WRITE_REQ_ATTRIBUTE","WRITE_REQ_ATTRIBUTE_DESC","SUPERVISOR_ATTRIBUTE","SUPERVISOR_ATTRIBUTE_DESC","PREREQUISITES","SUBJECT_DESCRIPTION","JOINT_SUBJECTS","SCHOOL_WIDE_ELECTIVES","MEETS_WITH_SUBJECTS","EQUIVALENT_SUBJECTS","IS_OFFERED_THIS_YEAR","IS_OFFERED_FALL_TERM","IS_OFFERED_IAP","IS_OFFERED_SPRING_TERM","IS_OFFERED_SUMMER_TERM","FALL_INSTRUCTORS","SPRING_INSTRUCTORS","STATUS_CHANGE","LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE","MASTER_SUBJECT_ID","HASS_ATTRIBUTE","HASS_ATTRIBUTE_DESC","TERM_DURATION","GLOBAL_REGIONS","GLOBAL_COUNTRIES","ON_LINE_PAGE_NUMBER"
"2002","13.698","13","698","13.698","13.698","N","13","Ocean Engineering","1994FA","Spec Probs: Ocean Engineering","Special Problems in Ocean Engineering","Y",0,0,0,0,0,"P","P/D/F","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",25-JAN-05,28-OCT-24,"","","","","","",""
"2002","13.699","13","699","13.699","13.699","N","13","Ocean Engineering","1994FA","Spec Probs: Ocean Engineering","Special Problems in Ocean Engineering","Y",0,0,0,0,0,"P","P/D/F","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",25-JAN-05,28-OCT-24,"","","","","","",""
"2002","13.690","13","690","13.690","13.690699","Y","13","Ocean Engineering","1994FA","Spec Probs: Ocean Engineering","Special Problems in Ocean Engineering","Y",0,0,0,0,0,"P","P/D/F","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",25-JAN-05,28-OCT-24,"","","","","","",""
"2002","13.691","13","691","13.691","13.691","N","13","Ocean Engineering","1994FA","Spec Probs: Ocean Engineering","Special Problems in Ocean Engineering","Y",0,0,0,0,0,"P","P/D/F","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",25-JAN-05,28-OCT-24,"","","","","","",""
"2002","13.692","13","692","13.692","13.692","N","13","Ocean Engineering","1994FA","Spec Probs: Ocean Engineering","Special Problems in Ocean Engineering","Y",0,0,0,0,0,"P","P/D/F","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",25-JAN-05,28-OCT-24,"","","","","","",""
"2002","10.910","10","910","10.910","10.910","Y","10","Chemical Engineering","1995FA","Independent Research Problem","Independent Research Problem","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",16-JUN-95,28-OCT-24,"","","","","","",""
"2002","9.97","9","97","9.97","9.97","N","9","Brain and Cognitive Sciences","1993FA","Independent Activities","Independent Activities","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",27-JUL-92,28-OCT-24,"","","","","","",""
"2002","9.98","9","98","9.98","9.98","N","9","Brain and Cognitive Sciences","1993FA","Independent Activities","Independent Activities","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",03-DEC-99,28-OCT-24,"","","","","","",""
"2002","9.914","9","914","9.914","9.914","N","9","Brain and Cognitive Sciences","1989FA","Spec Top: Brain & Cog Sci","Spec Top: Brain & Cog Sci","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","H","High Graduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",27-OCT-04,28-OCT-24,"","","","","","",""
"2002","10.NIV","10","NIV","10.NIV","10.NIV","N","10","Chemical Engineering","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",19-FEB-99,28-OCT-24,"","","","","","",""
"2002","8.NIV","8","NIV","8.NIV","8.NIV","N","8","Physics","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",19-FEB-99,28-OCT-24,"","","","","","",""
"2002","15.954","15","954","15.954","15.954","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",16-JUN-95,28-OCT-24,"","","","","","",""
"2002","15.955","15","955","15.955","15.955","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",16-JUN-95,28-OCT-24,"","","","","","",""
"2002","15.956","15","956","15.956","15.956","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",16-JUN-95,28-OCT-24,"","","","","","",""
"2002","15.957","15","957","15.957","15.957","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",16-JUN-95,28-OCT-24,"","","","","","",""
"2002","21A.THT","21A","THT","21A.THT","21A.ThT","N","21A","Anthropology","1996FA","Anthropology Pre-Thesis Tutor","Anthropology Pre-Thesis Tutor","N",1,0,5,6,0,"L","Letter graded","J","Continuing and Repeatable","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",24-JUL-02,28-OCT-24,"","","","","","",""
"2002","SP.798","SP","798","SP.798","SP.798","N","EDG","Edgerton Center","1995FA","Scientific Photography","Scientific Photography","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",31-JUL-03,28-OCT-24,"","","","","","",""
"2002","SP.799","SP","799","SP.799","SP.799","N","EDG","Edgerton Center","1995FA","People Power","People Power","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",21-JUN-95,28-OCT-24,"","","","","","",""
"2002","SP.715","SP","715","SP.715","SP.710SP.715","Y","EDG","Edgerton Center","2001FA","Special Topics at Edgerton Ctr","Special Topics at the Edgerton Center","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",21-APR-00,28-OCT-24,"","","","","","",""
"2002","21W.NIV","21W","NIV","21W.NIV","21W.NIV","N","21W","Writing & Humanistic Studies","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",19-FEB-99,28-OCT-24,"","","","","","",""
"2002","21W.798","21W","798","21W.798","21W.798","N","21W","Writing & Humanistic Studies","1994FA","Special Topics: Writing","Special Topics in Writing","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",19-JUN-95,28-OCT-24,"","","","","","",""
"2002","21M.546","21M","546","21M.546","21M.545, 21M.546","Y","21M","Music","1994FA","Research in Music","Research in Music","Y",0,0,0,0,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",13-MAR-96,28-OCT-24,"","","","","","",""
"2003","1.991","1","991","1.991","1.991","N","1","Civil and Environmental Eng","1989FA","Spec Stud: Civil & Environ Eng","Spec Stud: Civil & Environ Eng","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",24-APR-03,28-OCT-24,"","","","","","",""
"2002","SP.2H2","SP","2H2","SP.2H2","SP.2H2","N","ESG","Experimental Study Group","1996FA","ESG-HASS Distribution","ESG-HASS Distribution","N",3,0,9,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",18-JUL-95,28-OCT-24,"","","","","","",""
"2002","SP.759","SP","759","SP.759","SP.759","N","EDG","Edgerton Center","1995FA","Lego Robotics","Lego Robotics","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",21-JUN-95,28-OCT-24,"","","","","","",""
"2002","BEH.NIV","BEH","NIV","BEH.NIV","BEH.NIV","N","BEH","Bioengineering & Envir. Health","2001FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",03-DEC-02,28-OCT-24,"","","","","","",""
"2002","SP.758","SP","758","SP.758","SP.758","N","EDG","Edgerton Center","1995FA","Real-World Electronics","Real-World Electronics","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",21-JUN-95,28-OCT-24,"","","","","","",""
"2002","SP.754","SP","754","SP.754","SP.754","N","EDG","Edgerton Center","1997FA","Research Information Retrieval","Research Information Retrieval","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",23-MAY-96,28-OCT-24,"","","","","","",""
"2002","SP.756","SP","756","SP.756","SP.756","N","EDG","Edgerton Center","1995FA","Optoelectronic Device","Optoelectronic Device","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",31-JUL-03,28-OCT-24,"","","","","","",""
"2002","21A.NIV","21A","NIV","21A.NIV","21A.NIV","N","21A","Anthropology","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","","N","N","N","N","","","",19-FEB-99,28-OCT-24,"","","","","","",""
"2007","24.NIV","24","NIV","24.NIV","24.NIV","N","24","Linguistics and Philosophy","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","AS.101","AS","101","AS.101","AS.101","Y","AS","Aerospace Studies (ROTC)","2005FA","The Foundns of US Air Force","The Foundations of the United States Air Force","N",1,0,1,2,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","J. Nelson","J. Nelson","",05-OCT-05,28-OCT-24,"","","","","","",""
"2003","6.915","6","915","6.915","6.915","N","6","Electrical Eng & Computer Sci","1989FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","6.916","6","916","6.916","6.916","N","6","Electrical Eng & Computer Sci","1989FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","6.917","6","917","6.917","6.917","N","6","Electrical Eng & Computer Sci","1997FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","6.918","6","918","6.918","6.918","N","6","Electrical Eng & Computer Sci","1989FA","Spec Adv Subj: EE & CS","Special Advanced Undergraduate Subjects in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","6.911","6","911","6.911","6.911","N","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","6.912","6","912","6.912","6.912","N","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","6.913","6","913","6.913","6.913","N","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","6.914","6","914","6.914","6.9106.914","Y","6","Electrical Eng & Computer Sci","1989FA","Spec Studies: EE & CS","Special Studies in Electrical Engineering and Computer Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","L. A. Gould","L. A. Gould","",20-APR-06,28-OCT-24,"","","","","","",""
"2003","6.195","6","195","6.195","6.195","N","6","Electrical Eng & Computer Sci","2000FA","Spec Lab Subj: EE & CS","Spec Lab Subj: EE & CS","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","6.196","6","196","6.196","6.196","N","6","Electrical Eng & Computer Sci","2000FA","Spec Lab Subj: EE & CS","Spec Lab Subj: EE & CS","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","6.197","6","197","6.197","6.1956.197","N","6","Electrical Eng & Computer Sci","2000FA","Spec Lab Subj: EE & CS","Spec Lab Subj: EE & CS","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","","","",03-APR-02,28-OCT-24,"","","","","","",""
"2003","5.NIV","5","NIV","5.NIV","5.NIV","N","5","Chemistry","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","15.954","15","954","15.954","15.954","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","15.955","15","955","15.955","15.955","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","15.956","15","956","15.956","15.956","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","15.957","15","957","15.957","15.957","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","15.958","15","958","15.958","15.958","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","15.950","15","950","15.950","15.950","Y","15","Management","2000FA","Spec Studies in Management","Special Studies in Management","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","J. A. Meldman","J. A. Meldman","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","15.952","15","952","15.952","15.952","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","15.953","15","953","15.953","15.953","N","15","Management","1989FA","Spec Studies in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2003","14.NIV","14","NIV","14.NIV","14.NIV","N","14","Economics","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",02-SEP-01,28-OCT-24,"","","","","","",""
