"LIBRARY_RESERVE_CATALOG_KEY","CATALOG_TITLE","CATALOG_AUTHOR_NAME","CATALOG_YEAR","CATALOG_PUBLISHER","CATALOG_CALL_NUMBER","CATALOG_ISBN","CATALOG_SYSTEM_NUMBER","CATALOG_RECORD_CREATE_DATE","CATALOG_RECORD_UPDATE_DATE","RECORD_COUNTER","WAREHOUSE_LOAD_DATE"
"000001181","Software engineering : a practitioner's approach / Roger S. Pressman.","Pressman, Roger S.","2000","Boston, Mass. : McGraw Hill, c2001 [i.e. 2000]","QA76.6.P73 2000","0073655783","000001181",15-AUG-01,02-FEB-09,1,03-FEB-09
"000001182","","","   0","","","","000001182",15-AUG-01,15-JUL-02,1,13-MAR-08
"000001183","Prelude to political economy : a study of the social and political foundations of economics / Kaushi","Basu, Kaushik.","2000","Oxford [England] ; New York : Oxford University Press, 2000.","HB74.P65.B37 2000","0198296711","000001183",15-AUG-01,02-FEB-09,1,03-FEB-09
"000001184","","","   0","","","","000001184",15-AUG-01,21-MAY-03,1,13-MAR-08
"000001185","","","   0","","","","000001185",15-AUG-01,22-JAN-04,1,13-MAR-08
"000001186","","","   0","","","","000001186",15-AUG-01,21-MAY-03,1,13-MAR-08
"000001187","","","   0","","","","000001187",15-AUG-01,07-JUN-04,1,13-MAR-08
"000001188","","","   0","","","","000001188",15-AUG-01,22-JAN-04,1,13-MAR-08
"000001189","","","   0","","","","000001189",15-AUG-01,22-JAN-04,1,13-MAR-08
"000001190","","","   0","","","","000001190",15-AUG-01,22-JAN-04,1,13-MAR-08
"000001191","","","   0","","","","000001191",15-AUG-01,21-MAY-03,1,13-MAR-08
"000001192","","","   0","","","","000001192",15-AUG-01,07-JUN-04,1,13-MAR-08
"000001193","","","   0","","","","000001193",15-AUG-01,21-MAY-03,1,13-MAR-08
"000001194","","","   0","","","","000001194",15-AUG-01,22-JAN-04,1,13-MAR-08
"000001195","21M.226 tape no.9 - 1960's/70's Avante-Garde","","   0","","Cassette M026 no.9","","000001195",15-AUG-01,02-FEB-09,1,03-FEB-09
"000001196","21M.226 tape no.10 - Jazz-Rock + Fusion","","   0","","Cassette M026 no.10","","000001196",15-AUG-01,02-FEB-09,1,03-FEB-09
"000001197","","","   0","","","","000001197",15-AUG-01,22-JAN-04,1,13-MAR-08
"000001198","","","   0","","","","000001198",16-AUG-01,06-SEP-02,1,13-MAR-08
"000001199","","","   0","","","","000001199",16-AUG-01,16-JUN-03,1,13-MAR-08
"000001200","21M.226 tape no.11 - Fusion Jazz/1970s","","   0","","Cassette M026 no.11","","000001200",16-AUG-01,02-FEB-09,1,03-FEB-09
"000001201","21M.226 tape no.12 - Jazz Directions","","   0","","Cassette M026 no.12","","000001201",16-AUG-01,02-FEB-09,1,03-FEB-09
"000001202","21M.226 tape no.12A - Birth of the Cool","","   0","","Cassette M026 no.12A","","000001202",16-AUG-01,02-FEB-09,1,03-FEB-09
"000001203","21M.226 tape no.12B - Hard Bop/Third Stream/Funk + Soul","","   0","","Cassette M026 no.12B","","000001203",16-AUG-01,02-FEB-09,1,03-FEB-09
"000001204","21M.226 tape no.12C - Miles Davis/George Russell/Gil Brown","","   0","","Cassette M026 no.12C","","000001204",16-AUG-01,02-FEB-09,1,03-FEB-09
"000001205","","","   0","","","","000001205",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001206","","","   0","","","","000001206",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001207","","","   0","","","","000001207",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001208","","","   0","","","","000001208",16-AUG-01,16-AUG-01,1,13-MAR-08
"000001209","","","   0","","","","000001209",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001210","","","   0","","","","000001210",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001211","21M.226 tape no.12E - Rhythm Sections and Exploratory Individualism","","   0","","Cassette M026 no.12E","","000001211",16-AUG-01,02-FEB-09,1,03-FEB-09
"000001212","","","   0","","","","000001212",16-AUG-01,16-AUG-01,1,13-MAR-08
"000001213","21M.226 tape no.13 - European and American Composers with Rag + Jazz Influences","","   0","","Cassette M026 no.13","","000001213",16-AUG-01,02-FEB-09,1,03-FEB-09
"000001214","","","   0","","","","000001214",16-AUG-01,16-AUG-01,1,13-MAR-08
"000001215","","","   0","","","","000001215",16-AUG-01,16-AUG-01,1,13-MAR-08
"000001216","","","   0","","","","000001216",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001217","","","   0","","","","000001217",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001218","","","   0","","","","000001218",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001219","","","   0","","","","000001219",16-AUG-01,24-AUG-01,1,13-MAR-08
"000001220","","","   0","","","","000001220",16-AUG-01,16-AUG-01,1,13-MAR-08
"000001221","21M.226 photocopy no.1 - African and Afro-American Sources","","   0","","Photocopy M026 no.1","","000001221",16-AUG-01,02-FEB-09,1,03-FEB-09
"000001222","21M.226 photocopy no.2 - Social Dance/Cakewalk/Ragtime Types and New Orleans","","   0","","Photocopy M026 no.2","","000001222",16-AUG-01,02-FEB-09,1,03-FEB-09
"000001223","","","   0","","","","000001223",16-AUG-01,22-JUL-02,1,13-MAR-08
"000001224","21M.226 photocopy no.3 - Syncopated Dance Orchestras/Emergence of Jazz","","   0","","Photocopy M026 no.3","","000001224",16-AUG-01,02-FEB-09,1,03-FEB-09
"000001225","","","   0","","","","000001225",16-AUG-01,17-AUG-01,1,13-MAR-08
"000001226","","","   0","","","","000001226",16-AUG-01,07-SEP-04,1,13-MAR-08
"000001227","21M.226 photocopy no.4 - Chicago Jazz of the 1920s/Classic City Blues of the 1920s","","   0","","Photocopy M026 no.4","","000001227",16-AUG-01,02-FEB-09,1,03-FEB-09
"000001228","","","   0","","","","000001228",16-AUG-01,07-SEP-04,1,13-MAR-08
"000001229","","","   0","","","","000001229",16-AUG-01,07-SEP-04,1,13-MAR-08
"000001230","","","   0","","","","000001230",16-AUG-01,07-SEP-04,1,13-MAR-08
"000001231","","","   0","","","","000001231",16-AUG-01,07-SEP-04,1,13-MAR-08
"000001232","21M.226 photocopy no.5 - Louis Armstrong + Bix Beiderbecke","","   0","","Photocopy M026 no.5","","000001232",16-AUG-01,02-FEB-09,1,03-FEB-09
"000001233","21M.226 photocopy no.6 - NYC Jazz of the 1920s: Stride Piano/Henderson + Early Ellington","","   0","","Photocopy M026 no.6","","000001233",16-AUG-01,02-FEB-09,1,03-FEB-09
"000001234","","","   0","","","","000001234",16-AUG-01,23-SEP-02,1,13-MAR-08
"000001235","","","   0","","","","000001235",16-AUG-01,23-SEP-02,1,13-MAR-08
"000001236","21M.226 photocopy no.7 - Benny Goodman + Count Basie","","   0","","Photocopy M026 no.7","","000001236",16-AUG-01,02-FEB-09,1,03-FEB-09
"000001237","21M.226 photocopy no.8 - More Swing Bebop Transition + Small Bop Ensembles/Bebop Big Bands/Afro-Cuba","","   0","","Photocopy M026 no.8","","000001237",16-AUG-01,02-FEB-09,1,03-FEB-09
"000001238","","","   0","","","","000001238",16-AUG-01,03-SEP-03,1,13-MAR-08
"000001239","","","   0","","","","000001239",16-AUG-01,03-SEP-03,1,13-MAR-08
"000001240","","","   0","","","","000001240",16-AUG-01,03-SEP-03,1,13-MAR-08
"000001241","21M.226 photocopy no.9 - 1960s/70s Avant-Garde","","   0","","Photocopy M026 no.9","","000001241",16-AUG-01,02-FEB-09,1,03-FEB-09
"000001242","","","   0","","","","000001242",16-AUG-01,03-SEP-03,1,13-MAR-08
"000001243","21M.226 photocopy no.10 - Jazz-Rock + Fusion","","   0","","Photocopy M026 no.10","","000001243",16-AUG-01,02-FEB-09,1,03-FEB-09
"000001244","","","   0","","","","000001244",16-AUG-01,08-SEP-03,1,13-MAR-08
"000001245","","","   0","","","","000001245",16-AUG-01,15-JAN-05,1,13-MAR-08
"000001246","","","   0","","","","000001246",16-AUG-01,06-SEP-02,1,13-MAR-08
"000001247","","","   0","","","","000001247",16-AUG-01,06-SEP-02,1,13-MAR-08
"000001248","","","   0","","","","000001248",16-AUG-01,29-AUG-02,1,13-MAR-08
"000001249","","","   0","","","","000001249",16-AUG-01,16-AUG-01,1,13-MAR-08
"000001250","","","   0","","","","000001250",16-AUG-01,21-JUL-03,1,13-MAR-08
"000001251","","","   0","","","","000001251",16-AUG-01,21-JUL-03,1,13-MAR-08
"000001252","","","   0","","","","000001252",16-AUG-01,21-JUL-03,1,13-MAR-08
"000001253","","","   0","","","","000001253",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001254","","","   0","","","","000001254",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001255","","","   0","","","","000001255",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001256","","","   0","","","","000001256",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001257","","","   0","","","","000001257",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001258","","","   0","","","","000001258",16-AUG-01,03-OCT-04,1,13-MAR-08
"000001259","","","   0","","","","000001259",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001260","","","   0","","","","000001260",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001261","","","   0","","","","000001261",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001262","","","   0","","","","000001262",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001263","","","   0","","","","000001263",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001264","","","   0","","","","000001264",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001265","","","   0","","","","000001265",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001266","","","   0","","","","000001266",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001267","","","   0","","","","000001267",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001268","","","   0","","","","000001268",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001269","","","   0","","","","000001269",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001270","","","   0","","","","000001270",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001271","","","   0","","","","000001271",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001272","","","   0","","","","000001272",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001273","","","   0","","","","000001273",16-AUG-01,30-JUN-03,1,13-MAR-08
"000001274","","","   0","","","","000001274",16-AUG-01,30-JUN-03,1,13-MAR-08
