"SIS_COURSE_DESCRIPTION_KEY","COURSE","COURSE_DESCRIPTION","COURSE_DESCRIPTION_LONG","DEPARTMENT","DEPARTMENT_NAME","DEPT_NAME_IN_COMMENCEMENT_BK","SCHOOL_NAME","SCHOOL_NAME_IN_COMMENCEMENT_BK","FROM_TERM","FROM_TERM_DESCRIPTION","THRU_TERM","THRU_TERM_DESCRIPTION","COURSE_OPTION","COURSE_LEVEL","CIP_PROGRAM_CODE","IS_DEGREE_GRANTING","DEFAULT_ULTIMATE_DEGREE","GRADAUTE_LEVEL","GRADUATE_LEVEL","LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE"
"13:TP:G","13 TP","Ocean Eng - SM Tech & Policy","Ocean Engineering (Technology and Policy Program)","13","Ocean Engineering","Department of Ocean Engineering","Engineering","School of Engineering","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TP","G","142401","Y","SM","Masters","Masters",19-MAR-04,28-OCT-24
"13:TPD:G","13 TPD","Ocean Eng -DOC Tech & Policy","Ocean Engineering (Technology and Policy Program)","13","Ocean Engineering","Department of Ocean Engineering","Engineering","School of Engineering","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TPD","G","142401","Y","DOC","Doctoral","Doctoral",19-MAR-04,28-OCT-24
"13:W:G","13 W","Ocean Eng - WHOI","Ocean Engineering (with Woods Hole Oceanographic Institution)","13","Ocean Engineering","Department of Ocean Engineering","Engineering","School of Engineering","000000","Beginning of Time","2006SP","Spring Term 2005-2006","W","G","142401","N","","","",26-JUL-06,28-OCT-24
"13:WD:G","13 WD","Ocean Eng - Doctoral WHOI","Ocean Engineering (with Woods Hole Oceanographic Institution)","13","Ocean Engineering","Department of Ocean Engineering","Engineering","School of Engineering","000000","Beginning of Time","2006SP","Spring Term 2005-2006","WD","G","142401","Y","DOC","Doctoral","Doctoral",26-JUL-06,28-OCT-24
"13:WM:G","13 WM","Ocean Eng - SM/Eng WHOI","Ocean Engineering (with Woods Hole Oceanographic Institution)","13","Ocean Engineering","Department of Ocean Engineering","Engineering","School of Engineering","000000","Beginning of Time","2006SP","Spring Term 2005-2006","WM","G","142401","N","","Masters","Masters",26-JUL-06,28-OCT-24
"14:1:U","14 1","Economics","Economics (Course 14-1)","14","Economics","Department of Economics","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","2017FA","Fall Term 2016-2017","999999","End of Time","1","U","450603","Y","SB","","",12-MAY-20,28-OCT-24
"14:2:U","14 2","Mathematical Economics","Mathematical Economics (Course 14-2)","14","Economics","Department of Economics","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","2017FA","Fall Term 2016-2017","999999","End of Time","2","U","450603","Y","SB","","",12-MAY-20,28-OCT-24
"14::G","14","Economics","Economics","14","Economics","Department of Economics","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","999999","End of Time","","G","450603","N","NDG","","",08-OCT-19,28-OCT-24
"14::U","14","Economics","Economics (Course 14)","14","Economics","Department of Economics","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","2016SU","Summer Term 2016","","U","450603","Y","SB","","",04-AUG-23,28-OCT-24
"14:B:G","14 B","Data, Econ, & Dev Pol","Data, Economics, and Development Policy","14","Economics","Department of Economics","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","2018FA","Fall Term 2017-2018","999999","End of Time","B","G","450603","Y","MAP","Masters","Masters",12-APR-17,28-OCT-24
"14:CME:U","14 CME","Economics - Cambridge-MIT","Economics","14","Economics","Department of Economics","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","2005FA","Fall Term 2004-2005","2018SU","Summer Term 2018","CME","U","450603","N","NDG","","",04-AUG-23,28-OCT-24
"14:CMI:U","14 CMI","Economics - Cambridge-MIT","Economics","14","Economics","Department of Economics","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","2003FA","Fall Term 2002-2003","2004SU","Summer Term 2004","CMI","U","450601","N","NDG","","",25-APR-05,28-OCT-24
"14:D:G","14 D","Economics - Doctoral","Economics","14","Economics","Department of Economics","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","999999","End of Time","D","G","450603","Y","DOC","Doctoral","Doctoral",15-DEC-16,28-OCT-24
"14:M:G","14 M","Economics - SM","Economics","14","Economics","Department of Economics","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","999999","End of Time","M","G","450603","Y","SM","Masters","Masters",16-DEC-16,28-OCT-24
"14:NIE:G","14 NIE","Economics - Exchange","Economics","14","Economics","Department of Economics","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","2004SP","Spring Term 2003-2004","999999","End of Time","NIE","G","450603","N","NDG","","",08-OCT-19,28-OCT-24
"14:NIV:G","14 NIV","Economics - Visiting","Economics","14","Economics","Department of Economics","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","2004SP","Spring Term 2003-2004","999999","End of Time","NIV","G","450603","N","NDG","","",08-OCT-19,28-OCT-24
"14:TP:G","14 TP","Economics -- SM in Tech & Pol","Economics (Technology and Policy Program)","14","Economics","Department of Economics","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TP","G","450601","Y","SM","Masters","Masters",19-MAR-04,28-OCT-24
"14:TPD:G","14 TPD","Economics - DOC in Tech & Pol","Economics (Technology and Policy Program)","14","Economics","Department of Economics","Hum, Arts & Social Sciences","School of Humanities, Arts, and Social Sciences","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TPD","G","450601","Y","DOC","Doctoral","Doctoral",19-MAR-04,28-OCT-24
"15:1:U","15 1","Management","Management (Course 15-1)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2016SU","Summer Term 2016","999999","End of Time","1","U","521301","Y","SB","","",12-MAY-20,28-OCT-24
"15:2:U","15 2","Business Analytics","Business Analytics (Course 15-2)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2016SU","Summer Term 2016","999999","End of Time","2","U","521399","Y","SB","","",12-MAY-20,28-OCT-24
"15:3:U","15 3","Finance","Finance (Course 15-3)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2016SU","Summer Term 2016","999999","End of Time","3","U","270305","Y","SB","","",12-MAY-20,28-OCT-24
"15::G","15","Management","Management","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","000000","Beginning of Time","999999","End of Time","","G","520101","N","NDG","","",23-JUL-15,28-OCT-24
"15::U","15","Management Science","Management Science (Course 15)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","000000","Beginning of Time","2016SU","Summer Term 2016","","U","521399","Y","SB","","",04-AUG-23,28-OCT-24
"15:A:G","15 A","Management - SM (Sloan Fellow)","Management","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","000000","Beginning of Time","999999","End of Time","A","G","521301","Y","MBA","Masters","Masters",27-NOV-19,28-OCT-24
"15:AF2:G","15 AF2","Management SM Global Fellow Fl","Management (Innovation and Global Leadership)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2005SU","Summer Term 2005","2014FA","Fall Term 2013-2014","AF2","G","520101","Y","SM","Masters","Masters",28-APR-14,28-OCT-24
"15:AF:G","15 AF","Management SM Global Fellow Fl","Management (Innovation and Global Leadership)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2004SU","Summer Term 2004","2014FA","Fall Term 2013-2014","AF","G","520101","Y","SM","Masters","Masters",28-APR-14,28-OCT-24
"15:CT:G","15 CT","Management - SM Transportation","Management (Transportation Studies)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","000000","Beginning of Time","2004FA","Fall Term 2003-2004","CT","G","140804","Y","SM","Masters","Masters",19-MAR-04,28-OCT-24
"15:D2:G","15 D2","Management - Doctoral","Management","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2013FA","Fall Term 2012-2013","999999","End of Time","D2","G","521301","Y","DOC","Doctoral","Doctoral",28-FEB-22,28-OCT-24
"15:D:G","15 D","Management - Doctoral","Management","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","000000","Beginning of Time","999999","End of Time","D","G","521301","Y","DOC","Doctoral","Doctoral",28-FEB-22,28-OCT-24
"15:E2:G","15 E2","Management - EMBA","Management","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2011FA","Fall Term 2010-2011","999999","End of Time","E2","G","521301","Y","MBA","Masters","Masters",27-NOV-19,28-OCT-24
"15:E:G","15 E","Management - EMBA","Management","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2011FA","Fall Term 2010-2011","999999","End of Time","E","G","521301","Y","MBA","Masters","Masters",27-NOV-19,28-OCT-24
"15:F2:G","15 F2","Management - MF FInance","Management (Master of Finance)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2009SU","Summer Term 2009","999999","End of Time","F2","G","270305","Y","MF","Masters","Masters",16-MAY-16,28-OCT-24
"15:F3:G","15 F3","Management - MF Finance","Management (Master of Finance)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2015SU","Summer Term 2015","999999","End of Time","F3","G","270305","Y","MF","Masters","Masters",16-MAY-16,28-OCT-24
"15:F4:G","15 F4","Management - MF Fin (2nd Yr)","Management (Master of Finance)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2015SU","Summer Term 2015","999999","End of Time","F4","G","270305","Y","MF","Masters","Masters",16-MAY-16,28-OCT-24
"15:F5:G","15 F5","Management - MF Finance","Management (Master of Finance)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2015SU","Summer Term 2015","999999","End of Time","F5","G","270305","Y","MF","Masters","Masters",16-MAY-16,28-OCT-24
"15:F6:G","15 F6","Management - MF Fin (2nd Yr)","Management (Master of Finance)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2015SU","Summer Term 2015","999999","End of Time","F6","G","270305","Y","MF","Masters","Masters",16-MAY-16,28-OCT-24
"15:F:G","15 F","Management - MF Finance","Management (Master of Finance)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2009SU","Summer Term 2009","999999","End of Time","F","G","270305","Y","MF","Masters","Masters",16-MAY-16,28-OCT-24
"15:J:G","15 J","Management - SM  Mgt of Techn","Management (Management of Technology)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","000000","Beginning of Time","999999","End of Time","J","G","520101","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"15:JB:G","15 JB","Management - HST/Biomed Enter","Management (Health Sciences and Technology Biomedical Enterprise)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2003FA","Fall Term 2002-2003","2015SU","Summer Term 2015","JB","G","140501","Y","SM","Masters","Masters",04-AUG-23,28-OCT-24
"15:L2:G","15 L2","Management - SM (2nd Yr LGO)","Management (Leaders for Global Operations)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2009SU","Summer Term 2009","999999","End of Time","L2","G","521301","Y","MBA","Masters","Masters",27-NOV-19,28-OCT-24
"15:L:G","15 L","Management - SM LGO","Management (Leaders for Global Operations)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2009SU","Summer Term 2009","999999","End of Time","L","G","521301","Y","MBA","Masters","Masters",27-NOV-19,28-OCT-24
"15:M2:G","15 M2","Management - SM (2nd yr)","Management","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","1997SU","Summer Term 1997","999999","End of Time","M2","G","521301","Y","MBA","Masters","Masters",27-NOV-19,28-OCT-24
"15:M:G","15 M","Management - SM","Management","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","000000","Beginning of Time","999999","End of Time","M","G","521301","Y","MBA","Masters","Masters",27-NOV-19,28-OCT-24
"15:MB:G","15 MB","Management - HST/Biomed Enter","Management (Health Sciences and Technology Biomedical Enterprise)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2003FA","Fall Term 2002-2003","2015SU","Summer Term 2015","MB","G","140501","Y","SM","Masters","Masters",04-AUG-23,28-OCT-24
"15:N:G","15 N","Management - Bus Analytics","Management - Business Analytics","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2017FA","Fall Term 2016-2017","999999","End of Time","N","G","521399","Y","MBN","Masters","Masters",21-APR-16,28-OCT-24
"15:NIE:G","15 NIE","Management - Exchange","Management","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2004SP","Spring Term 2003-2004","999999","End of Time","NIE","G","520101","N","NDG","","",31-MAR-05,28-OCT-24
"15:NIV:G","15 NIV","Management - Visiting","Management","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2004SP","Spring Term 2003-2004","999999","End of Time","NIV","G","520101","N","NDG","","",31-MAR-05,28-OCT-24
"15:NIV:U","15 NIV","Management - Visiting","Management","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2012SU","Summer Term 2012","999999","End of Time","NIV","U","520101","N","NDG","","",13-JUN-12,28-OCT-24
"15:RE:G","15 RE","Mgt - SM Real Estate Devel","Management (Real Estate Development)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","000000","Beginning of Time","2005SU","Summer Term 2005","RE","G","520101","Y","SM","Masters","Masters",26-JUL-06,28-OCT-24
"15:S:G","15 S","Management - SM Mgt Studies","Management Studies","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2010FA","Fall Term 2009-2010","999999","End of Time","S","G","521301","Y","SM","Masters","Masters",08-MAR-22,28-OCT-24
"15:TP:G","15 TP","Management - SM Tech & Pol","Management (Technology and Policy Program)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TP","G","520101","Y","SM","Masters","Masters",19-MAR-04,28-OCT-24
"15:TPD:G","15 TPD","Management -DOC Tech & Pol","Management (Technology and Policy Program)","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","000000","Beginning of Time","2004FA","Fall Term 2003-2004","TPD","G","520101","Y","DOC","Doctoral","Doctoral",19-MAR-04,28-OCT-24
"15:V:G","15 V","Management - Visiting Fellows","Management","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","1998FA","Fall Term 1997-1998","999999","End of Time","V","G","520101","N","NDG","","",23-JUL-15,28-OCT-24
"15:VF:G","15 VF","Management - Visiting Fellows","Management","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2020FA","Fall Term 2019-2020","999999","End of Time","VF","G","520101","N","NDG","","",05-JUN-19,28-OCT-24
"15:VT:G","15 VT","Management - Visiting Fellows","Management","15","Management","Sloan School of Management","Sloan School of Management","Sloan School of Management","2006SP","Spring Term 2005-2006","999999","End of Time","VT","G","520101","N","NDG","","",26-OCT-06,28-OCT-24
