"TIP_MATERIAL_KEY","ISBN","TITLE","AUTHOR","EDITION","PUBLISHER","YEAR","NEW_SHELF_PRICE","USED_SHELF_PRICE","RENTAL_NEW_PRICE","RENTAL_USED_PRICE","MATERIAL_INFO_SOURCE"
"9780393970128DRACULA972012SP","9780393970128","Dracula","Stoker, Bram; Auerbach, Nina; Skal, David J.","","W. W. Norton & Company, Incorporated","1996",18.75,14.05,0,0,"ISBN"
"9780393970128DRACULA972013SP","9780393970128","Dracula","Stoker, Bram; Auerbach, Nina; Skal, David J.","","W. W. Norton & Company, Incorporated","1996",18.75,14.05,0,0,"ISBN"
"9780393970128DRACULA972016FA","9780393970128","Dracula","Stoker, Bram; Auerbach, Nina; Skal, David J.","","W. W. Norton & Company, Incorporated","1996",18.75,14.05,0,0,"ISBN"
"9780393970128DRACULA972019FA","9780393970128","Dracula","Stoker, Bram; Auerbach, Nina; Skal, David J.","","W. W. Norton & Company, Incorporated","1996",22.2,16.65,0,0,"ISBN"
"9780393977868MACBETH042011FA","9780393977868","Macbeth","Shakespeare, William; Miola, Robert S.","04     ","W. W. Norton & Company, Incorporated","2003",13.9,10.45,0,0,"ISBN"
"9780393977868MACBETH042012FA","9780393977868","Macbeth","Shakespeare, William; Miola, Robert S.","04     ","W. W. Norton & Company, Incorporated","2003",15.3,11.5,0,0,"ISBN"
"9780413766205BLASTED952014SP","9780413766205","Blasted","Kane, Sarah","","Bloomsbury Academic","2001",13.95,10.45,0,0,"ISBN"
"9780425062388PALE FIRE2020FA","9780425062388","Pale Fire","Nabokov, Vladímir","","Penguin Publishing Group","1982",0,0,0,0,"ISBN"
"9780451527981INFERNO542011FA","9780451527981","Inferno","Alighieri, Dante (Editor, Author); Ciardi, John (Translator); MacAllister, Archibald T. (Introduction by)","54     ","Penguin Group (USA) Incorporated","2001",5.95,4.45,0,0,"ISBN"
"9780451531391INFERNO092011FA","9780451531391","The Inferno","Alighieri, Dante; Ciardi, John (Translator); Cifelli, Edward M. (Afterword by); MacAllister, Archibald T. (Introduction by)","","Penguin Group (USA) Incorporated","2009",5.95,4.45,0,0,"ISBN"
"9780451531391INFERNO092012FA","9780451531391","The Inferno","Alighieri, Dante; Ciardi, John (Translator); Cifelli, Edward M. (Afterword by); MacAllister, Archibald T. (Introduction by)","","Penguin Group (USA) Incorporated","2009",5.95,4.45,0,0,"ISBN"
"9780451531391INFERNO092014FA","9780451531391","The Inferno","Alighieri, Dante; Ciardi, John (Translator); Cifelli, Edward M. (Afterword by); MacAllister, Archibald T. (Introduction by)","","Penguin Group (USA) Incorporated","2009",5.95,4.45,0,0,"ISBN"
"9780471731740CAPITAL IDEAS05","9780471731740","Capital Ideas: The Improbable Origins of Modern Wall Street","Bernstein, Peter L.","","John Wiley & Sons, Incorporated","2005",19.95,14.95,0,0,"ISBN"
"9780471731740CAPITAL IDEAS05","9780471731740","Capital Ideas: The Improbable Origins of Modern Wall Street","Bernstein, Peter L.","","John Wiley & Sons, Incorporated","2005",20.35,15.25,0,0,"ISBN"
"9780486113302EBK LYRIC POEMS","9780486113302","Ebk Lyric Poems                        ","Keats         ","","Dgtl Bncom","",1,0,0,0,"COOP"
"9780486266893CANDIDE912015SP","9780486266893","Candide","Voltaire, Francois; Arouet, Francois-Marie (Editor)","","Dover Publications, Incorporated","1991",3,2.25,0,0,"ISBN"
"9780486266893CANDIDE912016SP","9780486266893","Candide","Voltaire, Francois; Arouet, Francois-Marie (Editor)","","Dover Publications, Incorporated","1991",5.5,4.15,0,0,"ISBN"
"9780486278025MACBETH932011SP","9780486278025","The Tragedy of Macbeth","Shakespeare, William","","Dover Publications, Incorporated","1993",2,1.5,0,0,"ISBN"
"9780486278025MACBETH932014FA","9780486278025","The Tragedy of Macbeth","Shakespeare, William","","Dover Publications, Incorporated","1993",3,2.25,0,0,"ISBN"
"9780486420486EREWHON022013FA","9780486420486","Erewhon","Butler, Samuel","02     ","Dover Publications, Incorporated","2002",2.5,1.9,0,0,"ISBN"
"9780486437965ANNA KARENINA04","9780486437965","Anna Karenina","Tolstoy, Leo; Maude, Louise (Translator); Maude, Aylmer (Translator)","","Dover Publications, Incorporated","2004",5,3.75,0,0,"ISBN"
"9780486442877PARADISE LOST05","9780486442877","Paradise Lost","Milton, John; Himes, John A. (Introduction by)","","Dover Publications, Incorporated","2005",6,4.5,0,0,"ISBN"
"9780486442877PARADISE LOST05","9780486442877","Paradise Lost","Milton, John; Himes, John A. (Introduction by)","","Dover Publications, Incorporated","2005",5.5,4.15,0,0,"ISBN"
"9780486477480CAPITAL112019SP","9780486477480","Capital: A Critique of Political Economy","Marx, Karl; Moore, Samuel (Translator); Aveling, Edward (Translator); Engels, Frederick (Editor)","","Dover Publications, Incorporated","2011",14.95,11.2,0,0,"ISBN"
"9780520220249TSUKIJI042011SP","9780520220249","Tsukiji: The Fish Market at the Center of the World","Bestor, Theodore C.","04     ","University of California Press","2004",25.95,19.45,0,0,"ISBN"
"9780521533942SCALING032016FA","9780521533942","Scaling","Barenblatt, Grigori; Barenblatt, Grigory Isaakovich; Ablowitz, M. J. (Contribution by); Davis, S. H. (Contribution by); Hinch, E. J. (Contribution by); Iserles, A. (Contribution by); Ockendon, J. (Contribution by); Olver, P. J. (Contribution by)","","Cambridge University Press","2003",66.65,50,0,0,"ISBN"
"9780553213393INFERNO822015FA","9780553213393","Inferno","Dante; Mandelbaum, Allen (Translator)","","Random House Publishing Group","1982",6.95,5.2,0,0,"ISBN"
"9780553213393INFERNO822016FA","9780553213393","Inferno","Dante; Mandelbaum, Allen (Translator)","","Random House Publishing Group","1982",6.95,5.2,0,0,"ISBN"
"9780553213393INFERNO822017SP","9780553213393","Inferno","Dante; Mandelbaum, Allen (Translator)","","Random House Publishing Group","1982",6.95,5.2,0,0,"ISBN"
"9780553213393INFERNO822018SP","9780553213393","Inferno","Dante; Mandelbaum, Allen (Translator)","","Random House Publishing Group","1982",6.95,5.2,0,0,"ISBN"
"9780553213393INFERNO822019FA","9780553213393","Inferno","Dante; Mandelbaum, Allen (Translator)","","Random House Publishing Group","1982",6.95,5.2,0,0,"ISBN"
"9780553213393INFERNO822019SP","9780553213393","Inferno","Dante; Mandelbaum, Allen (Translator)","","Random House Publishing Group","1982",6.95,5.2,0,0,"ISBN"
"9780553213393INFERNO822025FA","9780553213393","Inferno","Dante; Mandelbaum, Allen (Translator)","","Random House Publishing Group","1982",6.95,5.21,5.05,3.5,"ISBN"
"9780571169344ARCADIA932014FA","9780571169344","Arcadia","Stoppard, Tom","","Faber & Faber, Incorporated","1994",15,11.25,0,0,"ISBN"
"9780573695667ARCADIA932016SP","9780573695667","Arcadia","Stoppard, Tom","","Samuel French Incorporated","2011",11.35,8.5,0,0,"ISBN"
"9780573705229DOTLATEST2018FA","9780573705229","Dot","Domingo, Colman","","Samuel French Limited","2016",11.35,8.5,0,0,"ISBN"
"9780674037076ANIMAL ESTATE87","9780674037076","The Animal Estate: The English and Other Creatures in the Victorian England","Ritvo, Harriet","","Harvard University Press","1989",35.5,26.65,0,0,"ISBN"
"9780674037076ANIMAL ESTATE87","9780674037076","The Animal Estate: The English and Other Creatures in the Victorian England","Ritvo, Harriet","","Harvard University Press","1989",39.45,29.6,0,0,"ISBN"
"9780679433132DIVINE COMEDY95","9780679433132","The Divine Comedy: Inferno; Purgatorio; Paradiso","Armour, Peter (Notes by); Mandelbaum, Allen (Translator); Alighieri, Dante; Montale, Eugenio (Introduction by)","","Knopf Doubleday Publishing Group","1995",27,20.25,0,0,"ISBN"
"9780679732761INVISIBLE MAN47","9780679732761","Invisible Man","Ellison, Ralph","2","Knopf Doubleday Publishing Group","1995",16,12,0,0,"ISBN"
"9780679732761INVISIBLE MAN47","9780679732761","Invisible Man","Ellison, Ralph","2","Knopf Doubleday Publishing Group","1995",15.95,11.95,0,0,"ISBN"
"9780684836324SUICIDE512019SP","9780684836324","Suicide: A Study in Sociology","Durkheim, Émile; Simpson, George (Author, Editor); Spaulding, John A.","","Free Press","1997",20,15,0,0,"ISBN"
"9780684854434DREAMER982011FA","9780684854434","Dreamer","Johnson, Charles","98     ","Simon & Schuster","1999",15,11.25,0,0,"ISBN"
"9780691245041CODE WORK2025FA","9780691245041","Code Work: Hacking Across the US/México Techno-Borderlands","Beltrán, Héctor","","Princeton University Press","2023",30.69,23.02,0,0,"ISBN"
"9780743482837TEMPEST942015JA","9780743482837","The Tempest","Shakespeare, William","","Simon & Schuster","2004",6,4.5,0,0,"ISBN"
"9780743482837TEMPEST942022FA","9780743482837","The Tempest","Shakespeare, William; Mowat, Barbara A. (Editor); Werstine, Paul (Editor)","","Simon & Schuster","2004",6.99,5.24,4.75,3.45,"ISBN"
"9780787970932TEAMING122017FA","9780787970932","Teaming: How Organizations Learn, Innovate, and Compete in the Knowledge Economy","Edmondson, Amy C.; Schein, Edgar H.","","John Wiley & Sons, Incorporated","2012",29.95,22.45,0,0,"ISBN"
"9780787970932TEAMING122017SP","9780787970932","Teaming: How Organizations Learn, Innovate, and Compete in the Knowledge Economy","Edmondson, Amy C.; Schein, Edgar H.","","John Wiley & Sons, Incorporated","2012",29.95,22.45,0,0,"ISBN"
"9780787970932TEAMING122018FA","9780787970932","Teaming: How Organizations Learn, Innovate, and Compete in the Knowledge Economy","Edmondson, Amy C.; Schein, Edgar H.","","John Wiley & Sons, Incorporated","2012",32.85,24.65,0,0,"ISBN"
"9780787970932TEAMING122018SP","9780787970932","Teaming: How Organizations Learn, Innovate, and Compete in the Knowledge Economy","Edmondson, Amy C.; Schein, Edgar H.","","John Wiley & Sons, Incorporated","2012",32.85,24.65,0,0,"ISBN"
"9780787970932TEAMING122019SP","9780787970932","Teaming: How Organizations Learn, Innovate, and Compete in the Knowledge Economy","Edmondson, Amy C.; Schein, Edgar H.","","John Wiley & Sons, Incorporated","2012",29.95,22.45,0,0,"ISBN"
"9780801869624WINGED GOSPEL01","9780801869624","The Winged Gospel: America's Romance with Aviation","Corn, Joseph J.","","Johns Hopkins University Press","2002",27.8,20.85,0,0,"ISBN"
"9780802068538MEDIEVAL BOOK91","9780802068538","The Medieval Book: Illustrated from the Beinecke Rare Book and Manuscript Library","Shailor, Barbara A.; Shailor, Barbra A.","2","University of Toronto Press","1991",49.1,36.85,0,0,"ISBN"
"9780802126993ARCADIA172022SP","9780802126993","Arcadia","Stoppard, Tom","","Grove/Atlantic, Incorporated","2017",16,12,10.9,7.9,"ISBN"
"9780802126993ARCADIA172023SP","9780802126993","Arcadia","Stoppard, Tom","","Grove/Atlantic, Incorporated","2017",17,12.75,0,0,"ISBN"
"9780802142443KITCHEN932011FA","9780802142443","Kitchen","Yoshimoto, Banana; Backus, Megan (Translator)","","Grove/Atlantic, Incorporated","2006",14,10.5,0,0,"ISBN"
"9780802142443KITCHEN932012SP","9780802142443","Kitchen","Yoshimoto, Banana; Backus, Megan (Translator)","","Grove/Atlantic, Incorporated","2006",14,10.5,0,0,"ISBN"
"9780802142443KITCHEN932013SP","9780802142443","Kitchen","Yoshimoto, Banana; Backus, Megan (Translator)","","Grove/Atlantic, Incorporated","2006",14,10.5,0,0,"ISBN"
"9780802142443KITCHEN932015SP","9780802142443","Kitchen","Yoshimoto, Banana; Backus, Megan (Translator)","","Grove/Atlantic, Incorporated","2006",16,12,0,0,"ISBN"
"9780802142443KITCHEN932016SP","9780802142443","Kitchen","Yoshimoto, Banana; Backus, Megan (Translator)","","Grove/Atlantic, Incorporated","2006",16,12,0,0,"ISBN"
"9780802150240ENDGAME582012FA","9780802150240","Endgame and Act Without Words","Beckett, Samuel","58     ","Grove/Atlantic, Incorporated","1983",13,9.75,0,0,"ISBN"
"9780809015498BIG SEA932014FA","9780809015498","The Big Sea: An Autobiography","Hughes, Langston; Rampersad, Arnold (Introduction by)","2","Farrar, Straus & Giroux","1993",17,12.75,0,0,"ISBN"
"9780810927919DANCING922011SP","9780810927919","Dancing","Jonas, Gerald","92     ","Abrams","1998",35,26.25,0,0,"ISBN"
"9780811213998TRILOGY732012SP","9780811213998","Trilogy","Doolittle, Hilda; Barnstone, Aliki (Notes by)","","New Directions Publishing Corporation","1998",12.95,9.7,0,0,"ISBN"
"9780811213998TRILOGY732014FA","9780811213998","Trilogy","Doolittle, Hilda; Barnstone, Aliki (Notes by)","","New Directions Publishing Corporation","1998",14.95,11.2,0,0,"ISBN"
"9780811213998TRILOGY732015SP","9780811213998","Trilogy","Doolittle, Hilda; Barnstone, Aliki (Notes by)","","New Directions Publishing Corporation","1998",14.95,11.2,0,0,"ISBN"
"9780811213998TRILOGY732016SP","9780811213998","Trilogy","Doolittle, Hilda; Barnstone, Aliki (Notes by)","","New Directions Publishing Corporation","1998",14.95,11.2,0,0,"ISBN"
"9780811213998TRILOGY732017SP","9780811213998","Trilogy","Doolittle, Hilda; Barnstone, Aliki (Notes by)","","New Directions Publishing Corporation","1998",14.95,11.2,0,0,"ISBN"
"9780811213998TRILOGY732021SP","9780811213998","Trilogy","Doolittle, Hilda; Barnstone, Aliki (Notes by)","","New Directions Publishing Corporation","1998",15.95,11.95,10.85,7.5,"ISBN"
"9780811213998TRILOGY732023SP","9780811213998","Trilogy","Doolittle, Hilda; Barnstone, Aliki (Notes by)","","New Directions Publishing Corporation","1998",18.16,13.62,0,0,"ISBN"
"9780811213998TRILOGY732025FA","9780811213998","Trilogy","Doolittle, Hilda; Barnstone, Aliki (Notes by)","","New Directions Publishing Corporation","1998",18.16,13.62,15.8,8.15,"ISBN"
"9780811218665KING OF TREES10","9780811218665","The King of Trees","Cheng, Ah; MacDougall, Bonnie S. (Translator)","","New Directions Publishing Corporation","2010",15.95,11.95,0,0,"ISBN"
"9780812969153OTHELLO092018SP","9780812969153","Othello","Bate, Jonathan (Editor); Rasmussen, Eric (Editor); Shakespeare, William","","Random House Publishing Group","2009",8,6,0,0,"ISBN"
"9780812969160MACBETH092014FA","9780812969160","Macbeth","Bate, Jonathan (Editor); Rasmussen, Eric (Editor); Shakespeare, William","","Random House Publishing Group","2009",8,6,0,0,"ISBN"
"9780812969160MACBETH092017SP","9780812969160","Macbeth","Bate, Jonathan (Editor); Rasmussen, Eric (Editor); Shakespeare, William","","Random House Publishing Group","2009",8,6,0,0,"ISBN"
"9780812979206MONSOON102015SP","9780812979206","Monsoon: The Indian Ocean and the Future of American Power","Kaplan, Robert D.","","Random House Publishing Group","2011",17,12.75,0,0,"ISBN"
"9780815753513SOMALIA952012FA","9780815753513","Somalia: State Collapse, Multilateral Intervention, and Strategies for Political Reconstruction","Lyons, Terrence","","Brookings Institution Press","1995",18.85,14.15,0,0,"ISBN"
"9780815753513SOMALIA952014FA","9780815753513","Somalia: State Collapse, Multilateral Intervention, and Strategies for Political Reconstruction","Lyons, Terrence","","Brookings Institution Press","1995",21.05,15.8,0,0,"ISBN"
"9780815753513SOMALIA952016FA","9780815753513","Somalia: State Collapse, Multilateral Intervention, and Strategies for Political Reconstruction","Lyons, Terrence","","Brookings Institution Press","1995",21.05,15.8,0,0,"ISBN"
"9780815753513SOMALIA952018FA","9780815753513","Somalia: State Collapse, Multilateral Intervention, and Strategies for Political Reconstruction","Lyons, Terrence","","Brookings Institution Press","1995",0,0,0,0,"ISBN"
"9780816665228SCREENS102011SP","9780816665228","Screens: Viewing Media Installation Art","Mondloch, Kate","10     ","University of Minnesota Press","2010",27.8,20.85,0,0,"ISBN"
"9780820344393AT-RISK112021FA","9780820344393","At-Risk","Gautier, Amina","","University of Georgia Press","2012",22.15,16.6,19.6,9.3,"ISBN"
"9780822237426NIBBLER172018SP","9780822237426","Nibbler","Urban, Ken","","Dramatists Play Service, Incorporated","2017",9,6.75,0,0,"ISBN"
"9780822237426NIBBLER172019FA","9780822237426","Nibbler","Urban, Ken","","Dramatists Play Service, Incorporated","2017",9,6.75,0,0,"ISBN"
"9780822237426NIBBLER172020FA","9780822237426","Nibbler","Urban, Ken","","Dramatists Play Service, Incorporated","2017",10,7.5,0,0,"ISBN"
"9780822353942SOUL OF ANIME13","9780822353942","The Soul of Anime: Collaborative Creativity and Japan's Media Success Story","Condry, Ian","","Duke University Press","2013",23.95,17.95,0,0,"ISBN"
"9780870135439SILENCE922020SP","9780870135439","Silence: A Thirteenth-Century French Romance","Roche-Mahdi, Sarah","","Michigan State University Press","1999",22.15,16.6,15.05,10.4,"ISBN"
"9780872200166GORGIAS872016SU","9780872200166","Gorgias","Zeyl, Donald J. (Editor, Translator); Plato; Arieti, James A. (Editor); Barrus, Roger M. (Editor)","","Hackett Publishing Company, Incorporated","1987",9,6.75,0,0,"ISBN"
"9780930523398GOURMET882011SP","9780930523398","The Gourmet and Other Stories","Wenfu, Lu; Burrows, Judith (Translator)","88     ","Readers International","1988",8.95,6.7,0,0,"ISBN"
"9780930523398GOURMET882012SP","9780930523398","The Gourmet and Other Stories","Wenfu, Lu; Burrows, Judith (Translator)","88     ","Readers International","1988",9.3,7,0,0,"ISBN"
"9780930523398GOURMET882013FA","9780930523398","The Gourmet and Other Stories","Wenfu, Lu; Burrows, Judith (Translator)","88     ","Readers International","1988",9.3,7,0,0,"ISBN"
"9780974690247RADI OS052012FA","9780974690247","Radi Os","Johnson, Ronald","05     ","Flood Editions","2005",18.7,14.05,0,0,"ISBN"
"9781101147146EBK DROWN2012SP","9781101147146","Ebk Drown                              ","Diaz          ","       ","Dgtl Bncom","",12.99,9.75,0,0,"COOP"
"9781101147146EBK DROWN2014FA","9781101147146","Ebk Drown                              ","D�Az          ","","Dgtl Bncom","",12.99,9.75,0,0,"COOP"
"9781101147146EBK DROWN2015FA","9781101147146","Ebk Drown                              ","Diaz          ","","Dgtl Bncom","",12.99,9.75,0,0,"COOP"
"9781101147146EBK DROWN2015SP","9781101147146","Ebk Drown                              ","Diaz          ","","Dgtl Bncom","",12.99,9.75,0,0,"COOP"
"9781136610455EBK IMPRO2016FA","9781136610455","Ebk Impro                              ","Johnstone     ","","Dgtl Bncom","",40.95,0,0,0,"COOP"
"9781250083258SELLOUT152017FA","9781250083258","The Sellout","Beatty, Paul; Bruce, Elizabeth (Editor)","","Picador","2016",16,12,0,0,"ISBN"
"9781305641365WELL SAID4TH 17","9781305641365","Well Said","Grant, Linda","4","Cengage Heinle","2016",71.55,53.65,0,0,"ISBN"
"9781400031863TO LIVE032013FA","9781400031863","To Live: A Novel","Hua, Yu; Berry, Michael","03     ","Knopf Doubleday Publishing Group","2003",15,11.25,0,0,"ISBN"
"9781400068920DECODED102023SP","9781400068920","Decoded","Jay-Z","","Random House Publishing Group","2010",50,37.5,0,0,"ISBN"
"9781400068920DECODED102024SP","9781400068920","Decoded","Jay-Z","","Random House Publishing Group","2010",50,37.5,0,0,"ISBN"
"9781400839803EBK FAULT LINES","9781400839803","Ebk Fault Lines                        ","Rajan         ","","Dgtl Bncom","",17.95,0,0,0,"COOP"
"9781408103852BLASTED112022FA","9781408103852","Blasted","Kane, Sarah; Urban, Ken (Editor)","","Bloomsbury Publishing Plc","2011",16.6,12.45,14.7,7.3,"ISBN"
"9781411400795KING LEAR2014SP","9781411400795","King Lear","Shakespeare, William; Hadfield, Andrew (Editor); Kastan, David Scott (Introduction by)","","Barnes & Noble, Incorporated","2007",7.95,5.95,0,0,"ISBN"
"9781423203100PHYSICS072021FA","9781423203100","Physics","Jackson, Mark; BarCharts Inc., Staff","","BarCharts Publishing,  Inc.","2007",6.95,5.2,0,0,"ISBN"
"9781423203100PHYSICS072021JA","9781423203100","Physics","Jackson, Mark; BarCharts Inc., Staff","","BarCharts Publishing,  Inc.","2007",6.95,5.2,0,0,"ISBN"
"9781423203100PHYSICS072021SP","9781423203100","Physics","Jackson, Mark; BarCharts Inc., Staff","","BarCharts Publishing,  Inc.","2007",6.95,5.2,0,0,"ISBN"
"9781423203100PHYSICS072021SU","9781423203100","Physics","Jackson, Mark; BarCharts Inc., Staff","","BarCharts Publishing,  Inc.","2007",6.95,5.2,0,0,"ISBN"
"9781423203100PHYSICS072022FA","9781423203100","Physics","Hines, Eric; Jackson, Mark","","BarCharts Publishing,  Inc.","2007",6.95,5.21,0,0,"ISBN"
"9781423203100PHYSICS072022SP","9781423203100","Physics","Hines, Eric; Jackson, Mark","","BarCharts Publishing,  Inc.","2007",6.95,5.21,0,0,"ISBN"
"9781423203100PHYSICS072023FA","9781423203100","Physics","Hines, Eric; Jackson, Mark","","BarCharts Publishing,  Inc.","2007",6.95,5.21,0,0,"ISBN"
"9781423219538BIOLOGY122021FA","9781423219538","Biology","BarCharts, Inc.","","BarCharts Publishing,  Inc.","2012",6.95,5.2,0,0,"ISBN"
"9781423219538BIOLOGY122021JA","9781423219538","Biology","BarCharts, Inc.","","BarCharts Publishing,  Inc.","2012",6.95,5.2,0,0,"ISBN"
"9781423219538BIOLOGY122021SP","9781423219538","Biology","BarCharts, Inc.","","BarCharts Publishing,  Inc.","2012",6.95,5.2,0,0,"ISBN"
"9781423219538BIOLOGY122021SU","9781423219538","Biology","BarCharts, Inc.","","BarCharts Publishing,  Inc.","2012",6.95,5.2,0,0,"ISBN"
"9781423219538BIOLOGY122022FA","9781423219538","Biology","Brooks, Randy","","BarCharts Publishing,  Inc.","2012",6.95,5.21,0,0,"ISBN"
"9781423219538BIOLOGY122022SP","9781423219538","Biology","Brooks, Randy","","BarCharts Publishing,  Inc.","2012",6.95,5.21,5.5,4.65,"ISBN"
"9781423219538BIOLOGY122023FA","9781423219538","Biology","Brooks, Randy","","BarCharts Publishing,  Inc.","2012",6.95,5.21,0,0,"ISBN"
"9781423219538BIOLOGY122023JA","9781423219538","Biology","Brooks, Randy","","BarCharts Publishing,  Inc.","2012",6.95,5.21,0,0,"ISBN"
"9781423222781ANATOMY142021FA","9781423222781","Anatomy - Reference Guide (8. 5 X 11): A QuickStudy Reference Tool","Perez, Vincent","","BarCharts Publishing,  Inc.","2014",6.95,5.2,0,0,"ISBN"
"9781423222781ANATOMY142021JA","9781423222781","Anatomy - Reference Guide (8. 5 X 11): A QuickStudy Reference Tool","Perez, Vincent","","BarCharts Publishing,  Inc.","2014",6.95,5.2,0,0,"ISBN"
"9781423222781ANATOMY142021SP","9781423222781","Anatomy - Reference Guide (8. 5 X 11): A QuickStudy Reference Tool","Perez, Vincent","","BarCharts Publishing,  Inc.","2014",6.95,5.2,0,0,"ISBN"
"9781423222781ANATOMY142021SU","9781423222781","Anatomy - Reference Guide (8. 5 X 11): A QuickStudy Reference Tool","Perez, Vincent","","BarCharts Publishing,  Inc.","2014",6.95,5.2,0,0,"ISBN"
"9781423222781ANATOMY142022FA","9781423222781","Anatomy - Reference Guide (8. 5 X 11): A QuickStudy Reference Tool","Perez, Vincent","","BarCharts Publishing,  Inc.","2014",6.95,5.21,0,0,"ISBN"
"9781423222781ANATOMY142022SP","9781423222781","Anatomy - Reference Guide (8. 5 X 11): A QuickStudy Reference Tool","Perez, Vincent","","BarCharts Publishing,  Inc.","2014",6.95,5.21,0,0,"ISBN"
"9781423222781ANATOMY142023FA","9781423222781","Anatomy - Reference Guide (8. 5 X 11): A QuickStudy Reference Tool","Perez, Vincent","","BarCharts Publishing,  Inc.","2014",6.95,5.21,0,0,"ISBN"
"9781423222781ANATOMY142023JA","9781423222781","Anatomy - Reference Guide (8. 5 X 11): A QuickStudy Reference Tool","Perez, Vincent","","BarCharts Publishing,  Inc.","2014",6.95,5.21,0,0,"ISBN"
"9781423222781ANATOMY142023SP","9781423222781","Anatomy - Reference Guide (8. 5 X 11): A QuickStudy Reference Tool","Perez, Vincent","","BarCharts Publishing,  Inc.","2014",6.95,5.21,0,0,"ISBN"
"9781423222781ANATOMY142023SU","9781423222781","Anatomy - Reference Guide (8. 5 X 11): A QuickStudy Reference Tool","Perez, Vincent","","BarCharts Publishing,  Inc.","2014",6.95,5.21,0,0,"ISBN"
"9781423222781ANATOMY142024FA","9781423222781","Anatomy - Reference Guide (8. 5 X 11): A QuickStudy Reference Tool","Perez, Vincent","","BarCharts Publishing,  Inc.","2014",6.95,5.21,0,0,"ISBN"
"9781423222781ANATOMY142024SP","9781423222781","Anatomy - Reference Guide (8. 5 X 11): A QuickStudy Reference Tool","Perez, Vincent","","BarCharts Publishing,  Inc.","2014",6.95,5.21,0,0,"ISBN"
"9781423222781ANATOMY142024SU","9781423222781","Anatomy - Reference Guide (8. 5 X 11): A QuickStudy Reference Tool","Perez, Vincent","","BarCharts Publishing,  Inc.","2014",6.95,5.21,0,0,"ISBN"
"9781423222781ANATOMY142025FA","9781423222781","Anatomy - Reference Guide (8. 5 X 11): A QuickStudy Reference Tool","Perez, Vincent","","BarCharts Publishing,  Inc.","2014",6.95,5.21,0,0,"ISBN"
"9781423233138FINANCE162021FA","9781423233138","Finance","Zarruk, Emilio","","BarCharts Publishing,  Inc.","2016",6.95,5.2,0,0,"ISBN"
"9781423233138FINANCE162021JA","9781423233138","Finance","Zarruk, Emilio","","BarCharts Publishing,  Inc.","2016",6.95,5.2,0,0,"ISBN"
"9781423233138FINANCE162021SP","9781423233138","Finance","Zarruk, Emilio","","BarCharts Publishing,  Inc.","2016",6.95,5.2,0,0,"ISBN"
"9781423233138FINANCE162021SU","9781423233138","Finance","Zarruk, Emilio","","BarCharts Publishing,  Inc.","2016",6.95,5.2,0,0,"ISBN"
"9781423233138FINANCE162022FA","9781423233138","Finance","Zarruk, Emilio","","BarCharts Publishing,  Inc.","2016",6.95,5.21,0,0,"ISBN"
"9781423233138FINANCE162022SP","9781423233138","Finance","Zarruk, Emilio","","BarCharts Publishing,  Inc.","2016",6.95,5.21,0,0,"ISBN"
"9781423233138FINANCE162023FA","9781423233138","Finance","Zarruk, Emilio","","BarCharts Publishing,  Inc.","2016",6.95,5.21,0,0,"ISBN"
"9781423233138FINANCE162023JA","9781423233138","Finance","Zarruk, Emilio","","BarCharts Publishing,  Inc.","2016",6.95,5.21,0,0,"ISBN"
"9781423233138FINANCE162023SP","9781423233138","Finance","Zarruk, Emilio","","BarCharts Publishing,  Inc.","2016",6.95,5.21,0,0,"ISBN"
"9781423233138FINANCE162023SU","9781423233138","Finance","Zarruk, Emilio","","BarCharts Publishing,  Inc.","2016",6.95,5.21,0,0,"ISBN"
"9781423233138FINANCE162024FA","9781423233138","Finance","Zarruk, Emilio","","BarCharts Publishing,  Inc.","2016",6.95,5.21,0,0,"ISBN"
"9781423233138FINANCE162024SP","9781423233138","Finance","Zarruk, Emilio","","BarCharts Publishing,  Inc.","2016",6.95,5.21,0,0,"ISBN"
"9781423233138FINANCE162024SU","9781423233138","Finance","Zarruk, Emilio","","BarCharts Publishing,  Inc.","2016",6.95,5.21,0,0,"ISBN"
"9781423233138FINANCE162025FA","9781423233138","Finance","Zarruk, Emilio","","BarCharts Publishing,  Inc.","2016",6.95,5.21,0,0,"ISBN"
"9781451169157EBK PHARMCARDS4","9781451169157","Ebk Pharmcards                         ","Johannsen     ","","Dgtl Bncom","",45,33.75,0,0,"COOP"
"9781555847739EBK FRISK2011SP","9781555847739","Ebk Frisk                              ","Cooper        ","       ","Dgtl Bncom","",8,6,0,0,"COOP"
"9781555976903CITIZEN142015SP","9781555976903","Citizen: An American Lyric","Rankine, Claudia","","Graywolf Press","2014",20,15,0,0,"ISBN"
"9781555976903CITIZEN142016SP","9781555976903","Citizen: An American Lyric","Rankine, Claudia","","Graywolf Press","2014",20,15,0,0,"ISBN"
"9781555976903CITIZEN142017FA","9781555976903","Citizen: An American Lyric","Rankine, Claudia","","Graywolf Press","2014",20,15,0,0,"ISBN"
"9781555976903CITIZEN142018SP","9781555976903","Citizen: An American Lyric","Rankine, Claudia","","Graywolf Press","2014",20,15,0,0,"ISBN"
"9781555976903CITIZEN142020FA","9781555976903","Citizen: An American Lyric","Rankine, Claudia","","Graywolf Press","2014",20,15,0,0,"ISBN"
