"FCLT_ROOM_HIST_KEY","FISCAL_PERIOD","FCLT_ROOM_KEY","BUILDING_ROOM","FCLT_BUILDING_KEY","FLOOR","FCLT_FLOOR_KEY","ROOM","SPACE_ID","FCLT_MAJOR_USE_KEY","MAJOR_USE_DESC","FCLT_USE_KEY","USE_DESC","FCLT_MINOR_USE_KEY","MINOR_USE_DESC","FCLT_ORGANIZATION_KEY","ORGANIZATION_NAME","FCLT_MINOR_ORGANIZATION_KEY","MINOR_ORGANIZATION","AREA","ROOM_FULL_NAME","DEPT_CODE","ACCESS_LEVEL","LATITUDE_WGS","LONGITUDE_WGS","NORTHING_SPCS","EASTING_SPCS","WAREHOUSE_LOAD_DATE"
"3-208D-201505","201505","3-208D","3-208D","3","2","3-2","208D","3-2-208D","108","OFFICES","162","SECY/R","","","211","OFPROV","","",155.97,"","","2",,,,,01-DEC-14
"3-208T-201505","201505","3-208T","3-208T","3","2","3-2","208T","3-2-208T","107","MECHANIC","155","TELE","","","149","DOF","","",11.22,"","","0",,,,,01-DEC-14
"3-210E-201505","201505","3-210E","3-210E","3","2","3-2","210E","3-2-210E","107","MECHANIC","153","ELEC","","","149","DOF","","",8.26,"","","0",,,,,01-DEC-14
"3-211-201505","201505","3-211","3-211","3","2","3-2","211","3-2-211","108","OFFICES","157","CONF","","","210","OFPRES","","",350.08,"SIMONIDES CONFERENCE ROOM, CONSTANTINE B.","","2",,,,,01-DEC-14
"3-212-201505","201505","3-212","3-212","3","2","3-2","212","3-2-212","108","OFFICES","158","OFF","","","211","OFPROV","","",398.59,"","","2",,,,,01-DEC-14
"3-212A-201505","201505","3-212A","3-212A","3","2","3-2","212A","3-2-212A","108","OFFICES","161","P LAV","","","211","OFPROV","","",11.38,"","","2",,,,,01-DEC-14
"3-212B-201505","201505","3-212B","3-212B","3","2","3-2","212B","3-2-212B","108","OFFICES","159","OFF SV","","","211","OFPROV","","",11.57,"","","2",,,,,01-DEC-14
"3-213-201505","201505","3-213","3-213","3","2","3-2","213","3-2-213","108","OFFICES","160","P CIRC","","","210","OFPRES","","",68,"","","2",,,,,01-DEC-14
"3-213A-201505","201505","3-213A","3-213A","3","2","3-2","213A","3-2-213A","108","OFFICES","159","OFF SV","","","210","OFPRES","","",124.18,"","","2",,,,,01-DEC-14
"3-213B-201505","201505","3-213B","3-213B","3","2","3-2","213B","3-2-213B","108","OFFICES","159","OFF SV","","","210","OFPRES","","",12.4,"","","2",,,,,01-DEC-14
"3-213E-201505","201505","3-213E","3-213E","3","2","3-2","213E","3-2-213E","107","MECHANIC","153","ELEC","","","149","DOF","","",7.5,"","","0",,,,,01-DEC-14
"3-215-201505","201505","3-215","3-215","3","2","3-2","215","3-2-215","108","OFFICES","161","P LAV","","","150","DOFADM","","",64.17,"","","2",,,,,01-DEC-14
"3-215A-201505","201505","3-215A","3-215A","3","2","3-2","215A","3-2-215A","101","BLDG SRV","105","JAN ST","","","149","DOF","","",15.82,"","","1",,,,,01-DEC-14
"3-217-201505","201505","3-217","3-217","3","2","3-2","217","3-2-217","108","OFFICES","159","OFF SV","","","210","OFPRES","","",48.71,"","","2",,,,,01-DEC-14
"3-217A-201505","201505","3-217A","3-217A","3","2","3-2","217A","3-2-217A","108","OFFICES","159","OFF SV","","","211","OFPROV","","",127.89,"","","2",,,,,01-DEC-14
"3-219-201505","201505","3-219","3-219","3","2","3-2","219","3-2-219","108","OFFICES","159","OFF SV","","","210","OFPRES","","",51.13,"","","2",,,,,01-DEC-14
"3-219A-201505","201505","3-219A","3-219A","3","2","3-2","219A","3-2-219A","108","OFFICES","159","OFF SV","","","125","CHAIRM","","",134.25,"","","2",,,,,01-DEC-14
"3-221-201505","201505","3-221","3-221","3","2","3-2","221","3-2-221","108","OFFICES","162","SECY/R","","","163","EXECVP","","",251.31,"","","2",,,,,01-DEC-14
"3-221A-201505","201505","3-221A","3-221A","3","2","3-2","221A","3-2-221A","108","OFFICES","157","CONF","","","163","EXECVP","","",345.48,"","","2",,,,,01-DEC-14
"3-221B-201505","201505","3-221B","3-221B","3","2","3-2","221B","3-2-221B","108","OFFICES","159","OFF SV","","","163","EXECVP","","",10.11,"","","2",,,,,01-DEC-14
"3-227-201505","201505","3-227","3-227","3","2","3-2","227","3-2-227","108","OFFICES","159","OFF SV","","","210","OFPRES","","",472.65,"","","2",,,,,01-DEC-14
"3-229J-201505","201505","3-229J","3-229J","3","2","3-2","229J","3-2-229J","101","BLDG SRV","103","JAN CL","","","149","DOF","","",27.27,"","","1",,,,,01-DEC-14
"3-231-201505","201505","3-231","3-231","3","2","3-2","231","3-2-231","108","OFFICES","162","SECY/R","","","211","OFPROV","","",165.87,"","","2",,,,,01-DEC-14
"3-231A-201505","201505","3-231A","3-231A","3","2","3-2","231A","3-2-231A","108","OFFICES","158","OFF","","","211","OFPROV","","",298.83,"","","2",,,,,01-DEC-14
"3-231B-201505","201505","3-231B","3-231B","3","2","3-2","231B","3-2-231B","108","OFFICES","159","OFF SV","","","211","OFPROV","","",51.95,"","","2",,,,,01-DEC-14
"3-231C-201505","201505","3-231C","3-231C","3","2","3-2","231C","3-2-231C","108","OFFICES","159","OFF SV","","","211","OFPROV","","",6.33,"","","2",,,,,01-DEC-14
"3-232T-201505","201505","3-232T","3-232T","3","2","3-2","232T","3-2-232T","107","MECHANIC","155","TELE","","","149","DOF","","",3.39,"","","0",,,,,01-DEC-14
"3-233-201505","201505","3-233","3-233","3","2","3-2","233","3-2-233","108","OFFICES","159","OFF SV","","","199","MECH","","",13.5,"","","2",,,,,01-DEC-14
"3-233E-201505","201505","3-233E","3-233E","3","2","3-2","233E","3-2-233E","107","MECHANIC","153","ELEC","","","149","DOF","","",13.5,"","","0",,,,,01-DEC-14
"3-234-201505","201505","3-234","3-234","3","2","3-2","234","3-2-234","108","OFFICES","162","SECY/R","","","211","OFPROV","","",272.23,"","","2",,,,,01-DEC-14
"3-234A-201505","201505","3-234A","3-234A","3","2","3-2","234A","3-2-234A","108","OFFICES","158","OFF","","","211","OFPROV","","",361.74,"","","2",,,,,01-DEC-14
"3-234AA-201505","201505","3-234AA","3-234AA","3","2","3-2","234AA","3-2-234AA","107","MECHANIC","156","U/M","","","149","DOF","","",28.75,"","","0",,,,,01-DEC-14
"3-234B-201505","201505","3-234B","3-234B","3","2","3-2","234B","3-2-234B","108","OFFICES","158","OFF","","","211","OFPROV","","",159.13,"","","2",,,,,01-DEC-14
"3-234C-201505","201505","3-234C","3-234C","3","2","3-2","234C","3-2-234C","108","OFFICES","159","OFF SV","","","211","OFPROV","","",95,"","","2",,,,,01-DEC-14
"3-237-201505","201505","3-237","3-237","3","2","3-2","237","3-2-237","106","LABS","145","LAB SV","","","199","MECH","","",500.24,"","","2",,,,,01-DEC-14
"3-237A-201505","201505","3-237A","3-237A","3","2","3-2","237A","3-2-237A","106","LABS","147","RES LO","","","199","MECH","","",91.53,"","","2",,,,,01-DEC-14
"3-237B-201505","201505","3-237B","3-237B","3","2","3-2","237B","3-2-237B","106","LABS","147","RES LO","","","199","MECH","","",92.46,"","","2",,,,,01-DEC-14
"3-237C-201505","201505","3-237C","3-237C","3","2","3-2","237C","3-2-237C","106","LABS","145","LAB SV","","","199","MECH","","",66.39,"","","2",,,,,01-DEC-14
"3-237D-201505","201505","3-237D","3-237D","3","2","3-2","237D","3-2-237D","106","LABS","148","RS LAB","","","199","MECH","","",180.25,"","","2",,,,,01-DEC-14
"3-237F-201505","201505","3-237F","3-237F","3","2","3-2","237F","3-2-237F","106","LABS","145","LAB SV","","","199","MECH","","",76.84,"","","2",,,,,01-DEC-14
"3-237G-201505","201505","3-237G","3-237G","3","2","3-2","237G","3-2-237G","106","LABS","147","RES LO","","","199","MECH","","",83.24,"","","2",,,,,01-DEC-14
"3-237H-201505","201505","3-237H","3-237H","3","2","3-2","237H","3-2-237H","106","LABS","147","RES LO","","","199","MECH","","",84.06,"","","2",,,,,01-DEC-14
"3-237K-201505","201505","3-237K","3-237K","3","2","3-2","237K","3-2-237K","106","LABS","147","RES LO","","","199","MECH","","",768.49,"","","2",,,,,01-DEC-14
"3-237W-201505","201505","3-237W","3-237W","3","2","3-2","237W","3-2-237W","108","OFFICES","157","CONF","","","199","MECH","","",414.02,"","","2",,,,,01-DEC-14
"3-237X-201505","201505","3-237X","3-237X","3","2","3-2","237X","3-2-237X","106","LABS","147","RES LO","","","199","MECH","","",162.67,"","","2",,,,,01-DEC-14
"3-237Y-201505","201505","3-237Y","3-237Y","3","2","3-2","237Y","3-2-237Y","106","LABS","145","LAB SV","","","199","MECH","","",41.79,"","","2",,,,,01-DEC-14
"3-240-201505","201505","3-240","3-240","3","2","3-2","240","3-2-240","108","OFFICES","162","SECY/R","","","211","OFPROV","","",272.23,"","","2",,,,,01-DEC-14
"3-240A-201505","201505","3-240A","3-240A","3","2","3-2","240A","3-2-240A","108","OFFICES","158","OFF","","","211","OFPROV","","",292,"","","2",,,,,01-DEC-14
"3-240B-201505","201505","3-240B","3-240B","3","2","3-2","240B","3-2-240B","108","OFFICES","158","OFF","","","211","OFPROV","","",265.22,"","","2",,,,,01-DEC-14
"3-241E-201505","201505","3-241E","3-241E","3","2","3-2","241E","3-2-241E","107","MECHANIC","153","ELEC","","","149","DOF","","",22.21,"","","0",,,,,01-DEC-14
"3-244-201505","201505","3-244","3-244","3","2","3-2","244","3-2-244","108","OFFICES","158","OFF","","","199","MECH","","",265.22,"","","2",,,,,01-DEC-14
"3-245-201505","201505","3-245","3-245","3","2","3-2","245","3-2-245","106","LABS","145","LAB SV","","","199","MECH","","",196.26,"","","2",,,,,01-DEC-14
"3-245A-201505","201505","3-245A","3-245A","3","2","3-2","245A","3-2-245A","106","LABS","145","LAB SV","","","199","MECH","","",199.65,"","","2",,,,,01-DEC-14
"3-245B-201505","201505","3-245B","3-245B","3","2","3-2","245B","3-2-245B","106","LABS","148","RS LAB","","","199","MECH","","",594.61,"","","2",,,,,01-DEC-14
"3-246-201505","201505","3-246","3-246","3","2","3-2","246","3-2-246","108","OFFICES","162","SECY/R","","","199","MECH","","",128.52,"","","2",,,,,01-DEC-14
"3-246A-201505","201505","3-246A","3-246A","3","2","3-2","246A","3-2-246A","108","OFFICES","158","OFF","","","199","MECH","","",144.77,"","","2",,,,,01-DEC-14
"3-246B-201505","201505","3-246B","3-246B","3","2","3-2","246B","3-2-246B","108","OFFICES","159","OFF SV","","","199","MECH","","",14.48,"","","2",,,,,01-DEC-14
"3-248-201505","201505","3-248","3-248","3","2","3-2","248","3-2-248","108","OFFICES","158","OFF","","","199","MECH","","",230.67,"","","2",,,,,01-DEC-14
"3-249-201505","201505","3-249","3-249","3","2","3-2","249","3-2-249","106","LABS","145","LAB SV","","","199","MECH","","",425.56,"","","2",,,,,01-DEC-14
"3-249A-201505","201505","3-249A","3-249A","3","2","3-2","249A","3-2-249A","106","LABS","147","RES LO","","","199","MECH","","",85.36,"","","2",,,,,01-DEC-14
"3-249B-201505","201505","3-249B","3-249B","3","2","3-2","249B","3-2-249B","106","LABS","147","RES LO","","","199","MECH","","",86.18,"","","2",,,,,01-DEC-14
"3-249C-201505","201505","3-249C","3-249C","3","2","3-2","249C","3-2-249C","106","LABS","145","LAB SV","","","199","MECH","","",81.67,"","","2",,,,,01-DEC-14
"3-249D-201505","201505","3-249D","3-249D","3","2","3-2","249D","3-2-249D","106","LABS","148","RS LAB","","","199","MECH","","",174.65,"","","2",,,,,01-DEC-14
"3-249DA-201505","201505","3-249DA","3-249DA","3","2","3-2","249DA","3-2-249DA","106","LABS","144","LAB SP","","","199","MECH","","",9.5,"","","2",,,,,01-DEC-14
"3-249F-201505","201505","3-249F","3-249F","3","2","3-2","249F","3-2-249F","106","LABS","145","LAB SV","","","199","MECH","","",74.69,"","","2",,,,,01-DEC-14
"3-249G-201505","201505","3-249G","3-249G","3","2","3-2","249G","3-2-249G","106","LABS","147","RES LO","","","199","MECH","","",89.61,"","","2",,,,,01-DEC-14
"3-249H-201505","201505","3-249H","3-249H","3","2","3-2","249H","3-2-249H","106","LABS","147","RES LO","","","199","MECH","","",88.31,"","","2",,,,,01-DEC-14
"3-249K-201505","201505","3-249K","3-249K","3","2","3-2","249K","3-2-249K","106","LABS","148","RS LAB","","","199","MECH","","",603.17,"","","2",,,,,01-DEC-14
"3-250-201505","201505","3-250","3-250","3","2","3-2","250","3-2-250","108","OFFICES","158","OFF","","","199","MECH","","",237.33,"","","2",,,,,01-DEC-14
"3-252-201505","201505","3-252","3-252","3","2","3-2","252","3-2-252","108","OFFICES","162","SECY/R","","","199","MECH","","",241.33,"","","2",,,,,01-DEC-14
"3-254-201505","201505","3-254","3-254","3","2","3-2","254","3-2-254","108","OFFICES","158","OFF","","","199","MECH","","",308,"","","2",,,,,01-DEC-14
"3-256-201505","201505","3-256","3-256","3","2","3-2","256","3-2-256","108","OFFICES","158","OFF","","","199","MECH","","",263.68,"","","2",,,,,01-DEC-14
"3-257-201505","201505","3-257","3-257","3","2","3-2","257","3-2-257","106","LABS","145","LAB SV","","","199","MECH","","",98.37,"","","2",,,,,01-DEC-14
"3-257A-201505","201505","3-257A","3-257A","3","2","3-2","257A","3-2-257A","106","LABS","145","LAB SV","","","199","MECH","","",32.69,"","","2",,,,,01-DEC-14
"3-257B-201505","201505","3-257B","3-257B","3","2","3-2","257B","3-2-257B","106","LABS","148","RS LAB","","","199","MECH","","",646.93,"","","2",,,,,01-DEC-14
"3-257K-201505","201505","3-257K","3-257K","3","2","3-2","257K","3-2-257K","106","LABS","148","RS LAB","","","199","MECH","","",390.35,"","","2",,,,,01-DEC-14
"3-258-201505","201505","3-258","3-258","3","2","3-2","258","3-2-258","108","OFFICES","162","SECY/R","","","199","MECH","","",122.65,"","","2",,,,,01-DEC-14
"3-258A-201505","201505","3-258A","3-258A","3","2","3-2","258A","3-2-258A","108","OFFICES","158","OFF","","","199","MECH","","",146.45,"","","2",,,,,01-DEC-14
"3-259T-201505","201505","3-259T","3-259T","3","2","3-2","259T","3-2-259T","107","MECHANIC","155","TELE","","","149","DOF","","",90.8,"","","0",,,,,01-DEC-14
"3-260-201505","201505","3-260","3-260","3","2","3-2","260","3-2-260","108","OFFICES","158","OFF","","","199","MECH","","",285.89,"","","2",,,,,01-DEC-14
"3-262-201505","201505","3-262","3-262","3","2","3-2","262","3-2-262","108","OFFICES","158","OFF","","","199","MECH","","",289.44,"","","2",,,,,01-DEC-14
"3-263-201505","201505","3-263","3-263","3","2","3-2","263","3-2-263","106","LABS","144","LAB SP","","","199","MECH","","",386.48,"","","2",,,,,01-DEC-14
"3-264-201505","201505","3-264","3-264","3","2","3-2","264","3-2-264","108","OFFICES","162","SECY/R","","","199","MECH","","",289.44,"","","2",,,,,01-DEC-14
"3-266-201505","201505","3-266","3-266","3","2","3-2","266","3-2-266","108","OFFICES","158","OFF","","","199","MECH","","",280.35,"","","2",,,,,01-DEC-14
"3-267E-201505","201505","3-267E","3-267E","3","2","3-2","267E","3-2-267E","107","MECHANIC","153","ELEC","","","149","DOF","","",10.69,"","","0",,,,,01-DEC-14
"3-269-201505","201505","3-269","3-269","3","2","3-2","269","3-2-269","106","LABS","148","RS LAB","","","199","MECH","","",784.24,"","","2",,,,,01-DEC-14
"3-269A-201505","201505","3-269A","3-269A","3","2","3-2","269A","3-2-269A","106","LABS","148","RS LAB","","","199","MECH","","",173.39,"","","2",,,,,01-DEC-14
"3-269AA-201505","201505","3-269AA","3-269AA","3","2","3-2","269AA","3-2-269AA","106","LABS","147","RES LO","","","199","MECH","","",25,"","","2",,,,,01-DEC-14
"3-270-201505","201505","3-270","3-270","3","2","3-2","270","3-2-270","103","CLASSRMS","115","LECT H","","","233","REGIST","","",1633.56,"","","2",,,,,01-DEC-14
"3-270A-201505","201505","3-270A","3-270A","3","2","3-2","270A","3-2-270A","103","CLASSRMS","113","CLA SV","","","233","REGIST","","",5.42,"","","2",,,,,01-DEC-14
"3-271E-201505","201505","3-271E","3-271E","3","2","3-2","271E","3-2-271E","107","MECHANIC","153","ELEC","","","149","DOF","","",66.69,"","","0",,,,,01-DEC-14
"3-282-201505","201505","3-282","3-282","3","2","3-2","282","3-2-282","108","OFFICES","162","SECY/R","","","243","S ENG","","",152.13,"","","2",,,,,01-DEC-14
"3-282A-201505","201505","3-282A","3-282A","3","2","3-2","282A","3-2-282A","108","OFFICES","158","OFF","","","243","S ENG","","",155.35,"","","2",,,,,01-DEC-14
"3-282B-201505","201505","3-282B","3-282B","3","2","3-2","282B","3-2-282B","108","OFFICES","159","OFF SV","","","243","S ENG","","",9.44,"","","2",,,,,01-DEC-14
"3-300CA-201505","201505","3-300CA","3-300CA","3","3","3-3","300CA","3-3-300CA","102","CIRCULAT","109","CORR","","","149","DOF","","",1958.49,"","","3",,,,,01-DEC-14
"3-300CB-201505","201505","3-300CB","3-300CB","3","3","3-3","300CB","3-3-300CB","102","CIRCULAT","109","CORR","","","149","DOF","","",2259.88,"","","3",,,,,01-DEC-14
"3-300CC-201505","201505","3-300CC","3-300CC","3","3","3-3","300CC","3-3-300CC","102","CIRCULAT","109","CORR","","","149","DOF","","",557.22,"","","3",,,,,01-DEC-14
"3-300E1-201505","201505","3-300E1","3-300E1","3","3","3-3","300E1","3-3-300E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",86.29,"","","3",,,,,01-DEC-14
"3-300E2-201505","201505","3-300E2","3-300E2","3","3","3-3","300E2","3-3-300E2","102","CIRCULAT","110","ELEV","","","149","DOF","","",56.25,"","","3",,,,,01-DEC-14
"3-300LA-201505","201505","3-300LA","3-300LA","3","3","3-3","300LA","3-3-300LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",72.84,"","","3",,,,,01-DEC-14
"3-300SA-201505","201505","3-300SA","3-300SA","3","3","3-3","300SA","3-3-300SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",391.79,"","","3",,,,,01-DEC-14
"3-300SC-201505","201505","3-300SC","3-300SC","3","3","3-3","300SC","3-3-300SC","102","CIRCULAT","112","STAIR","","","149","DOF","","",262.17,"","","3",,,,,01-DEC-14
"3-300Z-201505","201505","3-300Z","3-300Z","3","3","3-3","300Z","3-3-300Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",571.28,"","","0",,,,,01-DEC-14
"3-301-201505","201505","3-301","3-301","3","3","3-3","301","3-3-301","101","BLDG SRV","102","F LAV","","","149","DOF","","",278.74,"","","3",,,,,01-DEC-14
"3-301J-201505","201505","3-301J","3-301J","3","3","3-3","301J","3-3-301J","101","BLDG SRV","103","JAN CL","","","149","DOF","","",37.29,"","","1",,,,,01-DEC-14
"3-302-201505","201505","3-302","3-302","3","3","3-3","302","3-3-302","108","OFFICES","159","OFF SV","","","252","SSSV","","",342.63,"","","2",,,,,01-DEC-14
"3-302A-201505","201505","3-302A","3-302A","3","3","3-3","302A","3-3-302A","108","OFFICES","161","P LAV","","","252","SSSV","","",149.07,"","","2",,,,,01-DEC-14
"3-303-201505","201505","3-303","3-303","3","3","3-3","303","3-3-303","108","OFFICES","162","SECY/R","","","110","ARCH","","",155.82,"","","2",,,,,01-DEC-14
"3-303A-201505","201505","3-303A","3-303A","3","3","3-3","303A","3-3-303A","108","OFFICES","158","OFF","","","110","ARCH","","",166.08,"","","2",,,,,01-DEC-14
"3-303B-201505","201505","3-303B","3-303B","3","3","3-3","303B","3-3-303B","108","OFFICES","159","OFF SV","","","110","ARCH","","",4.51,"","","2",,,,,01-DEC-14
"3-303C-201505","201505","3-303C","3-303C","3","3","3-3","303C","3-3-303C","108","OFFICES","159","OFF SV","","","110","ARCH","","",2.92,"","","2",,,,,01-DEC-14
"3-304-201505","201505","3-304","3-304","3","3","3-3","304","3-3-304","108","OFFICES","159","OFF SV","","","133","CMPACT","","",113.97,"","","2",,,,,01-DEC-14
"3-304Z-201505","201505","3-304Z","3-304Z","3","3","3-3","304Z","3-3-304Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",66.82,"","","0",,,,,01-DEC-14
"3-305-201505","201505","3-305","3-305","3","3","3-3","305","3-3-305","108","OFFICES","157","CONF","","","110","ARCH","","",157.76,"","","2",,,,,01-DEC-14
"3-305B-201505","201505","3-305B","3-305B","3","3","3-3","305B","3-3-305B","108","OFFICES","159","OFF SV","","","110","ARCH","","",11.23,"","","2",,,,,01-DEC-14
"3-305C-201505","201505","3-305C","3-305C","3","3","3-3","305C","3-3-305C","108","OFFICES","159","OFF SV","","","110","ARCH","","",12.6,"","","2",,,,,01-DEC-14
"3-305D-201505","201505","3-305D","3-305D","3","3","3-3","305D","3-3-305D","108","OFFICES","158","OFF","","","110","ARCH","","",81.86,"","","2",,,,,01-DEC-14
"3-305F-201505","201505","3-305F","3-305F","3","3","3-3","305F","3-3-305F","108","OFFICES","158","OFF","","","110","ARCH","","",79.98,"","","2",,,,,01-DEC-14
"3-306-201505","201505","3-306","3-306","3","3","3-3","306","3-3-306","108","OFFICES","159","OFF SV","","","133","CMPACT","","",89.43,"","","2",,,,,01-DEC-14
"3-306A-201505","201505","3-306A","3-306A","3","3","3-3","306A","3-3-306A","108","OFFICES","159","OFF SV","","","133","CMPACT","","",3.65,"","","2",,,,,01-DEC-14
"3-307-201505","201505","3-307","3-307","3","3","3-3","307","3-3-307","108","OFFICES","158","OFF","","","110","ARCH","","",339.7,"","","2",,,,,01-DEC-14
"3-309-201505","201505","3-309","3-309","3","3","3-3","309","3-3-309","106","LABS","150","STUDIO","","","110","ARCH","","",671.34,"","","2",,,,,01-DEC-14
"3-310-201505","201505","3-310","3-310","3","3","3-3","310","3-3-310","111","STUDY","182","STUDY","","","133","CMPACT","","",799.95,"CHENEY ROOM, MARGARET","","2",,,,,01-DEC-14
"3-310A-201505","201505","3-310A","3-310A","3","3","3-3","310A","3-3-310A","108","OFFICES","159","OFF SV","","","133","CMPACT","","",211.86,"","","2",,,,,01-DEC-14
"3-312-201505","201505","3-312","3-312","3","3","3-3","312","3-3-312","108","OFFICES","159","OFF SV","","","133","CMPACT","","",483.41,"","","2",,,,,01-DEC-14
"3-313-201505","201505","3-313","3-313","3","3","3-3","313","3-3-313","106","LABS","148","RS LAB","","","199","MECH","","",426.28,"","","2",,,,,01-DEC-14
"3-315-201505","201505","3-315","3-315","3","3","3-3","315","3-3-315","106","LABS","148","RS LAB","","","199","MECH","","",545.64,"","","2",,,,,01-DEC-14
"3-315E-201505","201505","3-315E","3-315E","3","3","3-3","315E","3-3-315E","107","MECHANIC","153","ELEC","","","149","DOF","","",10.49,"","","0",,,,,01-DEC-14
"3-319-201505","201505","3-319","3-319","3","3","3-3","319","3-3-319","106","LABS","148","RS LAB","","","199","MECH","","",462.19,"","","2",,,,,01-DEC-14
"3-319A-201505","201505","3-319A","3-319A","3","3","3-3","319A","3-3-319A","106","LABS","145","LAB SV","","","199","MECH","","",51.33,"","","2",,,,,01-DEC-14
"3-327-201505","201505","3-327","3-327","3","3","3-3","327","3-3-327","112","SUPPORT","184","CMPUTR","","","179","IS&T","","",165.26,"","","2",,,,,01-DEC-14
"3-329-201505","201505","3-329","3-329","3","3","3-3","329","3-3-329","108","OFFICES","157","CONF","","","110","ARCH","","",267.59,"","","2",,,,,01-DEC-14
"3-331-201505","201505","3-331","3-331","3","3","3-3","331","3-3-331","101","BLDG SRV","106","M LAV","","","149","DOF","","",156.58,"","","3",,,,,01-DEC-14
"3-331J-201505","201505","3-331J","3-331J","3","3","3-3","331J","3-3-331J","101","BLDG SRV","103","JAN CL","","","149","DOF","","",19.15,"","","1",,,,,01-DEC-14
"3-331Z-201505","201505","3-331Z","3-331Z","3","3","3-3","331Z","3-3-331Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",29.43,"","","0",,,,,01-DEC-14
"3-331Z1-201505","201505","3-331Z1","3-331Z1","3","3","3-3","331Z1","3-3-331Z1","107","MECHANIC","154","SHAFT","","","149","DOF","","",51.01,"","","0",,,,,01-DEC-14
"3-332-201505","201505","3-332","3-332","3","3","3-3","332","3-3-332","108","OFFICES","158","OFF","","","199","MECH","","",342.56,"","","2",,,,,01-DEC-14
"3-332A-201505","201505","3-332A","3-332A","3","3","3-3","332A","3-3-332A","107","MECHANIC","156","U/M","","","149","DOF","","",28.84,"","","0",,,,,01-DEC-14
"3-332E-201505","201505","3-332E","3-332E","3","3","3-3","332E","3-3-332E","107","MECHANIC","153","ELEC","","","149","DOF","","",8.5,"","","0",,,,,01-DEC-14
"3-333-201505","201505","3-333","3-333","3","3","3-3","333","3-3-333","103","CLASSRMS","114","CLASS","","","233","REGIST","","",834.53,"","","2",,,,,01-DEC-14
"3-334-201505","201505","3-334","3-334","3","3","3-3","334","3-3-334","108","OFFICES","158","OFF","","","199","MECH","","",271.94,"","","2",,,,,01-DEC-14
"3-335-201505","201505","3-335","3-335","3","3","3-3","335","3-3-335","107","MECHANIC","156","U/M","","","149","DOF","","",43.11,"","","0",,,,,01-DEC-14
"3-336-201505","201505","3-336","3-336","3","3","3-3","336","3-3-336","108","OFFICES","158","OFF","","","199","MECH","","",276.53,"","","2",,,,,01-DEC-14
"3-337-201505","201505","3-337","3-337","3","3","3-3","337","3-3-337","108","OFFICES","162","SECY/R","","","199","MECH","","",82.36,"","","2",,,,,01-DEC-14
"3-338-201505","201505","3-338","3-338","3","3","3-3","338","3-3-338","108","OFFICES","158","OFF","","","199","MECH","","",281.11,"","","2",,,,,01-DEC-14
"3-339-201505","201505","3-339","3-339","3","3","3-3","339","3-3-339","106","LABS","145","LAB SV","","","199","MECH","","",526.29,"","","2",,,,,01-DEC-14
"3-339A-201505","201505","3-339A","3-339A","3","3","3-3","339A","3-3-339A","108","OFFICES","157","CONF","","","199","MECH","","",118.14,"","","2",,,,,01-DEC-14
"3-339B-201505","201505","3-339B","3-339B","3","3","3-3","339B","3-3-339B","106","LABS","147","RES LO","","","199","MECH","","",113.92,"","","2",,,,,01-DEC-14
"3-339C-201505","201505","3-339C","3-339C","3","3","3-3","339C","3-3-339C","106","LABS","147","RES LO","","","199","MECH","","",113.92,"","","2",,,,,01-DEC-14
"3-339D-201505","201505","3-339D","3-339D","3","3","3-3","339D","3-3-339D","106","LABS","147","RES LO","","","199","MECH","","",70.18,"","","2",,,,,01-DEC-14
"3-339E-201505","201505","3-339E","3-339E","3","3","3-3","339E","3-3-339E","107","MECHANIC","153","ELEC","","","149","DOF","","",12.25,"","","0",,,,,01-DEC-14
"3-339F-201505","201505","3-339F","3-339F","3","3","3-3","339F","3-3-339F","106","LABS","147","RES LO","","","199","MECH","","",182.33,"","","2",,,,,01-DEC-14
"3-339G-201505","201505","3-339G","3-339G","3","3","3-3","339G","3-3-339G","106","LABS","147","RES LO","","","199","MECH","","",186.09,"","","2",,,,,01-DEC-14
"3-339H-201505","201505","3-339H","3-339H","3","3","3-3","339H","3-3-339H","106","LABS","147","RES LO","","","199","MECH","","",189.78,"","","2",,,,,01-DEC-14
"3-339K-201505","201505","3-339K","3-339K","3","3","3-3","339K","3-3-339K","106","LABS","147","RES LO","","","199","MECH","","",191.73,"","","2",,,,,01-DEC-14
"3-339L-201505","201505","3-339L","3-339L","3","3","3-3","339L","3-3-339L","106","LABS","147","RES LO","","","199","MECH","","",191.72,"","","2",,,,,01-DEC-14
"3-339N-201505","201505","3-339N","3-339N","3","3","3-3","339N","3-3-339N","106","LABS","147","RES LO","","","199","MECH","","",191.72,"","","2",,,,,01-DEC-14
"3-339P-201505","201505","3-339P","3-339P","3","3","3-3","339P","3-3-339P","106","LABS","147","RES LO","","","199","MECH","","",189.79,"","","2",,,,,01-DEC-14
"3-339Q-201505","201505","3-339Q","3-339Q","3","3","3-3","339Q","3-3-339Q","106","LABS","147","RES LO","","","199","MECH","","",180.12,"","","2",,,,,01-DEC-14
