"HR_ORG_UNIT_KEY","HR_ORG_UNIT_ID","HR_ORG_UNIT_TITLE","HR_ORG_UNIT_LEVEL","HR_DEPARTMENT_CODE","HR_DEPARTMENT_ABBR","HR_DEPARTMENT_CODE_OLD","HR_DEPARTMENT_NAME","HR_DEPARTMENT_NAME_LONG","HR_DEPARTMENT_NAME_ALPHA","ORG_HIER_SCHOOL_AREA_NAME","ORG_HIER_TOP_LEVEL_NAME","ORG_HIER_ROOT_NAME","HR_ORG_LEVEL1_ID","HR_ORG_LEVEL1_SORT","HR_ORG_LEVEL1_NAME","HR_ORG_LEVEL2_ID","HR_ORG_LEVEL2_SORT","HR_ORG_LEVEL2_NAME","HR_ORG_LEVEL3_ID","HR_ORG_LEVEL3_SORT","HR_ORG_LEVEL3_NAME","HR_ORG_LEVEL4_ID","HR_ORG_LEVEL4_SORT","HR_ORG_LEVEL4_NAME","HR_ORG_LEVEL5_ID","HR_ORG_LEVEL5_SORT","HR_ORG_LEVEL5_NAME","DLC_KEY","WAREHOUSE_LOAD_DATE"
"O10000339","10000339","Biotechnology Process Engineering Center","DEPARTMENTS","10000339","HR-068800","068800","Biotechnology Process Engineering Center","Biotechnology Process Engineering Center","Biotechnology Process Engineering Center","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10000339","63","Biotechnology Process Engineering Center","","","","D_BPEC",03-OCT-24
"O10000346","10000346","Center for Innovation in Product Develmt","DEPARTMENTS","10000346","HR-068900","068900","Center for Innovation in Product Develmt","Center for Innovation in Product Development","Center for Innovation in Product Development","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10000346","64","Center for Innovation in Product Develmt","","","","D_CIPD",03-OCT-24
"O10000349","10000349","Sociotechnical Systems Research Center","DEPARTMENTS","10000349","HR-069400","069400","Sociotechnical Systems Research Center","Sociotechnical Systems Research Center","Sociotechnical Systems Research Center","Schwarzman College of Computing Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10005758","513","Schwarzman College of Computing Area","10000349","67","Sociotechnical Systems Research Center","","","","D_SSRC",03-OCT-24
"O10000352","10000352","Lab for Manufacturing & Productivity","DEPARTMENTS","10000352","HR-069700","069700","Lab for Manufacturing & Productivity","Laboratory for Manufacturing and Productivity","Lab for Manufacturing & Productivity","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10004983","419","Mechanical Eng Area","10000352","69","Lab for Manufacturing & Productivity","D_MECHE",03-OCT-24
"O10000355","10000355","Microphotonics Center","DEPARTMENTS","10000355","HR-069880","069880","Microphotonics Center","Microphotonics Center","Microphotonics Center","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10005608","496","Materials Research Laboratory Area","10000355","71","Microphotonics Center","D_MRL",03-OCT-24
"O10000356","10000356","Technology and Policy Program","DEPARTMENTS","10000356","HR-069900","069900","Technology and Policy Program","Technology and Policy Program","Technology and Policy Program","Schwarzman College of Computing Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10005758","513","Schwarzman College of Computing Area","10000356","72","Technology and Policy Program","","","","D_TPP",03-OCT-24
"O10000359","10000359","Economics","DEPARTMENTS","10000359","HR-091000","091000","Economics","Department of Economics","Economics, Department of","Humanities, Arts, & Social Sciences Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000020","12","Humanities, Arts, & Social Sciences Area","10004108","363","Economics Area","10000359","74","Economics","D_ECO",03-OCT-24
"O10000361","10000361","Anthropology Program","DEPARTMENTS","10000361","HR-093200","093200","Anthropology Program","Anthropology Program","Anthropology Program","Humanities, Arts, & Social Sciences Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000020","12","Humanities, Arts, & Social Sciences Area","10000361","75","Anthropology Program","","","","D_ANTHRO",03-OCT-24
"O10000362","10000362","Global Studies and Languages","DEPARTMENTS","10000362","HR-093300","093300","Global Studies and Languages","Global Studies and Languages","","Humanities, Arts, & Social Sciences Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000020","12","Humanities, Arts, & Social Sciences Area","10003608","340","Foreign Languages & Literature Area","10000362","76","Global Studies and Languages","D_FLL",03-OCT-24
"O10000364","10000364","Literature Section","DEPARTMENTS","10000364","HR-093600","093600","Literature Section","Literature Section","Literature Section","Humanities, Arts, & Social Sciences Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000020","12","Humanities, Arts, & Social Sciences Area","10003233","321","Literature Area","10000364","78","Literature Section","D_LIT",03-OCT-24
"O10000365","10000365","Music and Theater Arts Section","DEPARTMENTS","10000365","HR-093700","093700","Music and Theater Arts Section","Music and Theater Arts Section","Music and Theater Arts Section","Humanities, Arts, & Social Sciences Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000020","12","Humanities, Arts, & Social Sciences Area","10000365","79","Music and Theater Arts Section","","","","D_MTA",03-OCT-24
"O10000366","10000366","Comparative Media Studies/Writing","DEPARTMENTS","10000366","HR-093800","093800","Comparative Media Studies/Writing","Comparative Media Studies/Writing","","Humanities, Arts, & Social Sciences Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000020","12","Humanities, Arts, & Social Sciences Area","10000366","80","Comparative Media Studies/Writing","","","","D_CMS",03-OCT-24
"O10000371","10000371","Center for International Studies","DEPARTMENTS","10000371","HR-097500","097500","Center for International Studies","Center for International Studies","Center for International Studies","Humanities, Arts, & Social Sciences Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000020","12","Humanities, Arts, & Social Sciences Area","10000371","84","Center for International Studies","","","","D_CIS",03-OCT-24
"O10000396","10000396","System Dynamics Group","DEPARTMENTS","10000396","HR-121300","121300","System Dynamics Group","System Dynamics Group","System Dynamics Group","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10000396","86","System Dynamics Group","","","","D_SLOAN",03-OCT-24
"O10000404","10000404","Center for Collective Intelligence","DEPARTMENTS","10000404","HR-121920","121920","Center for Collective Intelligence","MIT Center for Collective Intelligence","MIT Center for Collective Intelligence","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005929","553","Sloan Research Centers & Initiative Area","10000404","87","Center for Collective Intelligence","D_SLOAN",03-OCT-24
"O10000405","10000405","Center for Information Systems Research","DEPARTMENTS","10000405","HR-121930","121930","Center for Information Systems Research","MIT Sloan Center for Information Systems Research","MIT Sloan Center for Information Systems Research","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005929","553","Sloan Research Centers & Initiative Area","10000405","88","Center for Information Systems Research","D_SLOAN",03-OCT-24
"O10000426","10000426","School of Science","DEPARTMENTS","10000426","HR-150000","150000","School of Science","School of Science","School of Science","Science Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000030","16","Science Area","10000426","89","School of Science","","","","D_DEANSCI",03-OCT-24
"O10000429","10000429","Biology","DEPARTMENTS","10000429","HR-151000","151000","Biology","Department of Biology","Biology, Department of","Science Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000030","16","Science Area","10000429","90","Biology","","","","D_BIOLOGY",03-OCT-24
"O10000491","10000491","Chemistry","DEPARTMENTS","10000491","HR-152000","152000","Chemistry","Department of Chemistry","Chemistry, Department of","Science Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000030","16","Science Area","10000491","91","Chemistry","","","","D_CHEM",03-OCT-24
"O10000535","10000535","Brain & Cognitive Sciences","DEPARTMENTS","10000535","HR-154500","154500","Brain & Cognitive Sciences","Department of Brain and Cognitive Sciences","Brain and Cognitive Sciences, Department of","Science Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000030","16","Science Area","10000535","94","Brain & Cognitive Sciences","","","","D_B&CS",03-OCT-24
"O10000536","10000536","Physics","DEPARTMENTS","10000536","HR-158000","158000","Physics","Department of Physics","Physics, Department of","Science Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000030","16","Science Area","10000536","95","Physics","","","","D_PHYSICS",03-OCT-24
"O10000541","10000541","Experimental Study Group","DEPARTMENTS","10000541","HR-159000","159000","Experimental Study Group","Experimental Study Group","Experimental Study Group","Chancellor's Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10003358","327","Chancellor's Area","10005583","494","Vice Chancellor Area","10005668","504","Office of the First Year Area","D_ESG",03-OCT-24
"O10000542","10000542","Picower Institute for Learning & Memory","DEPARTMENTS","10000542","HR-159300","159300","Picower Institute for Learning & Memory","Picower Institute for Learning & Memory","Picower Institute for Learning & Memory","Science Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000030","16","Science Area","10000542","97","Picower Institute for Learning & Memory","","","","D_PILM",03-OCT-24
"O10000544","10000544","Kavli Inst for Astrophysics & Space Rsrh","DEPARTMENTS","10000544","HR-159600","159600","Kavli Inst for Astrophysics & Space Rsrh","Kavli Institute for Astrophysics & Space Research","Kavli Institute for Astrophysics & Space Research","Science Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000030","16","Science Area","10000544","99","Kavli Inst for Astrophysics & Space Rsrh","","","","D_CSR",03-OCT-24
"O10000545","10000545","Koch Inst - Integrative Cancer Research","DEPARTMENTS","10000545","HR-402000","402000","Koch Inst - Integrative Cancer Research","David H Koch Institute for Integrative Cancer Res","David H Koch Institute for Integrative Cancer Res","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10000545","100","Koch Inst - Integrative Cancer Research","","","","D_KI",03-OCT-24
"O10000549","10000549","Harvard/MIT Division of HST","DEPARTMENTS","10000549","HR-161000","161000","Harvard/MIT Division of HST","Harvd-MIT Division of Health Sciences & Technology","Harvd-MIT Division of Health Sciences & Technology","Whitaker","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000036","21","Whitaker","10000549","103","Harvard/MIT Division of HST","","","","D_HST",03-OCT-24
"O10000552","10000552","Center for Environmental Health Sciences","DEPARTMENTS","10000552","HR-165000","165000","Center for Environmental Health Sciences","Center for Environmental Health Sciences","Center for Environmental Health Sciences","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10000552","105","Center for Environmental Health Sciences","","","","D_CEHS",03-OCT-24
"O10000554","10000554","Leaders for Global Operations Program","DEPARTMENTS","10000554","HR-170000","170000","Leaders for Global Operations Program","Leaders for Global Operations Program","Leaders for Global Operations Program","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10000554","107","Leaders for Global Operations Program","","","","D_LGO",03-OCT-24
"O10000556","10000556","ROTC Air Force","DEPARTMENTS","10000556","HR-187100","187100","ROTC Air Force","ROTC Air Force","ROTC Air Force","Chancellor's Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10003358","327","Chancellor's Area","10005583","494","Vice Chancellor Area","10000219","30","ROTC Programs Area","D_ROTC",03-OCT-24
"O10000565","10000565","Information Systems & Technology","DEPARTMENTS","10000565","HR-242800","242800","Information Systems & Technology","Information Systems & Technology","Information Systems & Technology","VP for Info Services & Technology Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10002058","248","VP for Info Services & Technology Area","10000194","28","Information Systems Area","10000565","111","Information Systems & Technology","D_IS&T",03-OCT-24
"O10000569","10000569","Plasma Science and Fusion Center","DEPARTMENTS","10000569","HR-243000","243000","Plasma Science and Fusion Center","Plasma Science and Fusion Center","Plasma Science and Fusion Center","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10000569","112","Plasma Science and Fusion Center","","","","D_PSFC",03-OCT-24
"O10000574","10000574","Operations Research Center","DEPARTMENTS","10000574","HR-121152","121152","Operations Research Center","Operations Research Center","Operations Research Center","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10000574","114","Operations Research Center","","","","D_SLOAN",03-OCT-24
"O10000575","10000575","Nuclear Reactor Laboratory","DEPARTMENTS","10000575","HR-264000","264000","Nuclear Reactor Laboratory","Nuclear Reactor Laboratory","Nuclear Reactor Laboratory","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10000575","115","Nuclear Reactor Laboratory","","","","D_NRL",03-OCT-24
