"PROGRAM_CODE","PROGRAM_TITLE","CATEGORY_CODE","CATEGORY_TITLE","FOUR_DIGIT_CODE","FOUR_DIGIT_TITLE","NOTE","WAREHOUSE_LOAD_DATE","VERSION"
"030208","Environmental/Natural Resources Law Enforcement and Protective Services","03","NATURAL RESOURCES AND CONSERVATION","0302","Environmental/Natural Resources Management and Policy","(2020) No substantive changes- CIP text change | New in 2010",17-MAY-23,"2020"
"030209","Energy and Environmental Policy","03","NATURAL RESOURCES AND CONSERVATION","0302","Environmental/Natural Resources Management and Policy","New in 2020",17-MAY-23,"2020"
"030210","Bioenergy","03","NATURAL RESOURCES AND CONSERVATION","0302","Environmental/Natural Resources Management and Policy","New in 2020",17-MAY-23,"2020"
"030299","Environmental/Natural Resources Management and Policy, Other","03","NATURAL RESOURCES AND CONSERVATION","0302","Environmental/Natural Resources Management and Policy","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"030300","Fishing and Fisheries Sciences and Management","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0303","Fishing and Fisheries Sciences and Management","",11-JUN-14,"1990"
"030301","Fishing and Fisheries Sciences and Management","03","NATURAL RESOURCES AND CONSERVATION","0303","Fishing and Fisheries Sciences and Management","(2020) No substantive changes ",17-MAY-23,"2020"
"030400","Forest Production and Processing","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0304","Forest Production and Processing","",11-JUN-14,"1990"
"030401","Forest Harvesting and Production Technology/Technician","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0304","Forest Production and Processing","",11-JUN-14,"1990"
"030404","Forest Products Technology/Technician","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0304","Forest Production and Processing","",11-JUN-14,"1990"
"030405","Logging/Timber Harvesting","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0304","Forest Production and Processing","",11-JUN-14,"1990"
"030499","Forest Production and Processing, Other","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0304","Forest Production and Processing","",11-JUN-14,"1990"
"030500","Forestry and Related Sciences","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0305","Forestry and Related Sciences","",11-JUN-14,"1990"
"030501","Forestry, General","03","NATURAL RESOURCES AND CONSERVATION","0305","Forestry","(2020) No substantive changes ",17-MAY-23,"2020"
"030502","Forest Sciences and Biology","03","NATURAL RESOURCES AND CONSERVATION","0305","Forestry","(2020) No substantive changes ",17-MAY-23,"2020"
"030506","Forest Management/Forest Resources Management","03","NATURAL RESOURCES AND CONSERVATION","0305","Forestry","(2020) No substantive changes ",17-MAY-23,"2020"
"030508","Urban Forestry","03","NATURAL RESOURCES AND CONSERVATION","0305","Forestry","(2020) No substantive changes ",17-MAY-23,"2020"
"030509","Wood Science and Wood Products/Pulp and Paper Technology/Technician","03","NATURAL RESOURCES AND CONSERVATION","0305","Forestry","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"030510","Forest Resources Production and Management","03","NATURAL RESOURCES AND CONSERVATION","0305","Forestry","(2020) No substantive changes ",17-MAY-23,"2020"
"030511","Forest Technology/Technician","03","NATURAL RESOURCES AND CONSERVATION","0305","Forestry","(2020) No substantive changes ",17-MAY-23,"2020"
"030599","Forestry, Other","03","NATURAL RESOURCES AND CONSERVATION","0305","Forestry","(2020) No substantive changes ",17-MAY-23,"2020"
"030600","Wildlife and Wildlands Management","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0306","Wildlife and Wildlands Management","",11-JUN-14,"1990"
"030601","Wildlife, Fish and Wildlands Science and Management","03","NATURAL RESOURCES AND CONSERVATION","0306","Wildlife and Wildlands Science and Management","(2020) No substantive changes ",17-MAY-23,"2020"
"039900","Conservation and Renewable Natural Resources, Other","03","CONSERVATION AND RENEWABLE NATURAL RESOURCES","0399","Conservation and Renewable Natural Resources, Other","",11-JUN-14,"1990"
"039999","Natural Resources and Conservation, Other","03","NATURAL RESOURCES AND CONSERVATION","0399","Natural Resources and Conservation, Other","(2020) No substantive changes ",17-MAY-23,"2020"
"040000","ARCHITECTURE AND RELATED PROGRAMS","04","ARCHITECTURE AND RELATED PROGRAMS","0400","ARCHITECTURE AND RELATED PROGRAMS","",11-JUN-14,"1990"
"040200","Pre-Architecture Studies","04","ARCHITECTURE AND RELATED SERVICES","0402","Architecture","New in 2020 | (1990) ",17-MAY-23,"2020"
"040201","Architecture","04","ARCHITECTURE AND RELATED SERVICES","0402","Architecture","(2020) No substantive changes ",17-MAY-23,"2020"
"040202","Architectural Design","04","ARCHITECTURE AND RELATED SERVICES","0402","Architecture","New in 2020",17-MAY-23,"2020"
"040299","Architecture, Other","04","ARCHITECTURE AND RELATED SERVICES","0402","Architecture","New in 2020 | (INVALID) ",17-MAY-23,"2020"
"040300","City/Urban, Community and Regional Planning","04","ARCHITECTURE AND RELATED PROGRAMS","0403","City/Urban, Community and Regional Planning","",11-JUN-14,"1990"
"040301","City/Urban, Community and Regional Planning","04","ARCHITECTURE AND RELATED SERVICES","0403","City/Urban, Community and Regional Planning","(2020) No substantive changes ",17-MAY-23,"2020"
"040400","Architectural Environmental Design","04","ARCHITECTURE AND RELATED PROGRAMS","0404","Architectural Environmental Design","",11-JUN-14,"1990"
"040401","Environmental Design/Architecture","04","ARCHITECTURE AND RELATED SERVICES","0404","Environmental Design","(2020) No substantive changes ",17-MAY-23,"2020"
"040402","Healthcare Environment Design/Architecture","04","ARCHITECTURE AND RELATED SERVICES","0404","Environmental Design","New in 2020",17-MAY-23,"2020"
"040403","Sustainable Design/Architecture","04","ARCHITECTURE AND RELATED SERVICES","0404","Environmental Design","New in 2020",17-MAY-23,"2020"
"040499","Environmental Design, Other","04","ARCHITECTURE AND RELATED SERVICES","0404","Environmental Design","New in 2020",17-MAY-23,"2020"
"040500","Interior Architecture","04","ARCHITECTURE AND RELATED PROGRAMS","0405","Interior Architecture","",11-JUN-14,"1990"
"040501","Interior Architecture","04","ARCHITECTURE AND RELATED SERVICES","0405","Interior Architecture","(2020) No substantive changes ",17-MAY-23,"2020"
"040600","Landscape Architecture","04","ARCHITECTURE AND RELATED PROGRAMS","0406","Landscape Architecture","",11-JUN-14,"1990"
"040601","Landscape Architecture","04","ARCHITECTURE AND RELATED SERVICES","0406","Landscape Architecture","(2020) No substantive changes ",17-MAY-23,"2020"
"040700","Architectural Urban Design and Planning","04","ARCHITECTURE AND RELATED PROGRAMS","0407","Architectural Urban Design and Planning","",11-JUN-14,"1990"
"040701","Architectural Urban Design and Planning","04","ARCHITECTURE AND RELATED PROGRAMS","0407","Architectural Urban Design and Planning","",11-JUN-14,"1990"
"040801","Architectural History and Criticism, General","04","ARCHITECTURE AND RELATED SERVICES","0408","Architectural History and Criticism","(2020) No substantive changes ",17-MAY-23,"2020"
"040802","Architectural Conservation","04","ARCHITECTURE AND RELATED SERVICES","0408","Architectural History, Criticism, and Conservation","New in 2020",17-MAY-23,"2020"
"040803","Architectural Studies","04","ARCHITECTURE AND RELATED SERVICES","0408","Architectural History, Criticism, and Conservation","New in 2020",17-MAY-23,"2020"
"040899","Architectural History, Criticism, and Conservation, Other","04","ARCHITECTURE AND RELATED SERVICES","0408","Architectural History, Criticism, and Conservation","New in 2020",17-MAY-23,"2020"
"040901","Architectural Technology/Technician","04","ARCHITECTURE AND RELATED SERVICES","0409","Architectural Sciences and Technology","(2020) No substantive changes ",17-MAY-23,"2020"
"040902","Architectural and Building Sciences/Technology","04","ARCHITECTURE AND RELATED SERVICES","0409","Architectural Sciences and Technology","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"040999","Architectural Sciences and Technology, Other","04","ARCHITECTURE AND RELATED SERVICES","0409","Architectural Sciences and Technology","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"041001","Real Estate Development","04","ARCHITECTURE AND RELATED SERVICES","0410","Real Estate Development","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"049900","Architecture and Related Programs, Other","04","ARCHITECTURE AND RELATED PROGRAMS","0499","Architecture and Related Programs, Other","",11-JUN-14,"1990"
"049999","Architecture and Related Services, Other","04","ARCHITECTURE AND RELATED SERVICES","0499","Architecture and Related Services, Other","(2020) No substantive changes ",17-MAY-23,"2020"
"050000","Area, Ethnic and Cutltural Studies","05","AREA, ETHNIC AND CULTURAL STUDIES","0500","AREA, ETHNIC AND CULTURAL STUDIES","",11-JUN-14,"1990"
"050100","Area Studies","05","AREA, ETHNIC AND CULTURAL STUDIES","0501","Area Studies","",11-JUN-14,"1990"
"050101","African Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050102","American/United States Studies/Civilization","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050103","Asian Studies/Civilization","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050104","East Asian Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050105","Russian, Central European, East European and Eurasian Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050106","European Studies/Civilization","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050107","Latin American Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050108","Near and Middle Eastern Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050109","Pacific Area/Pacific Rim Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050110","Russian Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050111","Scandinavian Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"050112","South Asian Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050113","Southeast Asian Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050114","Western European Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050115","Canadian Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050116","Balkans Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050117","Baltic Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050118","Slavic Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050119","Caribbean Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050120","Ural-Altaic and Central Asian Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050121","Commonwealth Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050122","Regional Studies (U.S., Canadian, Foreign)","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"050123","Chinese Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050124","French Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050125","German Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050126","Italian Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050127","Japanese Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050128","Korean Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050129","Polish Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050130","Spanish and Iberian Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050131","Tibetan Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050132","Ukraine Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050133","Irish Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"050134","Latin American and Caribbean Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"050135","Appalachian Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","New in 2020",17-MAY-23,"2020"
"050136","Arctic Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","New in 2020",17-MAY-23,"2020"
"050199","Area Studies, Other","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0501","Area Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050200","Ethnic Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0502","Ethnic, Cultural Minority, Gender, and Group Studies","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"050201","African-American/Black Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0502","Ethnic, Cultural Minority, Gender, and Group Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050202","American Indian/Native American Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0502","Ethnic, Cultural Minority, Gender, and Group Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050203","Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0502","Ethnic, Cultural Minority, Gender, and Group Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050204","Islamic Studies","05","AREA, ETHNIC AND CULTURAL STUDIES","0502","Ethnic and Cultural Studies","",11-JUN-14,"1990"
"050205","Jewish/Judaic Studies","05","AREA, ETHNIC AND CULTURAL STUDIES","0502","Ethnic and Cultural Studies","",11-JUN-14,"1990"
"050206","Asian-American Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0502","Ethnic, Cultural Minority, Gender, and Group Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050207","Women's Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0502","Ethnic, Cultural Minority, Gender, and Group Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050208","Gay/Lesbian Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0502","Ethnic, Cultural Minority, Gender, and Group Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"050209","Folklore Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0502","Ethnic, Cultural Minority, Gender, and Group Studies","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"050210","Disability Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0502","Ethnic, Cultural Minority, Gender, and Group Studies","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"050211","Deaf Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0502","Ethnic, Cultural Minority, Gender, and Group Studies","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"050212","Comparative Group Studies","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0502","Ethnic, Cultural Minority, Gender, and Group Studies","New in 2020",17-MAY-23,"2020"
"050299","Ethnic, Cultural Minority, Gender, and Group Studies, Other","05","AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","0502","Ethnic, Cultural Minority, Gender, and Group Studies","(2020) No substantive changes ",17-MAY-23,"2020"
