"ACADEMIC_YEAR","SUBJECT_ID","SUBJECT_CODE","SUBJECT_NUMBER","SOURCE_SUBJECT_ID","PRINT_SUBJECT_ID","IS_PRINTED_IN_BULLETIN","DEPARTMENT_CODE","DEPARTMENT_NAME","EFFECTIVE_TERM_CODE","SUBJECT_SHORT_TITLE","SUBJECT_TITLE","IS_VARIABLE_UNITS","LECTURE_UNITS","LAB_UNITS","PREPARATION_UNITS","TOTAL_UNITS","DESIGN_UNITS","GRADE_TYPE","GRADE_TYPE_DESC","GRADE_RULE","GRADE_RULE_DESC","HGN_CODE","HGN_DESC","HGN_EXCEPT","GIR_ATTRIBUTE","GIR_ATTRIBUTE_DESC","COMM_REQ_ATTRIBUTE","COMM_REQ_ATTRIBUTE_DESC","TUITION_ATTRIBUTE","TUITION_ATTRIBUTE_DESC","WRITE_REQ_ATTRIBUTE","WRITE_REQ_ATTRIBUTE_DESC","SUPERVISOR_ATTRIBUTE","SUPERVISOR_ATTRIBUTE_DESC","PREREQUISITES","SUBJECT_DESCRIPTION","JOINT_SUBJECTS","SCHOOL_WIDE_ELECTIVES","MEETS_WITH_SUBJECTS","EQUIVALENT_SUBJECTS","IS_OFFERED_THIS_YEAR","IS_OFFERED_FALL_TERM","IS_OFFERED_IAP","IS_OFFERED_SPRING_TERM","IS_OFFERED_SUMMER_TERM","FALL_INSTRUCTORS","SPRING_INSTRUCTORS","STATUS_CHANGE","LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE","MASTER_SUBJECT_ID","HASS_ATTRIBUTE","HASS_ATTRIBUTE_DESC","TERM_DURATION","GLOBAL_REGIONS","GLOBAL_COUNTRIES","ON_LINE_PAGE_NUMBER","SO_SUBJECT_ID","SO_TERM_CODE","SO_TERM_DESCRIPTION","SO_CLUSTER_TYPE","SECTION_ID","IS_MASTER_SECTION","IS_LECTURE_SECTION","IS_LAB_SECTION","IS_RECITATION_SECTION","IS_DESIGN_SECTION","RESPONSIBLE_FACULTY_NAME","RESPONSIBLE_FACULTY_MIT_ID","MEET_TIME","MEET_PLACE"
"2011","1.58","1","58","1.58","1.58","Y","1","Civil and Environmental Eng","2010FA","Steel Bridge Competition","Steel Bridge Competition","N",0,4,0,4,0,"L","Letter graded","R","Can be repeated for credit","G","Graduate","","","","","","","","","","","","","Students participate in the ASCE / AISC Student Steel Bridge Competition, gaining practical experience in structural design, steel fabrication processes, construction planning, organization, and teamwork. Provides an opportunity to compete against, and network with, students from other colleges and universities from around the country.","","","1.055","","Y","Y","Y","Y","N","J. J. Connor","J. J. Connor","",01-DEC-09,28-OCT-24,"1.055","","","Full Term Subject","","","http://student.mit.edu/catalog/m1c.html","1.58","2011JA","January Term 2010-2011","M","000","Y","N","N","N","N","","","",""
"2011","1.58","1","58","1.58","1.58","Y","1","Civil and Environmental Eng","2010FA","Steel Bridge Competition","Steel Bridge Competition","N",0,4,0,4,0,"L","Letter graded","R","Can be repeated for credit","G","Graduate","","","","","","","","","","","","","Students participate in the ASCE / AISC Student Steel Bridge Competition, gaining practical experience in structural design, steel fabrication processes, construction planning, organization, and teamwork. Provides an opportunity to compete against, and network with, students from other colleges and universities from around the country.","","","1.055","","Y","Y","Y","Y","N","J. J. Connor","J. J. Connor","",01-DEC-09,28-OCT-24,"1.055","","","Full Term Subject","","","http://student.mit.edu/catalog/m1c.html","1.58","2011SP","Spring Term 2010-2011","M","L01,000","Y,N","Y,N","N,N","N,N","N,N","Connor, Jerome,Connor, Jerome","900005511,900005511","R3-5","1-050"
"2012","1.58","1","58","1.58","1.58","Y","1","Civil and Environmental Eng","2010FA","Steel Bridge Competition","Steel Bridge Competition","N",0,4,0,4,0,"L","Letter graded","R","Can be repeated for credit","G","Graduate","","","","","","","","","","","","","Students participate in the ASCE / AISC Student Steel Bridge Competition, gaining practical experience in structural design, steel fabrication processes, construction planning, organization, and teamwork. Provides an opportunity to compete against, and network with, students from other colleges and universities from around the country.","","","1.055","","Y","Y","Y","Y","N","J. J. Connor","J. J. Connor","",21-OCT-10,28-OCT-24,"1.055","","","Full Term Subject","","","http://student.mit.edu/catalog/m1c.html","1.58","2012FA","Fall Term 2011-2012","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Connor, Jerome,Connor, Jerome","900005511,900005511","R3-5","1-050"
"2012","1.58","1","58","1.58","1.58","Y","1","Civil and Environmental Eng","2010FA","Steel Bridge Competition","Steel Bridge Competition","N",0,4,0,4,0,"L","Letter graded","R","Can be repeated for credit","G","Graduate","","","","","","","","","","","","","Students participate in the ASCE / AISC Student Steel Bridge Competition, gaining practical experience in structural design, steel fabrication processes, construction planning, organization, and teamwork. Provides an opportunity to compete against, and network with, students from other colleges and universities from around the country.","","","1.055","","Y","Y","Y","Y","N","J. J. Connor","J. J. Connor","",21-OCT-10,28-OCT-24,"1.055","","","Full Term Subject","","","http://student.mit.edu/catalog/m1c.html","1.58","2012JA","January Term 2011-2012","M","000","Y","N","N","N","N","Connor, Jerome","900005511","",""
"2012","1.58","1","58","1.58","1.58","Y","1","Civil and Environmental Eng","2010FA","Steel Bridge Competition","Steel Bridge Competition","N",0,4,0,4,0,"L","Letter graded","R","Can be repeated for credit","G","Graduate","","","","","","","","","","","","","Students participate in the ASCE / AISC Student Steel Bridge Competition, gaining practical experience in structural design, steel fabrication processes, construction planning, organization, and teamwork. Provides an opportunity to compete against, and network with, students from other colleges and universities from around the country.","","","1.055","","Y","Y","Y","Y","N","J. J. Connor","J. J. Connor","",21-OCT-10,28-OCT-24,"1.055","","","Full Term Subject","","","http://student.mit.edu/catalog/m1c.html","1.58","2012SP","Spring Term 2011-2012","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Connor, Jerome,Connor, Jerome","900005511,900005511","R3-5","1-050"
"2013","1.58","1","58","1.58","1.58","Y","1","Civil and Environmental Eng","2010FA","Steel Bridge Competition","Steel Bridge Competition","N",0,4,0,4,0,"L","Letter graded","R","Can be repeated for credit","G","Graduate","","","","","","","","","","","","","Students participate in the ASCE / AISC Student Steel Bridge Competition, gaining practical experience in structural design, steel fabrication processes, construction planning, organization, and teamwork. Provides an opportunity to compete against, and network with, students from other colleges and universities from around the country.","","","1.055","","Y","Y","Y","Y","N","J. J. Connor","J. J. Connor","",20-OCT-11,28-OCT-24,"1.055","","","Full Term Subject","","","http://student.mit.edu/catalog/m1c.html","1.58","2013FA","Fall Term 2012-2013","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Connor, Jerome,Connor, Jerome","900005511,900005511","W3-5","1-050"
"2013","1.58","1","58","1.58","1.58","Y","1","Civil and Environmental Eng","2010FA","Steel Bridge Competition","Steel Bridge Competition","N",0,4,0,4,0,"L","Letter graded","R","Can be repeated for credit","G","Graduate","","","","","","","","","","","","","Students participate in the ASCE / AISC Student Steel Bridge Competition, gaining practical experience in structural design, steel fabrication processes, construction planning, organization, and teamwork. Provides an opportunity to compete against, and network with, students from other colleges and universities from around the country.","","","1.055","","Y","Y","Y","Y","N","J. J. Connor","J. J. Connor","",20-OCT-11,28-OCT-24,"1.055","","","Full Term Subject","","","http://student.mit.edu/catalog/m1c.html","1.58","2013JA","January Term 2012-2013","M","000","Y","N","N","N","N","Connor, Jerome","900005511","",""
"2013","1.58","1","58","1.58","1.58","Y","1","Civil and Environmental Eng","2010FA","Steel Bridge Competition","Steel Bridge Competition","N",0,4,0,4,0,"L","Letter graded","R","Can be repeated for credit","G","Graduate","","","","","","","","","","","","","Students participate in the ASCE / AISC Student Steel Bridge Competition, gaining practical experience in structural design, steel fabrication processes, construction planning, organization, and teamwork. Provides an opportunity to compete against, and network with, students from other colleges and universities from around the country.","","","1.055","","Y","Y","Y","Y","N","J. J. Connor","J. J. Connor","",20-OCT-11,28-OCT-24,"1.055","","","Full Term Subject","","","http://student.mit.edu/catalog/m1c.html","1.58","2013SP","Spring Term 2012-2013","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Connor, Jerome,Connor, Jerome","900005511,900005511","T3-5","1-050"
"2014","1.58","1","58","1.58","1.58","Y","1","Civil and Environmental Eng","2014FA","Steel Bridge Competition","Steel Bridge Competition","N",0,4,0,4,0,"L","Letter graded","R","Can be repeated for credit","G","Graduate","","","","","","","","","","","","","Students participate in the ASCE / AISC Student Steel Bridge Competition, gaining practical experience in structural design, steel fabrication processes, construction planning, organization, and teamwork. Provides an opportunity to compete against, and network with, students from other colleges and universities from around the country.","","","1.055","","Y","Y","Y","Y","N","P. Ghisbain","P. Ghisbain","(2015: Removed subject)",17-JAN-14,28-OCT-24,"1.055","","","Full Term Subject","","","http://student.mit.edu/catalog/m1c.html","1.58","2014FA","Fall Term 2013-2014","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Ghisbain, Pierre,Ghisbain, Pierre","927008203,927008203","*TO BE ARRANGED","1-050"
"2014","1.58","1","58","1.58","1.58","Y","1","Civil and Environmental Eng","2014FA","Steel Bridge Competition","Steel Bridge Competition","N",0,4,0,4,0,"L","Letter graded","R","Can be repeated for credit","G","Graduate","","","","","","","","","","","","","Students participate in the ASCE / AISC Student Steel Bridge Competition, gaining practical experience in structural design, steel fabrication processes, construction planning, organization, and teamwork. Provides an opportunity to compete against, and network with, students from other colleges and universities from around the country.","","","1.055","","Y","Y","Y","Y","N","P. Ghisbain","P. Ghisbain","(2015: Removed subject)",17-JAN-14,28-OCT-24,"1.055","","","Full Term Subject","","","http://student.mit.edu/catalog/m1c.html","1.58","2014JA","January Term 2013-2014","M","000","Y","N","N","N","N","Ghisbain, Pierre","927008203","",""
"2014","1.58","1","58","1.58","1.58","Y","1","Civil and Environmental Eng","2014FA","Steel Bridge Competition","Steel Bridge Competition","N",0,4,0,4,0,"L","Letter graded","R","Can be repeated for credit","G","Graduate","","","","","","","","","","","","","Students participate in the ASCE / AISC Student Steel Bridge Competition, gaining practical experience in structural design, steel fabrication processes, construction planning, organization, and teamwork. Provides an opportunity to compete against, and network with, students from other colleges and universities from around the country.","","","1.055","","Y","Y","Y","Y","N","P. Ghisbain","P. Ghisbain","(2015: Removed subject)",17-JAN-14,28-OCT-24,"1.055","","","Full Term Subject","","","http://student.mit.edu/catalog/m1c.html","1.58","2014SP","Spring Term 2013-2014","M","L01,000","Y,N","Y,N","N,N","N,N","N,N","Ghisbain, Pierre,Ghisbain, Pierre","927008203,927008203","*TO BE ARRANGED","1-050"
"2003","1.61","1","61","1.61","1.61","Y","1","Civil and Environmental Eng","2003FA","Transport Process in Environ","Transport Processes in the Environment","N",3,0,9,12,0,"L","Letter graded","N","Not repeatable for credit","G","Graduate","","","","","","","","","","","","18.03; 1.060; or 10.301","Meets with undergraduate subject 1.061. Graduate level includes additional homework in the form of reviews of relevant journal and practical articles. See description under subject 1.061.","","","1.061","","Y","Y","N","N","N","H. M. Nepf","H. M. Nepf","",05-FEB-02,28-OCT-24,"","","","","","","","1.61","2003FA","Fall Term 2002-2003","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Nepf, Heidi,Nepf, Heidi","900016142,900016142","MW11-12.30","48-308"
"2004","1.61","1","61","1.61","1.61","Y","1","Civil and Environmental Eng","2003FA","Transport Process in Environ","Transport Processes in the Environment","N",3,0,9,12,0,"L","Letter graded","N","Not repeatable for credit","G","Graduate","","","","","","","","","","","","18.03; 1.060; or 10.301","Meets with undergraduate subject 1.061. Graduate level includes additional homework in the form of reviews of relevant journal and practical articles. See description under subject 1.061.","","","1.061","","Y","Y","N","N","N","H. M. Nepf","H. M. Nepf","",01-SEP-02,28-OCT-24,"","","","","","","","1.61","2004FA","Fall Term 2003-2004","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Nepf, Heidi,Nepf, Heidi","900016142,900016142","MW11-12.30","36-153"
"2005","1.61","1","61","1.61","1.61","Y","1","Civil and Environmental Eng","2003FA","Transport Process in Environ","Transport Processes in the Environment","N",3,0,9,12,0,"L","Letter graded","N","Not repeatable for credit","G","Graduate","","","","","","","","","","","","18.03; 1.060; or 10.301","Meets with undergraduate subject 1.061. Graduate level includes additional homework in the form of reviews of relevant journal and practical articles. See description under subject 1.061.","","","1.061","","Y","Y","N","N","N","H. M. Nepf","H. M. Nepf","",30-OCT-03,28-OCT-24,"","","","","","","","1.61","2005FA","Fall Term 2004-2005","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Nepf, Heidi,Nepf, Heidi","900016142,900016142","MW11-12.30","48-308"
"2006","1.61","1","61","1.61","1.61","Y","1","Civil and Environmental Eng","2006FA","Transport Process in Environ","Transport Processes in the Environment","N",3,0,9,12,0,"L","Letter graded","N","Not repeatable for credit","G","Graduate","","","","","","","","","","","","1.060, [1.070], [1.106]","Meets with undergraduate subject 1.061. Graduate level includes additional homework in the form of reviews of relevant journal and practical articles. See description under subject 1.061.","","","1.061","","Y","Y","N","N","N","H. M. Nepf","H. M. Nepf","",29-DEC-04,28-OCT-24,"","","","","","","","1.61","2006FA","Fall Term 2005-2006","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Nepf, Heidi,Nepf, Heidi","900016142,900016142","MW11-12.30","48-308"
