"FCLT_BUILDING_HIST_KEY","FISCAL_PERIOD","FCLT_BUILDING_KEY","BUILDING_NUMBER","PARENT_BUILDING_NUMBER","PARENT_BUILDING_NAME","PARENT_BUILDING_NAME_LONG","BUILDING_NAME_LONG","EXT_GROSS_AREA","ASSIGNABLE_AREA","NON_ASSIGNABLE_AREA","SITE","CAMPUS_SECTOR","ACCESS_LEVEL_CODE","ACCESS_LEVEL_NAME","BUILDING_TYPE","OWNERSHIP_TYPE","BUILDING_USE","OCCUPANCY_CLASS","BUILDING_HEIGHT","COST_CENTER_CODE","COST_COLLECTOR_KEY","LATITUDE_WGS","LONGITUDE_WGS","EASTING_X_SPCS","NORTHING_Y_SPCS","BUILDING_SORT","BUILDING_NAMED_FOR","BUILDING_NAME","DATE_BUILT","DATE_ACQUIRED","DATE_OCCUPIED","WAREHOUSE_LOAD_DATE","NUM_OF_ROOMS"
"W85DE-201505","201505","W85DE","W85DE","","","","Westgate DE",9320.91,7417.78,904.31,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","31.10","1348000","1348000",42.355374626,-71.103948044899894,763216.46723499906,2954776.0956700002,"W85DE","","WESTGATE (DE)",01-JAN-62,,01-AUG-63,01-DEC-14,0
"1-201505","201505","1","1","","","","Henry L Pierce Engineering Laboratory",116239.37,76174.05,28714.12,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","81.40","1810100","1810100",42.358085904500001,-71.092357234000005,766344.62904499902,2955778.8992900001,"01","HENRY L. PIERCE","PIERCE LABORATORY",31-DEC-13,,31-DEC-17,01-DEC-14,407
"3-201505","201505","3","3","","","","Richard Cockburn MacLaurin Buildings (3)",160124.08,104207.22,40740.68,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","85.50","1810300","1810300",42.3590069408,-71.0923974098,766332.166723,2956114.4910200001,"03","R. C. MACLAURIN","MACLAURIN BUILDINGS (3)",01-JUL-13,,31-DEC-16,01-DEC-14,535
"10-201505","201505","10","10","","","","Richard Cockburn MacLaurin Buildings (10)",143921.25,86504.58,42200.19,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGA3B","149.20","1811000","1811000",42.359677380100003,-71.092016473499896,766433.95508400002,2956359.3054300002,"10","R. C. MACLAURIN","MACLAURIN BUILDINGS (10)",01-JUL-13,,31-DEC-16,01-DEC-14,566
"11-201505","201505","11","11","","","","Homberg Building",26705.26,18688.68,4787.15,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","72.50","1811100","1811100",42.359522010100001,-71.092772666200005,766229.84780500003,2956301.7088100002,"11","RICHARD MEYER HOMBERG","HOMBERG BUILDING",01-JUN-27,,31-DEC-28,01-DEC-14,189
"26-201505","201505","26","26","","","","Karl Taylor Compton Laboratories",133545.12,80689.29,42202.87,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","78.70","1812600","1812600",42.360857952400003,-71.091152937100006,766665.28283200006,2956790.6472399901,"26","KARL TAYLOR COMPTON","COMPTON LABORATORIES",01-JUN-55,,01-FEB-57,01-DEC-14,378
"18-201505","201505","18","18","","","","Camille Edouard Dreyfus Building",133552.11,76459.68,40382.82,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","82.50","1811800","1811800",42.360069747200001,-71.089821313800002,767026.55760299903,2956505.1372199901,"18","CAMILLE EDOUARD DREYFUS","DREYFUS BUILDING",01-MAY-67,,15-DEC-69,01-DEC-14,512
"34-201505","201505","34","34","","","","EG&G Education Center",26966.05,14658.72,9148.25,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGA3","81.30","1813400","1813400",42.361138247100001,-71.0919512822,766449.027596,2956891.7591599901,"34","HAROLD E. EDGERTON, KENNETH H. GERMESHAUSEN, HERBERT E. GRIER","EG&G EDUCATION CENTER",31-DEC-82,,31-DEC-83,01-DEC-14,62
"35-201505","201505","35","35","","","","Sloan Laboratory",68012.32,41750.9,18801.94,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","80.30","1813500","1813500",42.360381183800001,-71.094028140399899,765889.03724800004,2956613.1916499902,"35","ALFRED P. SLOAN JR.","SLOAN LABORATORY",01-AUG-50,,01-JUN-52,01-DEC-14,249
"38-201505","201505","38","38","","","","Fairchild Buildings (38)",84329.46,56062.43,19933.08,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","91.40","1813800","1813800",42.361073927,-71.092349797200001,766341.43467700004,2956867.8046599901,"38","SHERMAN M. FAIRCHILD","FAIRCHILD BUILDING (38)",12-APR-71,,01-OCT-73,01-DEC-14,329
"43-201505","201505","43","43","","","","Power Plant Annex",10373.95,5443.11,4097.66,"MIT","MAIN GROUP",0,"0","SERVICE","OWNED","OTH","UGF1","30.50","","",42.361144933600002,-71.093211498399896,766108.42287899903,2956892.56905,"43","","POWER PLANT ANNEX",31-DEC-14,,01-AUG-16,01-DEC-14,35
"48-201505","201505","48","48","","","","Ralph M Parsons Laboratory For Water Resources & Hydrodynamics",57227.15,38567.88,11260.64,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","64.00","1814800","1814800",42.362432493100002,-71.090665238,766794.33740199904,2957365.0742299901,"48","RALPH M. PARSONS","PARSONS LABORATORY",31-DEC-49,,31-DEC-51,01-DEC-14,153
"51-201505","201505","51","51","","","","Walter C Wood Sailing Pavilion",5889.33,4450.4,909.69,"MIT","MAIN GROUP",2,"2","SERVICE","OWNED","STAC","UGA3","21.30","1815100","1815100",42.358517055500002,-71.087730350800001,767594.41677799902,2955942.02996,"51","WALTER C. WOOD","WOOD SAILING PAVILION",31-DEC-36,,31-DEC-37,01-DEC-14,24
"E90-201505","201505","E90","E90","","","","Building E90",14245.56,12565.39,152.18,"MIT","EAST",3,"3","ACADEMIC","LEASED","AER","UGB","0.00","","",,,,,"E90","","BUILDING E90",21-MAR-14,,,01-DEC-14,79
"NW12A-201505","201505","NW12A","NW12A","","","","Nuclear Reactor Lab",382.61,311.78,0,"MIT","NORTHWEST",0,"0","ACADEMIC","OWNED","AER","UGB","0.00","","",,,,,"NW12A","","BUILDING 12A",21-MAR-14,,,01-DEC-14,1
"N16C-201505","201505","N16C","N16C","","","","Building N16C",2925.3,155.39,2705.41,"MIT","NORTH",0,"0","SERVICE","OWNED","OTH","UGU","","","",42.361098659500001,-71.094495758400001,765761.41181399894,2956874.05308,"N16C","","BUILDING N16C",,,,01-DEC-14,3
"N4-201505","201505","N4","N4","","","","Albany Street Parking Garage",143032.14,129868.34,5780.48,"MIT","NORTH",2,"2","SERVICE","OWNED","GAR","UGS2","56.30","1850400","1850400",42.362034286799897,-71.092780364700005,766223.39594700001,2957217.2235699901,"N04","","ALBANY GARAGE",31-DEC-66,,01-OCT-66,01-DEC-14,36
"NE45-201505","201505","NE45","NE45","","","","300 Technology Square",8049.06,4586.56,0,"MIT","",2,"2","ACADEMIC","LEASED","AER","(NULL)","0.00","","",,,,,"NE45","","300 TECHNOLOGY SQUARE",21-MAR-14,,,01-DEC-14,24
"NW22-201505","201505","NW22","NW22","","","","Plasma Science And Fusion Center (NW22)",50118.21,39243.99,5534.67,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","33.70","1842200","1842200",42.359638620600002,-71.099723132400001,764351.12835400004,2956335.3119899901,"NW22","","PLASMA SCIENCE & FUSION CENTER (NW22)",,,17-JAN-92,01-DEC-14,152
"NW86P-201505","201505","NW86P","NW86P","","","","70 Pacific Street Dormitory Garage",52869.94,42666.46,6075.51,"MIT","NORTHWEST",2,"2","SERVICE","OWNED","GAR","UGS2","","","",,,,,"NW86P","","70 PACIFIC STREET DORMITORY GARAGE",01-FEB-01,,01-AUG-02,01-DEC-14,32
"OC1-201505","201505","OC1","OC1","","","","Endicott House",29214.19,17229.44,6961.62,"END","OFFCAMPUS",2,"2","ACADEMIC","OWNED","OTH","UGR1A3","","","",42.253948894600001,-71.193654414700006,739102.39364899904,2917714.92627999,"OC01","THE ENDICOTT FAMILY","ENDICOTT HOUSE",,24-DEC-54,01-JUL-55,01-DEC-14,185
"OC11-201505","201505","OC11","OC11","","","","1 Summer Street",8789.53,6630.71,0,"BOS","OFFCAMPUS",1,"1","SERVICE","LEASED","AER","(NULL)","","1897100","1897100",,,,,"OC11","","1 SUMMER STREET BOSTON MA",,,01-JAN-08,01-DEC-14,2
"OC19C-201505","201505","OC19C","OC19C","","","","BATES LINAC: North Experimental Hall",6081.18,5375.22,11.05,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",42.598394242600001,-70.9802900128999,796100.29527,3043518.7098300001,"OC19C","","BATES LINAC: NORTH EXPERIMENTAL HALL",,,,01-DEC-14,4
"OC19L-201505","201505","OC19L","OC19L","","","","BATES LINAC: Warehouse #1",2644.67,2299.14,0,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",,,,,"OC19L","","BATES LINAC: WAREHOUSE #1",,,,01-DEC-14,3
"OC32B-201505","201505","OC32B","OC32B","","","","Balloon House B",132.03,116.25,0,"LINC","OFFCAMPUS",1,"1","SERVICE","OWNED","OTH","(NULL)","","","",,,,,"OC32B","","BALLOON HOUSE B",,,,01-DEC-14,1
"OC33-201505","201505","OC33","OC33","","","","Annex 3",12421.75,8671.97,2463.49,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC33","","ANNEX 3",,,,01-DEC-14,37
"OC36A-201505","201505","OC36A","OC36A","","","","Annex 6 Trailer",960,912.58,0,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC36A","","ANNEX 6 TRAILER",,,,01-DEC-14,1
"W61A-201505","201505","W61A","W61A","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing A)",12634.2,7778.22,2879.06,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61A","","MACGREGOR HOUSE (A)",,,,01-DEC-14,95
"W61F-201505","201505","W61F","W61F","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing F)",12611.59,8337.02,1778.93,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61F","","MACGREGOR HOUSE (F)",,,,01-DEC-14,102
"W79-201505","201505","W79","W79","","","","Simmons Hall",191189.7,94212.61,67667.38,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","100.60","1347600","1347600",42.3571086237,-71.1015208046,763869.57442700001,2955411.0550799901,"W79","RICHARD P. SIMMONS '53","SIMMONS HALL",01-DEC-00,,20-AUG-02,01-DEC-14,909
"W85D-201505","201505","W85D","W85D","W85DE","WESTGATE (DE)","Westgate DE","Westgate D Married Student Housing",4667.7,3713.09,454.55,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85D","","WESTGATE (D)",,,,01-DEC-14,10
"W85F-201505","201505","W85F","W85F","W85FG","WESTGATE (FG)","Westgate FG","Westgate F Married Student Housing",4667.7,3713.09,454.55,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85F","","WESTGATE (F)",,,,01-DEC-14,10
"W85ABC-201505","201505","W85ABC","W85ABC","","","","Westgate ABC",13983.54,11133.38,1362.34,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","30.60","1348000","1348000",42.354981737300001,-71.103900876599894,763229.881421,2954632.9782799901,"W85ABC","","WESTGATE (ABC)",01-JAN-62,,01-AUG-63,01-DEC-14,0
"W85FG-201505","201505","W85FG","W85FG","","","","Westgate FG",9320.91,7417.78,904.31,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","31.10","1348000","1348000",42.355623033100002,-71.103600258399894,763310.04989100003,2954867.0569000002,"W85FG","","WESTGATE (FG)",01-JAN-62,,01-AUG-63,01-DEC-14,0
"12A-201505","201505","12A","12A","","","","Building 12A",1122.97,451.37,463.83,"MIT","MAIN GROUP",0,"0","SERVICE","OWNED","AER","UGHH","13.00","1811200","1811200",42.360144325199897,-71.091169989899896,766661.920101,2956530.5650800001,"12A","","WASTE CHEMICAL STORAGE",31-DEC-16,,31-DEC-17,01-DEC-14,3
"14N-201505","201505","14N","14N","14","HAYDEN MEMORIAL LIBRARY","Charles Hayden Memorial Library","Charles Hayden Memorial Library (North Wing)",37006.11,20979.04,11550.51,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","(NULL)","","","",,,,,"14N","","HAYDEN MEMORIAL LIBRARY (N)",,,,01-DEC-14,188
"E70-201505","201505","E70","E70","","","","Badger Building",34914.58,29048.64,0,"MIT","EAST",2,"2","SERVICE","LEASED","OTH","UGB","226.70","1827000","1827000",42.362749232100001,-71.083463188600007,768740.19956099906,2957489.9233900001,"E70","","BADGER BUILDING",,,01-OCT-95,01-DEC-14,171
"EE20-201505","201505","EE20","EE20","","","","Building EE20",31093.51,28090.6,424.97,"MIT","EASTEAST",3,"3","ACADEMIC","LEASED","AER","UGB","0.00","","",,,,,"EE20","","BUILDING EE20",21-MAR-14,,,01-DEC-14,143
"NW14-201505","201505","NW14","NW14","","","","Francis Bitter Magnet Laboratory (NW14)",144973.33,103477.64,30884.31,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","75.70","1841400","1841400",42.359632077500002,-71.097898841900005,764844.19425599906,2956335.2465900001,"NW14","DR. FRANCIS BITTER","FRANCIS BITTER MAGNET LAB (NW14)",31-DEC-13,22-DEC-58,01-SEP-62,01-DEC-14,399
"W11-201505","201505","W11","W11","","","","Religious Activities Center",13590.41,7922.29,4152.3,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGB","16.40","1831100","1831100",42.358261085899898,-71.093535776300001,766025.78984600003,2955841.2188300001,"W11","","RELIGIOUS ACTIVITIES CENTER",31-DEC-36,01-FEB-66,01-JAN-67,01-DEC-14,63
"W4-201505","201505","W4","W4","","","","Stanley McCormick Hall",128989.56,66792.4,43493.47,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","89.20","1346800","1346800",42.357183004200003,-71.094423015199894,765787.85673300002,2955447.2028800002,"W04","STANLEY MCCORMICK","MCCORMICK HALL",01-MAR-62,,01-SEP-63,01-DEC-14,562
"OC19K-201505","201505","OC19K","OC19K","","","","BATES LINAC: Vault & Tunnel Gallery",55607.34,40136.19,4760.49,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",,,,,"OC19K","","BATES LINAC: VAULT & TUNNEL GALLERY",,,,01-DEC-14,45
"OC40-201505","201505","OC40","OC40","","","","MASS GREEN HIGH PERFORMANCE COMPUTING CENTER",1469.02,1469.03,0,"HOLYOKE","OFFCAMPUS",3,"3","SERVICE","LEASED","AER","(NULL)","0.00","","",,,,,"OC40","","MASS GREEN HIGH PERFORMANCE COMPUTING CENTER",21-MAR-14,,01-NOV-12,01-DEC-14,4
"W32-201505","201505","W32","W32","","","","David Flett du Pont Athletic Center",46574.18,26203.69,15253.71,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGBA3","36.10","1833200","1833200",42.359368407700003,-71.095133690500006,765591.99335400003,2956242.6953400001,"W32","DAVID FLETT DUPONT","DU PONT ATHLETIC CENTER",01-FEB-58,,01-OCT-59,01-DEC-14,89
"W33-201505","201505","W33","W33","","","","Rockwell Athletic Cage",34427.72,32379.24,594.57,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGA3","22.80","1833300","1833300",42.359201752600001,-71.0959719345,765365.72623899905,2956180.88854999,"W33","JOHN ARNOLD ROCKWELL M.D.","ROCKWELL CAGE",01-JUL-47,,01-JUN-48,01-DEC-14,7
"W34-201505","201505","W34","W34","","","","Johnson Athletics Center",109397.67,82318.33,20654.76,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGA3","37.90","1833400","1833400",42.358595720499899,-71.096529928699894,765215.96003399906,2955959.3241400002,"W34","HOWARD WESLEY JOHNSON","JOHNSON ATHLETICS CENTER",01-JUL-79,,01-OCT-80,01-DEC-14,73
"W53-201505","201505","W53","W53","","","","J B Carr Indoor Tennis Facility",25692.9,24982.22,0,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGB","39.00","","",42.3569232231999,-71.097804046099895,764874.46957900003,2955348.2062400002,"W53","JASPER B. CARR","CARR INDOOR TENNIS FACILITY",01-APR-71,,31-DEC-71,01-DEC-14,1
"W59-201505","201505","W59","W59","","","","Heinz Building",36051.39,24909.41,6977.47,"MIT","WEST",2,"2","SERVICE","OWNED","AER","UGB","33.50","1835900","1835900",42.3581054753,-71.099550893,764400.30264799902,2955776.82131,"W59","","HEINZ BUILDING",31-DEC-15,30-APR-68,31-DEC-79,01-DEC-14,153
"W98-201505","201505","W98","W98","","","","600 Memorial Drive",82480.74,47668.89,25043.7,"MIT","WEST",2,"2","ACADEMIC","OWNED","AER","(NULL)","91.00","1839800","1839800",42.3539554133,-71.1066451465,762489.85176200001,2954255.5327300001,"W98","","BUILDING W98",,30-JUN-08,,01-DEC-14,511
"W89-201505","201505","W89","W89","","","","MIT Police",14909.35,7669.85,4956.87,"MIT","WEST",0,"0","SERVICE","OWNED","AER","UGB","27.90","1838900","1838900",42.355538582599898,-71.104673289900006,763020.16355699894,2954834.9353700001,"W89","","MIT POLICE",31-DEC-48,19-JAN-01,08-MAR-06,01-DEC-14,83
"7A-201505","201505","7A","7A","","","","Rotch Library Extension",18501.98,14974.7,2388.47,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGA3","77.00","1810700","1810700",42.359495924599898,-71.093193667899897,766116.108029,2956291.6597199901,"07A","","ROTCH LIBRARY EXTENSION",31-DEC-89,,11-JUL-90,01-DEC-14,75
"9-201505","201505","9","9","","","","Building 9",75420.83,36371.35,28964.52,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","83.90","1810900","1810900",42.359749929400003,-71.093561749900005,766016.18442099902,2956383.7499500001,"09","","BUILDING 9",01-APR-66,,01-DEC-67,01-DEC-14,313
"32-201505","201505","32","32","","","","Ray and Maria Stata Center",464004.84,286244.98,121735.52,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","(NULL)","140.00","1813200","1813200",42.361596720199898,-71.090568544199897,766821.93192500004,2957060.6268500001,"32","RAY STATA '57","STATA CENTER",,,19-MAR-04,01-DEC-14,1317
"36-201505","201505","36","36","","","","Fairchild Buildings (36)",145819.4,71387.62,58854.35,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","117.40","1813600","1813600",42.3614372153,-71.0916675836,766525.17992599902,2957001.0762499901,"36","SHERMAN M. FAIRCHILD","FAIRCHILD BUILDING (36)",12-APR-71,,01-OCT-73,01-DEC-14,587
"44-201505","201505","44","44","","","","Cyclotron",16118.61,11616.29,2717.2,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","29.50","1814400","1814400",42.361606785100001,-71.0924707402,766307.82008600002,2957061.8328100001,"44","","CYCLOTRON",31-DEC-38,,31-DEC-39,01-DEC-14,48
"6-201505","201505","6","6","","","","George Eastman Research",88826.92,53881.73,22701.76,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","81.40","1810600","1810600",42.359538878400002,-71.090454767400004,766856.28272799903,2956310.85519,"06","GEORGE EASTMAN","EASTMAN LABORATORIES",31-DEC-31,,31-DEC-33,01-DEC-14,312
"64G-201505","201505","64G","64G","64","EAST CAMPUS: WALCOTT BEMIS GOODALE","Alumni Houses: Walcott Bemis Goodale","Alumni Houses: Goodale",24787.4,17041.11,5242,"MIT","MAIN GROUP",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"64G","CHARLES WARREN GOODALE","EAST CAMPUS: GOODALE",,,,01-DEC-14,108
"6B-201505","201505","6B","6B","","","","Solvent Storage",1680.39,643.66,874.79,"MIT","MAIN GROUP",0,"0","SERVICE","OWNED","AER","UGHH","11.70","1810600","1810600",42.359410918400002,-71.090674839599899,766797.02685999905,2956263.9386900002,"06B","","SOLVENT STORAGE",31-DEC-20,,31-DEC-21,01-DEC-14,4
"E15-201505","201505","E15","E15","","","","Wiesner Building",120331.42,78968.75,32381.88,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGA3B","68.50","1821500","1821500",42.360838440099897,-71.087634887999897,767616.12840699905,2956788.1138499901,"E15","JEROME BERT WIESNER","WIESNER BUILDING",01-JAN-82,,01-SEP-84,01-DEC-14,460
"E38-201505","201505","E38","E38","","","","Suffolk Building",66530.75,48405.66,12395.89,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGB","82.70","1823800","1823800",42.362150080600003,-71.085878539899895,768088.49022100004,2957268.40191,"E38","","SUFFOLK BUILDING",31-DEC-20,04-NOV-74,01-SEP-68,01-DEC-14,375
"E39-201505","201505","E39","E39","","","","290 Main Street",27661.19,22245.34,1390.09,"MIT","EAST",2,"2","ACADEMIC","LEASED","AER","UGBM","42.30","1823900","1823900",42.362100989200002,-71.085477417500002,768196.98497999902,2957251.03855999,"E39","","290 MAIN STREET",,01-NOV-67,17-NOV-86,01-DEC-14,172
"E48-201505","201505","E48","E48","","","","Building E48",44321.76,37171.31,708.42,"MIT","EAST",2,"2","SERVICE","LEASED","AER","UGB","113.90","","",42.362065761099899,-71.084733735200004,768398.03607399901,2957239.1785599901,"E48","","BUILDING E48",,15-SEP-61,01-AUG-89,01-DEC-14,243
"N57-201505","201505","N57","N57","","","","Building N57",46633.25,41521.21,2815.06,"MIT","NORTH",2,"2","SERVICE","OWNED","AER","UGBS1","78.20","1855700","1855700",42.363011404399899,-71.098829638400005,764586.83377400006,2957565.5576800001,"N57","","BUILDING N57",31-DEC-22,01-SEP-80,,01-DEC-14,52
"N9-201505","201505","N9","N9","","","","Superconducting Generator Test Facility",5957.13,5352.27,153.75,"MIT","NORTH",1,"1","ACADEMIC","OWNED","AER","UGB","32.70","1850900","1850900",42.360953206300003,-71.095193773700004,765573.01373000001,2956820.1508900002,"N09","","SUPERCONDUCTING TEST FACILITY",,,31-DEC-78,01-DEC-14,14
"NE123A-201505","201505","NE123A","NE123A","","","","300 Bent Street",1812.03,439.51,0,"MIT","NORTHEAST",2,"2","SERVICE","LEASED","OTH","(NULL)","0.00","","",42.367359539900001,-71.086745918099894,922.3372036854776,922.3372036854776,"NE123A","","300 BENT STREET",21-MAR-14,,,01-DEC-14,5
"NE35-201505","201505","NE35","NE35","","","","145 Broadway",9525.85,8264.35,0,"MIT","NORTHEAST",2,"2","ACADEMIC","LEASED","AER","(NULL)","0.00","","",42.364912106200002,-71.0887788844,922.3372036854776,922.3372036854776,"NE35","","145 BROADWAY",21-MAR-14,,,01-DEC-14,43
"NE47-201505","201505","NE47","NE47","","","","500 Technology Square",68295.01,58587.97,2086.13,"MIT","NORTHEAST",2,"2","ACADEMIC","LEASED","AER","(NULL)","148.00","1854500","1854500",42.363464579400002,-71.092581005300005,766274.785684,2957738.7084300001,"NE47","","500 TECHNOLOGY SQUARE",,,,01-DEC-14,232
"NE48-201505","201505","NE48","NE48","","","","700 Technology Square",8043.73,6437.3,797.4,"MIT","NORTHEAST",2,"2","ACADEMIC","LEASED","AER","(NULL)","84.40","1854800","1854800",42.364031195700001,-71.092727468199897,766234.21735199902,2957945.0062199901,"NE48","","700 TECHNOLOGY SQUARE",,,,01-DEC-14,52
"OC19A-201505","201505","OC19A","OC19A","","","","Bates LINAC: Administration Bldg",6766.98,5452.11,715.94,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",42.599035742200002,-70.9809443109,795922.70283800003,3043751.42551,"OC19A","","BATES LINAC: ADMINISTRATION BLDG",,,,01-DEC-14,34
"OC19D-201505","201505","OC19D","OC19D","","","","BATES LINAC: Warehouse #2",7760.09,7211.92,0,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",42.597125556500004,-70.979352986199899,796355.41192999901,3043057.8884999901,"OC19D","","BATES LINAC: WAREHOUSE #2",,,,01-DEC-14,3
"W7-201505","201505","W7","W7","","","","Everett Moore Baker House",133099.42,77423.81,41632.04,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","76.40","1345300","1345300",42.356697834999899,-71.0957921822,765418.63264600001,2955268.6408000002,"W07","EVERETT MOORE BAKER","BAKER HOUSE",01-OCT-47,,31-DEC-49,01-DEC-14,497
"OC19N-201505","201505","OC19N","OC19N","","","","BATES LINAC: Warehouse #3",8141.95,7683.4,143.22,"BATES","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","(NULL)","","1876000","1876000",,,,,"OC19N","","BATES LINAC: WAREHOUSE #3",,,,01-DEC-14,13
