"FIELD_ID","FIELD_NAME","DEFINITION","FIELD_LENGTH","DATA_TYPE"
1865,"FM_UNMET_NEED_AMOUNT","The amount of financial aid eligibility that is NOT provided by SFAO, according to the Federal Methodology (FM).",13,"NUMBER"
1866,"PCKG_REQ_COMPLETE_DATE","The date when all the financial aid requirements needed for aid packaging are satisfied/completed.",8,"DATE"
1867,"PACKAGING_COMPLETE_DATE","The date when aid packaging process is completed.",8,"DATE"
1868,"AID_PERIOD","The period of which the student is eligible for financial aid.  Values are: Full Academic Year, Fall Term Only, Spring Term Only, Summer Term Only, Summer/Fall (7.5 Month), and Twelve-Month.",30,"VARCHAR2"
1869,"BUDGET_GROUP","The budget group assigned to the student for the aid year.  In each financial aid year, aid applicants are assigned an appropriate budget group for the need analysis process to determine the amount of financial aid a student is eligible for.  Some of the budget groups are: Undergraduate Regular, Undergraduate Commuter, Undergraduate International, Graduate Regular, Graduate Non-Resident, etc.",30,"VARCHAR2"
1209,"SAP_PRIME_SPONSOR_CODE","Primary Sponsor code.  OSP accounts are coded.  Fund accounts are coded if there are restrictions in the award that make accounting system controls desirable.  Contracts or grants from federal government and other restrictive sponsors are coded.",6,"VARCHAR2"
1206,"SAP_SPONSOR_ADMIN_ACTIVITY","Associated with Federal Sponsors.  Identifies the branch of the Federal Government funding the project (e.g., Navy, National Science Foundation, National Institutes of Health, etc.).  This field is not currently populated for non-federal sponsors.",30,"VARCHAR2"
1203,"SAP_SPONSOR_CODE","Sponsor code generated and assigned by OSP.  OSP accounts are coded.  Fund accounts are coded if funds are provided by a sponsor who places restrictions in the award that make accounting and reporting system controls desirable.  Contracts or grants from federal government and other sponsors requiring accounting and/or work progress reports are coded.",6,"VARCHAR2"
1205,"SAP_SPONSOR_TYPE","The type of sponsor (Example: Federal, Private - Pofit, Private - Non-Profit, State, etc..)",40,"VARCHAR2"
1211,"SAP_PRIME_SPONSOR_TYPE","The type of sponsor (Example: Federal, Private - Pofit, Private - Non-Profit, State, etc..)",40,"VARCHAR2"
1403,"ALTERNATE_PAYEE_VENDOR_NUMBER","Identifies an alternate vendor to whom payments are usually made. This allows purchases to be made from vendor A and payments made to vendor B identified by this field. In this case, vendor B may be vendor A's bank or a subdivision of vendor A's company.",10,"VARCHAR2"
1404,"IS_CREDIT_CARD_ACCEPTED","Indicates whether the vendor accepts MIT credit cards. Values are Y (accepts credit card), N (does not accept credit card) or U (not known whether vendor accepts card).",1,"VARCHAR2"
1405,"IS_ONE_TIME_VENDOR","Indicates whether this is a one-time vendor - a vendor who is not expected to supply materials or service on a regular basis. Values are Y (one-time vendor) or N (not one-time vendor).",1,"VARCHAR2"
1406,"MASTER_REC_VENDOR_NUMBER","Identifies the vendor number representing a 'master' record holding a fiscal address.",10,"VARCHAR2"
1313,"IS_ALT_PAYEE_ALLOWED","Indicates whether payments for POs for this vendor can be made to a different vendor. Values are Y (payments can be made to a different vendor) or N (payments must be made to this vendor).",1,"VARCHAR2"
1059,"FISCAL_YEAR","The 4 digit year.  The fiscal year at MIT runs from July 1st through June 30th.  (e.g.:  June 30, 1997 would be fiscal year 1997, July 1, 1997 would be fiscal year 1998)",4,"VARCHAR2"
1407,"PURCHASING_GROUP_KEY","Key identifying a Purchasing Group. This field should only be used for linking tables together, not for reporting.",3,"VARCHAR2"
1408,"PURCHASING_ORG_KEY","Key identifying a Purchasing Organization. This field should only be used for linking tables together, not for reporting.",4,"VARCHAR2"
1409,"MATERIAL_GROUP_KEY","Key identifying which Material Group an ordered item belongs to. This field should only be used for linking tables together, not for reporting.",9,"VARCHAR2"
1410,"ITEM_QUANTITY","Ordered Quantity on a PO Line Item",22,"NUMBER"
1411,"ITEM_UNIT_PRICE","Unit Price on a PO Line Item",22,"NUMBER"
1412,"ITEM_EXTENDED_PRICE","The dollar value of a purchase order line item. In most cases, equates to Ordered Quantity multiplied by Unit Price",22,"NUMBER"
1413,"ITEM_PRICE_UNIT","Indicates what ""unit"" the Unit Price on a PO Line Item refers to. Usually equal to 1.",6,"VARCHAR2"
1414,"IS_LAST_LINE_ITEM_ON_PO","This field is associated with purchase order line item information and indicates whether or not the line item is the last line item on the PO. Values are Y (line item is the last one) or N (is not the last line item).",1,"VARCHAR2"
1415,"INVOICED_AMOUNT","The dollar amount associated with this transaction which has been invoiced. This value equates to the 'actual amounts' seen in the Financial Detail table.",22,"NUMBER"
1416,"PURCHASING_ORG_DESCRIPTION","Long name for purchasing organization",20,"VARCHAR2"
1417,"PURCHASING_GROUP_DESCRIPTION","Long name for purchasing group.",18,"VARCHAR2"
1418,"PURCHASING_GROUP_PHONE","Telephone number for Purchasing Group",12,"VARCHAR2"
1427,"EFFECTIVE_DATE","In the COST COLLECTOR table: this represents the effective date or starting date of the fund cost collector.  In the ASA OFFICER DETAIL table this is the starting date of the tenure of the officer.",8,"DATE"
1428,"EXPIRATION_DATE","In the COST COLLECTOR table: Final or expiration date of the fund cost collector.  In the ASA OFFICER DETAIL table, this is the date when the officer's term expires.",8,"DATE"
1429,"IS_CLOSED","Y= this account is closed.",1,"VARCHAR2"
1432,"CARD_HOLDER_USERNAME","The uppercase Kerberos ID or SAP username of the credit card holder.",12,"VARCHAR2"
1435,"REPORT_TYPE","Name of the report for which the GL Account grouping exists;  MUST be specified when this table is used.",20,"VARCHAR2"
1436,"CATEGORY","Reports grouped together by similar type within a Business Area.  One report may appear in more than one Category.",50,"VARCHAR2"
1437,"SUB_CATEGORY","XXX",50,"VARCHAR2"
1438,"SORT","XXX",9,"VARCHAR2"
1441,"LEVEL1_ID","The code assigned to this Profit Center Group hierarchy node in SAP.",10,"VARCHAR2"
1442,"LEVEL1_NAME","The Profit Center Group name assigned to this hierarchy node in SAP.",40,"VARCHAR2"
1445,"LEVEL3_ID","The code assigned to this Profit Center Group hierarchy node in SAP.",10,"VARCHAR2"
1447,"LEVEL4_ID","The code assigned to this Profit Center Group hierarchy node in SAP.",10,"VARCHAR2"
1449,"LEVEL5_ID","The code assigned to this Profit Center Group hierarchy node in SAP.",10,"VARCHAR2"
1450,"LEVEL5_NAME","The Profit Center Group name assigned to this hierarchy node in SAP.",40,"VARCHAR2"
1451,"LEVEL6_ID","The code assigned to this Profit Center Group hierarchy node in SAP.",10,"VARCHAR2"
1453,"LEVEL7_ID","The code assigned to this Profit Center Group hierarchy node in SAP.",10,"VARCHAR2"
1456,"Document_Line_Date","The line item date.  This date may have different meanings for different financial document types.  For billing journal vouchers (SI documents) and journal vouchers that transfer charges, this is the date the goods or services were provided.",8,"date"
1457,"DOCUMENT_LINE_DATE","If not blank, the date the financial transaction occurred.  If blank, the document date is the date the financial transaction occurred.",8,"date"
1475,"LEVEL1_SORT","This field should be used for ordering the level 1 categories in the order assigned to them in SAP.  It must be selected every time LEVEL1_CATEGORY is selected, then placed in the Pivot or Detail report outliner before LEVEL1_CATEGORY in the same window.  It can be then ""hidden"", by hiding headers/footers in the Detail, or squeezing it out in the Pivot.",22,"NUMBER"
1476,"LEVEL1_CATEGORY","The name of the top level account category, e.g., Expense, Revenues, Settlement, Principal.",40,"VARCHAR2"
1477,"LEVEL2_SORT","This field should be used for ordering the level 2 categories in the order assigned to them in SAP.  It must be selected every time LEVEL2_CATEGORY is selected, then placed in the Pivot or Detail report outliner before LEVEL2_CATEGORY in the same window.  It can be then ""hidden"", by hiding headers/footers in the Detail, or squeezing it out in the Pivot.",22,"NUMBER"
1478,"LEVEL2_CATEGORY","The name of the second level account category, e.g., Expense, Revenues, Settlement, Principal.",40,"VARCHAR2"
1479,"LEVEL3_SORT","This field should be used for ordering the level 3 categories in the order assigned to them in SAP.  It must be selected every time LEVEL3_CATEGORY is selected, then placed in the Pivot or Detail report outliner before LEVEL3_CATEGORY in the same window.  It can be then ""hidden"", by hiding headers/footers in the Detail, or squeezing it out in the Pivot.",22,"NUMBER"
1480,"LEVEL3_CATEGORY","The name of the third level account category, e.g., Expense, Revenues, Settlement, Principal.",40,"VARCHAR2"
1481,"LEVEL4_SORT","This field should be used for ordering the level 4 categories in the order assigned to them in SAP.  It must be selected every time LEVEL4_CATEGORY is selected, then placed in the Pivot or Detail report outliner before LEVEL4_CATEGORY in the same window.  It can be then ""hidden"", by hiding headers/footers in the Detail, or squeezing it out in the Pivot.",22,"NUMBER"
1482,"LEVEL4_CATEGORY","The name of the fourth level account category, e.g., Expense, Revenues, Settlement, Principal.",40,"VARCHAR2"
1483,"IS_PRINCIPAL_ACCOUNT","Y= this is a principle account.
N= this is not a principle account.",1,"VARCHAR2"
1518,"REFERENCE_DOCUMENT_TYPE","For a requisition or purchase order, the document type from which the commitment is generated.",30,"VARCHAR2"
1519,"REFERENCE_ITEM_NUMBER","For a requisition or purchase order, the number referring to the line item from which the commitment is generated.",22,"NUMBER"
1520,"REFERENCE_ASSIGNMENT_NUMBER","For a requisition or purchase order, the number referring to the cost collector assignment from which the commitment is generated.",22,"NUMBER"
1521,"TOTAL_QUANTITY","Outstanding commitment quantity on the COMMITMENT_HISTORY.",11,"NUMBER"
1522,"PLANNED_AMOUNT","Dollar amount planned for this commitment.",22,"NUMBER"
1523,"PLANNED_QUANTITY","Quantity planned for this commitment (ea, boxes, liters, etc.).",22,"NUMBER"
1524,"EXPECTED_DEBIT_DATE","Date when a commitment is expected to be posted.",8,"DATE"
1529,"COMMITMENT_CATEGORY_CODE","Code designating category of commitment as defined in SAP.  See Commitment_Category definition for descriptions.",2,"VARCHAR2"
1532,"INSTITUTE_BUDGET","The Institute budget for the fiscal period or periods selected.  The Institute Budget is currently spread evenly across fiscal periods 1 through 12 of a particular fiscal year.",13.2,"NUMBER"
1533,"DEPARTMENT_BUDGET","The department-specified budget for the fiscal period or periods selected.",13.2,"NUMBER"
1534,"CUM_AMOUNT","The total actual dollar amount charged since the inception of the cost collector, G/L account or Profit Center.",13.2,"NUMBER"
1537,"INVOICED_QUANTITY","The quantity of material associated with this transaction which has been invoiced.",22,"NUMBER"
1544,"ORDERED_AMOUNT","Dollar amount recorded on a Purchase Order",22,"NUMBER"
1545,"ORDERED_QUANTITY","Quantity recorded on a Purchase Order",22,"NUMBER"
1547,"ACCT_DISTRIBUTION_PERCENTAGE","The percentage of the line item value which has been assigned to a particular cost collector/GL account. The percentage values of the account distributions for a given PO line item will total 100.",22,"NUMBER"
1548,"ITEM_AMOUNT","The dollar value of a purchase order line item. In most cases, equates to Ordered Quantity multiplied by Unit Price",22,"NUMBER"
1549,"REQUIREMENT_TRACKING_NUMBER","Entered on a Purchasing Requisition and copied to subsequent Purchase Orders. Enables grouping of Purchasing Documents by Material Requirement",10,"VARCHAR2"
1550,"REQUISITION_ITEM","Purchase Requisition Item Number",22,"NUMBER"
1551,"REQUISITION_NUMBER","Purchase Requisition Document Number",10,"VARCHAR2"
1552,"PO_HAS_OPEN_COMMITMENTS","Indicates whether a Purchase Order currently has any open commitments. Values are 'Y' if there are open commitments for the PO, 'N'  if not.",1,"VARCHAR2"
1553,"COMMITMENT_QUANTITY","Quantity of material for an open commitment.",22,"NUMBER"
1555,"BANK_ACCOUNT_NUMBER","XXX",8,"VARCHAR2"
1556,"CREDIT_CARD_NUMBER","Number of an MIT VIP Purchasing VISA card.",16,"VARCHAR2"
1558,"THIRD_LINE_INFO","XXX",20,"VARCHAR2"
1560,"COMPANY_TO_BANK_ID","XXX",10,"VARCHAR2"
1563,"VALID_FROM_DATE","XXX",8,"DATE"
1564,"VALID_TO_DATE","XXX",8,"DATE"
1565,"SINGLE_TRANSACTION_LIMIT","XXX",22,"NUMBER"
1566,"SPENDING_LIMIT","XXX",22,"NUMBER"
1567,"MERCHANT_BLOCKING_FLAG","XXX",1,"VARCHAR2"
1568,"MONTHLY_STATEMENT_FLAG","XXX",1,"VARCHAR2"
1569,"POST_NOT_PARK_FLAG","XXX",1,"VARCHAR2"
1570,"CREDIT_CARD_SAP_USERNAME","XXX",8,"VARCHAR2"
1571,"ORGANIZATION_NUMBER","First four digits of the department number associated with the credit card.",4,"VARCHAR2"
1573,"SEND_EMAIL_FLAG","Flag indicating whether the credit card verifier receives email notification of new credit card transactions.  Values:  Y or N.",1,"VARCHAR2"
1575,"ACCOUNT_ASSIGNMENT_RULE","XXX",6,"VARCHAR2"
1576,"ACCOUNT_ASSIGNMENT_POSITION","XXX",3,"VARCHAR2"
1577,"PERCENTAGE_TO_DISTRIBUTE","XXX",22,"NUMBER"
1578,"SHORT_TEXT","XXX",30,"VARCHAR2"
1579,"CHANGE_DATE","XXX",8,"DATE"
1580,"LAST_CHANGED_BY","Username of the person who last changed/modified/updated this record.",8,"VARCHAR2"
1581,"TOTAL_INSTITUTE_BUDGET","The total Institute budget for a particular cost collector for the specified fiscal year.   For WBS elements, the cumulative authorized total in effect during a particular fiscal year is carried in period 1 of that fiscal year.   Throughout the fiscal year, if the authorized total is updated, the Institue budget in period 1 of that fiscal year will be updated.  After June 30, that total remains in period 1 for that fiscal year and also copied into period 1 of the next fiscal year.   Updates after June 30 are not made to previous year's authorized total, but only to the current year.  Therefore, the authorized total amount in a fiscal year that has ended can be used as a historical record of the amount of authorized total on June 30 of that year.",13.2,"NUMBER"
1582,"TOTAL_DEPARTMENT_BUDGET","The total Department-specified budget for a particular cost collector for the specified fiscal year.",13.2,"NUMBER"
1584,"OPENING_BALANCE","XXX",22,"NUMBER"
1595,"REQUISITIONER","Person who originated a Purchase Requisition",12,"VARCHAR2"
1596,"BALANCE_SHEET_ACCOUNT_ID","XXX",7,"VARCHAR2"
1597,"BALANCE_SHEET_ACCOUNT_NAME","XXX",50,"VARCHAR2"
1598,"BALANCE_SHEET_ACCOUNT_TYPE","XXX",20,"VARCHAR2"
1599,"SECTION_CODE","A code which classifies cost collectors into sections for financial statement reporting purposes",3,"VARCHAR2"
1602,"RECEIVER_SECTION_CODE","XXX",3,"VARCHAR2"
1604,"SURCHARGE_BASE_PATTERN_KEY","Key used to join the GL_ACCOUNT table with SURCHARGE_PERCENTAGES and SURCHARGE_POSTINGS tables.",22,"NUMBER"
1606,"SURCHARGE_PERCENT_ALLOCATION","Calculated percentage of lab allocation charged on expenses.",22,"NUMBER"
1607,"SURCHARGE_PERCENT_EB","Calculated percentage of employee benefits charged on expenses.",22,"NUMBER"
1617,"CALC_CODE","Classic system term relating to overhead.  Not in use in SAP.",1,"VARCHAR2"
1619,"COST_COLLECTOR_CONTINUED_FROM","The Cost Collector ID of this project's predecessor project (usually WBS).",7,"VARCHAR2"
1635,"WBS_ELEMENT_ID_LEVEL1","WBS Element Id for Level 1 in WBS Hierarchy structure.",7,"VARCHAR2"
1636,"WBS_ELEMENT_NAME_LEVEL1","WBS Element Name for Level 1 in WBS Hierarchy structure.",40,"VARCHAR2"
1637,"WBS_ELEMENT_ID_LEVEL2","WBS Element Id for Level 2 in WBS Hierarchy structure.",7,"VARCHAR2"
1638,"WBS_ELEMENT_NAME_LEVEL2","WBS Element Name for Level 2 in WBS Hierarchy structure.",40,"VARCHAR2"
1639,"WBS_ELEMENT_ID_LEVEL3","WBS Element Id for Level 3 in WBS Hierarchy structure.",7,"VARCHAR2"
1640,"WBS_ELEMENT_NAME_LEVEL3","WBS Element Name for Level 3 in WBS Hierarchy structure.",40,"VARCHAR2"
1641,"WBS_ELEMENT_ID_LEVEL4","WBS Element Id for Level 4 in WBS Hierarchy structure.",7,"VARCHAR2"
1642,"WBS_ELEMENT_NAME_LEVEL4","WBS Element Name for Level 4 in WBS Hierarchy structure.",40,"VARCHAR2"
1643,"WBS_ELEMENT_ID_LEVEL5","WBS Element Id for Level 5 in WBS Hierarchy structure.",7,"VARCHAR2"
1644,"WBS_ELEMENT_NAME_LEVEL5","WBS Element Name for Level 5 in WBS Hierarchy structure.",40,"VARCHAR2"
1645,"FY_OPENING_BALANCE","XXX",22,"NUMBER"
1655,"URL_ACCESSED","URL of a web page accessed by a user. Used in web page statistics reporting.",500,"VARCHAR2"
1656,"ACCESS_DATE","Date a web page was accessed.",8,"DATE"
1657,"AFS_LOCKER","Identifies a locker on AFS. For example, documents accessed at the URL ""http://web.mit.edu/admissions/"" are in the AFS locker ""admissions"".",100,"VARCHAR2"
1658,"IS_ACCESS_FROM_MIT","Indicates whether a web page was accessed by a computer at MIT or outside MIT. Values are 'Y' (access from MIT) or 'N' (access from outside MIT).",1,"VARCHAR2"
1659,"TOP_LEVEL_DOMAIN_KEY","Key used for joining the TOP_LEVEL_DOMAIN and WEB_HITS_DETAIL tables together. This field should be used only for joining tables, and should not be placed on reports.",6,"VARCHAR2"
1660,"BROWSER","Web Browser name. Used in web statistics reporting. Examples are 'Netscape' or 'MS Internet Explorer'.",100,"VARCHAR2"
1661,"OPERATING_SYSTEM","Name of an Operating System category, used in web statistics reporting. Examples are 'Windows 95/98' and 'Macintosh'.",40,"VARCHAR2"
1662,"COUNTER","Numeric field used to count entries in a table. Can be summed on a report. Example - if this field appeared on a table of Person information, it could be used on reports to show headcounts.",1,"NUMBER"
1663,"TOP_LEVEL_DOMAIN","Internet top-level domain code. The last part of a URL or internet address - for example for the URL ""WEB.MIT.EDU"", the top-level domain is ""EDU"". Can refer to a type of organization or a country.",6,"VARCHAR2"
1664,"TOP_LEVEL_DOMAIN_DESCRIPTION","Description of an internet top-level domain. For example ""Educational Institution"" or ""Spain"".",100,"VARCHAR2"
1083,"MAY_AMOUNT","The actual dollar amount charged in this calendar month or fiscal period for the fiscal year(s) selected.",13.2,"NUMBER"
1066,"AUGUST_BUDGET","The Institute budget amount recorded in this calendar month for the fiscal year(s) selected.  The Institue budget is currently spread evenly across period 1 through 12 of each fiscal year.",13.2,"NUMBER"
