"LIBRARY_SUBJECT_OFFERED_KEY","TERM_CODE","MASTER_COURSE_NUMBER","MASTER_COURSE_NUMBER_SORT","MASTER_COURSE_NUMBER_DESC","MASTER_SUBJECT_ID","MASTER_SUBJECT_ID_SORT","COURSE_NUMBER","COURSE_NUMBER_SORT","COURSE_NUMBER_DESC","SUBJECT_ID","SUBJECT_ID_SORT","SUBJECT_TITLE","OFFER_DEPT_CODE","OFFER_DEPT_NAME","OFFER_SCHOOL_NAME","RESPONSIBLE_FACULTY_NAME","RESPONSIBLE_FACULTY_MIT_ID","NUM_ENROLLED_STUDENTS","WAREHOUSE_LOAD_DATE"
"1.0542014FA","2014FA","1","  1","Civil and Environmental Eng","1.054","1.054","1","  1","Civil and Environmental Eng","1.054","  1.054","Mech & Dsgn:Concrete Strctures","1","Civil and Environmental Eng","Engineering","Buyukozturk, Oral","900017152",1,28-OCT-24
"1.0542015FA","2015FA","1","  1","Civil and Environmental Eng","1.054","1.054","1","  1","Civil and Environmental Eng","1.054","  1.054","Mech & Dsgn:Concrete Strctures","1","Civil and Environmental Eng","Engineering","Buyukozturk, Oral","900017152",4,28-OCT-24
"1.0542017FA","2017FA","1","  1","Civil and Environmental Eng","1.054","1.054","1","  1","Civil and Environmental Eng","1.054","  1.054","Mech & Dsgn:Concrete Strctures","1","Civil and Environmental Eng","Engineering","Buyukozturk, Oral","900017152",3,28-OCT-24
"1.0542018FA","2018FA","1","  1","Civil and Environmental Eng","1.054","1.054","1","  1","Civil and Environmental Eng","1.054","  1.054","Mech & Dsgn:Concrete Strctures","1","Civil and Environmental Eng","Engineering","Buyukozturk, Oral","900017152",0,28-OCT-24
"1.0542020FA","2020FA","1","  1","Civil and Environmental Eng","1.054","1.054","1","  1","Civil and Environmental Eng","1.054","  1.054","Mech & Dsgn:Concrete Strctures","1","Civil and Environmental Eng","Engineering","Buyukozturk, Oral","900017152",1,28-OCT-24
"1.0562012SP","2012SP","4","  4","Architecture","4.440","4.440","1","  1","Civil and Environmental Eng","1.056","  1.056","Building Structural Systems I","1","Civil and Environmental Eng","Engineering","Ochsendorf, John","900053690",2,28-OCT-24
"1.0562013SP","2013SP","4","  4","Architecture","4.440","4.440","1","  1","Civil and Environmental Eng","1.056","  1.056","Building Structural Systems I","1","Civil and Environmental Eng","Engineering","Ochsendorf, John","900053690",4,28-OCT-24
"1.0562014SP","2014SP","4","  4","Architecture","4.440","4.440","1","  1","Civil and Environmental Eng","1.056","  1.056","Building Structural Systems I","1","Civil and Environmental Eng","Engineering","Ochsendorf, John","900053690",1,28-OCT-24
"1.0562015SP","2015SP","4","  4","Architecture","4.440","4.440","1","  1","Civil and Environmental Eng","1.056","  1.056","Building Structural Systems I","1","Civil and Environmental Eng","Engineering","Ochsendorf, John","900053690",1,28-OCT-24
"1.0562016SP","2016SP","4","  4","Architecture","4.440","4.440","1","  1","Civil and Environmental Eng","1.056","  1.056","Building Structural Systems I","1","Civil and Environmental Eng","Engineering","Ochsendorf, John","900053690",2,28-OCT-24
"1.0562018SP","2018SP","4","  4","Architecture","4.440","4.440","1","  1","Civil and Environmental Eng","1.056","  1.056","Building Structural Systems I","1","Civil and Environmental Eng","Engineering","Carstensen, Josephine","927825850",3,28-OCT-24
"1.0562019SP","2019SP","4","  4","Architecture","4.440","4.440","1","  1","Civil and Environmental Eng","1.056","  1.056","Intro to Structural Design","1","Civil and Environmental Eng","Engineering","Carstensen, Josephine","927825850",1,28-OCT-24
"1.0562021SP","2021SP","4","  4","Architecture","4.440","4.440","1","  1","Civil and Environmental Eng","1.056","  1.056","Intro to Structural Design","1","Civil and Environmental Eng","Engineering","Ochsendorf, John","900053690",3,28-OCT-24
"1.0602009SP","2009SP","1","  1","Civil and Environmental Eng","1.060","1.060","1","  1","Civil and Environmental Eng","1.060","  1.060","Engineering Mechanics II","1","Civil and Environmental Eng","Engineering","Stocker, Roman","900057286",62,28-OCT-24
"1.0602011SP","2011SP","1","  1","Civil and Environmental Eng","1.060","1.060","1","  1","Civil and Environmental Eng","1.060","  1.060","Engineering Mechanics II","1","Civil and Environmental Eng","Engineering","Stocker, Roman","900057286",31,28-OCT-24
"1.0602012SP","2012SP","1","  1","Civil and Environmental Eng","1.060","1.060","1","  1","Civil and Environmental Eng","1.060","  1.060","Engineering Mechanics II","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",29,28-OCT-24
"1.0602013SP","2013SP","1","  1","Civil and Environmental Eng","1.060","1.060","1","  1","Civil and Environmental Eng","1.060","  1.060","Engineering Mechanics II","1","Civil and Environmental Eng","Engineering","Madsen, Ole","900013995",24,28-OCT-24
"1.0602014SP","2014SP","1","  1","Civil and Environmental Eng","1.060","1.060","1","  1","Civil and Environmental Eng","1.060","  1.060","Engineering Mechanics II","1","Civil and Environmental Eng","Engineering","Ghisalberti, Marco","950811039",24,28-OCT-24
"1.060A2015SP","2015SP","1","  1","Civil and Environmental Eng","1.060A","1.060A","1","  1","Civil and Environmental Eng","1.060A","  1.060A","Fluid Mechanics I","1","Civil and Environmental Eng","Engineering","Stocker, Roman","900057286",13,28-OCT-24
"1.060A2016SP","2016SP","1","  1","Civil and Environmental Eng","1.060A","1.060A","1","  1","Civil and Environmental Eng","1.060A","  1.060A","Fluid Mechanics I","1","Civil and Environmental Eng","Engineering","Marelli, Benedetto","928195190",13,28-OCT-24
"1.060A2017FA","2017FA","1","  1","Civil and Environmental Eng","1.060A","1.060A","1","  1","Civil and Environmental Eng","1.060A","  1.060A","Fluid Mechanics I","1","Civil and Environmental Eng","Engineering","Marelli, Benedetto","928195190",17,28-OCT-24
"1.060B2015SP","2015SP","1","  1","Civil and Environmental Eng","1.060B","1.060B","1","  1","Civil and Environmental Eng","1.060B","  1.060B","Fluid Mechanics II","1","Civil and Environmental Eng","Engineering","Stocker, Roman","900057286",11,28-OCT-24
"1.060B2016SP","2016SP","1","  1","Civil and Environmental Eng","1.060B","1.060B","1","  1","Civil and Environmental Eng","1.060B","  1.060B","Fluid Mechanics II","1","Civil and Environmental Eng","Engineering","Marelli, Benedetto","928195190",8,28-OCT-24
"1.0622016SP","2016SP","18"," 18","Mathematics","18.354","18.354","1","  1","Civil and Environmental Eng","1.062","  1.062","Nonlinr Dynamics:Continuum Sys","1","Civil and Environmental Eng","Engineering","Bourouiba, Lydia","924778000",2,28-OCT-24
"1.0622017SP","2017SP","18"," 18","Mathematics","18.354","18.354","1","  1","Civil and Environmental Eng","1.062","  1.062","Nonlinr Dynamics:Continuum Sys","1","Civil and Environmental Eng","Engineering","Pearce, Philip","920168425",0,28-OCT-24
"1.0622019SP","2019SP","18"," 18","Mathematics","18.354","18.354","1","  1","Civil and Environmental Eng","1.062","  1.062","Nonlinr Dynamics:Continuum Sys","1","Civil and Environmental Eng","Engineering","Pearce, Philip","920168425",0,28-OCT-24
"1.0622020SP","2020SP","18"," 18","Mathematics","18.354","18.354","1","  1","Civil and Environmental Eng","1.062","  1.062","Nonlinr Dynamics:Continuum Sys","1","Civil and Environmental Eng","Engineering","Dunkel, Joern","923460296",0,28-OCT-24
"1.0622021SP","2021SP","18"," 18","Mathematics","18.354","18.354","1","  1","Civil and Environmental Eng","1.062","  1.062","Nonlinr Dynamics:Continuum Sys","1","Civil and Environmental Eng","Engineering","Kodio, Ousmane","929212018",0,28-OCT-24
"1.0702010FA","2010FA","1","  1","Civil and Environmental Eng","1.070","1.070","1","  1","Civil and Environmental Eng","1.070","  1.070","Introduction to Hydrology","1","Civil and Environmental Eng","Engineering","Entekhabi, Dara","900003281",23,28-OCT-24
"1.0712014FA","2014FA","1","  1","Civil and Environmental Eng","1.071","1.071","1","  1","Civil and Environmental Eng","1.071","  1.071","Global Change Science","1","Civil and Environmental Eng","Engineering","Eltahir, Elfatih","900034848",6,28-OCT-24
"1.0742015SP","2015SP","1","  1","Civil and Environmental Eng","1.074","1.074","1","  1","Civil and Environmental Eng","1.074","  1.074","Multivariate Data Analysis","1","Civil and Environmental Eng","Engineering","Ben-Akiva, Moshe","900004631",9,28-OCT-24
"1.0742017SP","2017SP","1","  1","Civil and Environmental Eng","1.074","1.074","1","  1","Civil and Environmental Eng","1.074","  1.074","Multivariate Data Analysis","1","Civil and Environmental Eng","Engineering","Lima De Azevedo, Carlos","925132730",21,28-OCT-24
"1.0802008SP","2008SP","1","  1","Civil and Environmental Eng","1.080","1.080","1","  1","Civil and Environmental Eng","1.080","  1.080","Environmntal Chemstry & Biolgy","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",21,28-OCT-24
"1.0802009SP","2009SP","1","  1","Civil and Environmental Eng","1.080","1.080","1","  1","Civil and Environmental Eng","1.080","  1.080","Envir Chemistry & Biology","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",10,28-OCT-24
"1.0802010SP","2010SP","1","  1","Civil and Environmental Eng","1.080","1.080","1","  1","Civil and Environmental Eng","1.080","  1.080","Envir Chemistry & Biology","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",18,28-OCT-24
"1.0802011SP","2011SP","1","  1","Civil and Environmental Eng","1.080","1.080","1","  1","Civil and Environmental Eng","1.080","  1.080","Envir Chemistry & Biology","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",14,28-OCT-24
"1.0802012SP","2012SP","1","  1","Civil and Environmental Eng","1.080","1.080","1","  1","Civil and Environmental Eng","1.080","  1.080","Environmental Chemistry","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",14,28-OCT-24
"1.0802013SP","2013SP","1","  1","Civil and Environmental Eng","1.080","1.080","1","  1","Civil and Environmental Eng","1.080","  1.080","Environmental Chemistry","1","Civil and Environmental Eng","Engineering","Kroll, Jesse","968323924",16,28-OCT-24
"1.0802014SP","2014SP","1","  1","Civil and Environmental Eng","1.080","1.080","1","  1","Civil and Environmental Eng","1.080","  1.080","Environmental Chemistry","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",11,28-OCT-24
"1.080A2015SP","2015SP","1","  1","Civil and Environmental Eng","1.080A","1.080A","1","  1","Civil and Environmental Eng","1.080A","  1.080A","Environmental Chemistry I","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",18,28-OCT-24
"1.080A2017SP","2017SP","1","  1","Civil and Environmental Eng","1.080A","1.080A","1","  1","Civil and Environmental Eng","1.080A","  1.080A","Environmental Chemistry I","1","Civil and Environmental Eng","Engineering","Gschwend, Philip","900028747",10,28-OCT-24
"1.0812016SP","2016SP","20"," 20","Prog in Applied Biological Sci","20.104","20.104","1","  1","Civil and Environmental Eng","1.081","  1.081","Envir Cncr Rsk Prvntn Therapy","1","Civil and Environmental Eng","Engineering","Thilly, William","900021347",0,28-OCT-24
"1.0812017SP","2017SP","20"," 20","Prog in Applied Biological Sci","20.104","20.104","1","  1","Civil and Environmental Eng","1.081","  1.081","Envir Cncr Rsk Prvntn Therapy","1","Civil and Environmental Eng","Engineering","Thilly, William","900021347",0,28-OCT-24
"1.0812019SP","2019SP","20"," 20","Prog in Applied Biological Sci","20.104","20.104","1","  1","Civil and Environmental Eng","1.081","  1.081","Envir Cncr Rsk Prvntn Therapy","1","Civil and Environmental Eng","Engineering","Thilly, William","900021347",1,28-OCT-24
"1.0812020SP","2020SP","20"," 20","Prog in Applied Biological Sci","20.104","20.104","1","  1","Civil and Environmental Eng","1.081","  1.081","Envir Cncr Rsk Prvntn Therapy","1","Civil and Environmental Eng","Engineering","Thilly, William","900021347",1,28-OCT-24
"1.0812021SP","2021SP","20"," 20","Prog in Applied Biological Sci","20.104","20.104","1","  1","Civil and Environmental Eng","1.081","  1.081","Envir Cncr Rsk Prvntn Therapy","1","Civil and Environmental Eng","Engineering","Thilly, William","900021347",0,28-OCT-24
"1.0822015SP","2015SP","10"," 10","Chemical Engineering","10.01","10.01","1","  1","Civil and Environmental Eng","1.082","  1.082","Ethics for Engineers","1","Civil and Environmental Eng","Engineering","Mess, Derek","986201039",2,28-OCT-24
"1.0822016FA","2016FA","10"," 10","Chemical Engineering","10.01","10.01","1","  1","Civil and Environmental Eng","1.082","  1.082","Ethics for Engineers","1","Civil and Environmental Eng","Engineering","Trout, Bernhardt","900046409",3,28-OCT-24
"1.0822016SP","2016SP","10"," 10","Chemical Engineering","10.01","10.01","1","  1","Civil and Environmental Eng","1.082","  1.082","Ethics for Engineers","1","Civil and Environmental Eng","Engineering","DONESON, DANIEL","928246967",3,28-OCT-24
"1.0822017FA","2017FA","10"," 10","Chemical Engineering","10.01","10.01","1","  1","Civil and Environmental Eng","1.082","  1.082","Ethics for Engineers","1","Civil and Environmental Eng","Engineering","Trout, Bernhardt","900046409",2,28-OCT-24
"1.0822017SP","2017SP","10"," 10","Chemical Engineering","10.01","10.01","1","  1","Civil and Environmental Eng","1.082","  1.082","Ethics for Engineers","1","Civil and Environmental Eng","Engineering","Trout, Bernhardt","900046409",2,28-OCT-24
"1.0822018FA","2018FA","10"," 10","Chemical Engineering","10.01","10.01","1","  1","Civil and Environmental Eng","1.082","  1.082","Ethics for Engineers","1","Civil and Environmental Eng","Engineering","Trout, Bernhardt","900046409",0,28-OCT-24
"1.0822019FA","2019FA","10"," 10","Chemical Engineering","10.01","10.01","1","  1","Civil and Environmental Eng","1.082","  1.082","Ethics for Engineers","1","Civil and Environmental Eng","Engineering","Trout, Bernhardt","900046409",2,28-OCT-24
"1.0822019SP","2019SP","10"," 10","Chemical Engineering","10.01","10.01","1","  1","Civil and Environmental Eng","1.082","  1.082","Ethics for Engineers","1","Civil and Environmental Eng","Engineering","Trout, Bernhardt","900046409",5,28-OCT-24
"1.0822020SP","2020SP","10"," 10","Chemical Engineering","10.01","10.01","1","  1","Civil and Environmental Eng","1.082","  1.082","Ethics for Engineers","1","Civil and Environmental Eng","Engineering","Trout, Bernhardt","900046409",4,28-OCT-24
"1.0822021FA","2021FA","10"," 10","Chemical Engineering","10.01","10.01","1","  1","Civil and Environmental Eng","1.082","  1.082","Ethics for Engineers","1","Civil and Environmental Eng","Engineering","Lauffenburger, Douglas","900036149",2,28-OCT-24
"1.0822021SP","2021SP","10"," 10","Chemical Engineering","10.01","10.01","1","  1","Civil and Environmental Eng","1.082","  1.082","Ethics for Engineers","1","Civil and Environmental Eng","Engineering","Lauffenburger, Douglas","900036149",2,28-OCT-24
"1.0832010SP","2010SP","1","  1","Civil and Environmental Eng","1.083","1.083","1","  1","Civil and Environmental Eng","1.083","  1.083","Environmental Health","1","Civil and Environmental Eng","Engineering","Thompson, Janelle","921703313",19,28-OCT-24
"1.0832011SP","2011SP","1","  1","Civil and Environmental Eng","1.083","1.083","1","  1","Civil and Environmental Eng","1.083","  1.083","Environmental Health","1","Civil and Environmental Eng","Engineering","Thompson, Janelle","921703313",14,28-OCT-24
"1.0842019FA","2019FA","20"," 20","Prog in Applied Biological Sci","20.106","20.106","1","  1","Civil and Environmental Eng","1.084","  1.084","Systems Microbiology","1","Civil and Environmental Eng","Engineering","Ribbeck, Katharina","924857491",0,28-OCT-24
"1.0852013FA","2013FA","1","  1","Civil and Environmental Eng","1.085","1.085","1","  1","Civil and Environmental Eng","1.085","  1.085","Air Pollution","1","Civil and Environmental Eng","Engineering","Heald, Colette","913688906",7,28-OCT-24
"1.0852014FA","2014FA","1","  1","Civil and Environmental Eng","1.085","1.085","1","  1","Civil and Environmental Eng","1.085","  1.085","Air Pollution","1","Civil and Environmental Eng","Engineering","Heald, Colette","913688906",5,28-OCT-24
"1.0852015FA","2015FA","1","  1","Civil and Environmental Eng","1.085","1.085","1","  1","Civil and Environmental Eng","1.085","  1.085","Air Pollution","1","Civil and Environmental Eng","Engineering","Heald, Colette","913688906",6,28-OCT-24
"1.0852017FA","2017FA","1","  1","Civil and Environmental Eng","1.085","1.085","1","  1","Civil and Environmental Eng","1.085","  1.085","Air Pollution","1","Civil and Environmental Eng","Engineering","Heald, Colette","913688906",2,28-OCT-24
"1.0852018FA","2018FA","1","  1","Civil and Environmental Eng","1.085","1.085","1","  1","Civil and Environmental Eng","1.085","  1.085","Air Pollution","1","Civil and Environmental Eng","Engineering","Heald, Colette","913688906",2,28-OCT-24
